simulations,OFV
500,944.898
1000,946.175
1500,945.164
2000,944.968
2500,946.037
3000,945.733
3500,944.763
4000,944.747
4500,945.295
5000,944.992
5500,945.003
6000,945.051
6500,944.694
7000,944.613
7500,944.59
8000,944.702
8500,944.943
9000,944.564
9500,944.274
10000,944.073
10500,944.056
11000,944.143
11500,944.108
12000,944.069
12500,944
13000,943.988
13500,944.045
14000,943.996
14500,944.015
15000,944.047
15500,944.023
16000,944.051
16500,943.877
17000,943.9
17500,943.983
18000,943.936
18500,944.066
19000,944.011
19500,943.986
20000,943.899
20500,943.838
21000,943.76
21500,943.802
22000,943.886
22500,943.872
23000,943.67
23500,943.577
24000,943.596
24500,943.503
25000,943.58
25500,943.505
26000,943.427
26500,943.42
27000,943.374
27500,943.393
28000,943.495
28500,943.481
29000,943.519
29500,943.562
30000,943.625
