parameter,value,se_sa,rse_sa
Cl_pop,5.2123610033854,0.310964448720884,5.96590390648142
beta_Cl_logtCLCRMLMIN,0.590932641926893,0.00165182491520348,0.279528460268715
V1_pop,20.2314521841704,1.69564380318397,8.38122635858381
Q_pop,6.040863846598,1.3676604342898,22.6401466581641
V2_pop,24.7841755265891,2.85655618173544,11.525726077395
omega_Cl,0.219808312311928,0.0341817993805877,15.5507310078796
omega_V1,0.283738948766991,0.0441472005023905,15.5590907396519
omega_Q,0.691601142529317,0.159482701356527,23.0599245069591
omega_V2,0.354305412637576,0.0551620353934739,15.5690637020835
corr_V1_Cl,0.647607534256603,5.88453186391947e-7,9.08657103669185e-5
corr_V2_Cl,-0.290820582110752,nan,nan
corr_V2_V1,0.540701921125427,nan,nan
a1,0.309579731233872,0.0232455161938806,7.50873324336593
a2,0.0575205639777166,0.00579271113405052,10.0706786120779
