iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1451.85,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1440.25,1,5.20921,24.4764,9.33263,30.3629,0.974679,0.974679,1.01786,0.974679,0.998761,0.974679,0.974679
3,1434.64,1,5.09074,24.1985,8.99384,30.4596,0.95,0.95,0.992086,0.95,0.998761,0.95,0.95
4,1420.11,1,4.8347,24.4472,11.5965,30.7775,0.925945,0.925945,1.04665,0.925945,0.998761,0.925945,0.925945
5,1407.93,1,4.88723,25.2825,8.5359,31.8524,0.9025,0.9025,1.02015,0.9025,0.998761,0.9025,0.9025
6,1402.93,1,4.80324,26.9201,9.00176,33.7646,0.879648,0.879648,1.02371,0.879648,0.998761,0.879648,0.879648
7,1395.23,1,5.23669,26.4412,10.4092,33.0281,0.857375,0.857375,0.997789,0.857375,0.998761,0.857375,0.857375
8,1366.05,1,5.20196,26.6248,11.0847,33.0749,0.835666,0.835666,0.972524,0.835666,0.998761,0.835666,0.835666
9,1366.1,1,5.28388,30.1862,10.5985,37.6011,0.814506,0.814506,0.947899,0.814506,0.998761,0.814506,0.814506
10,1345.3,1,5.26703,32.9475,10.033,40.996,0.793882,0.793882,0.923898,0.793882,0.998761,0.793882,0.793882
11,1336.32,1,5.1751,32.8281,9.2283,40.7404,0.773781,0.773781,0.900504,0.773781,0.998761,0.773781,0.773781
12,1321.59,1,5.24584,32.2836,9.59218,39.7871,0.754188,0.754188,0.880702,0.754188,0.998761,0.754188,0.754188
13,1322.76,1,5.34061,35.5294,10.1496,43.5971,0.735092,0.735092,0.939545,0.735092,0.998761,0.735092,0.735092
14,1305.48,1,5.26594,32.2158,9.57315,39.5987,0.716479,0.716479,0.915755,0.716479,0.998761,0.716479,0.716479
15,1282.74,1,5.4389,33.058,11.1731,40.658,0.698337,0.698337,0.892567,0.698337,0.998761,0.698337,0.698337
16,1283.68,1,5.32183,28.1918,12.5931,34.4451,0.680655,0.680655,0.947426,0.680655,0.998761,0.680655,0.680655
17,1264.23,1,5.25692,28.9865,11.721,35.4476,0.66342,0.66342,0.923436,0.66342,0.998761,0.66342,0.66342
18,1255.95,1,5.36245,28.4489,11.8853,34.7119,0.646622,0.646622,0.900054,0.646622,0.998761,0.646622,0.646622
19,1250.48,1,5.46532,27.7308,13.9574,33.7086,0.630249,0.630249,0.929524,0.630249,0.998761,0.630249,0.630249
20,1236.68,1,5.44992,26.5804,14.0708,32.2498,0.614291,0.614291,0.905988,0.614291,0.998761,0.614291,0.614291
21,1223.37,1,5.60516,26.274,15.6221,32.0496,0.598737,0.598737,0.883048,0.598737,0.998761,0.598737,0.598737
