pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.9487,0.0219071,-3.66977,0.0096141,-2.04974,0.0223663,All
-1.42566,0.131443,-3.44608,0,-1.53744,0.0894651,All
-0.902614,0.525771,-3.2224,0.00480705,-1.02513,0.447326,All
-0.379572,0.372421,-2.99871,0.0144211,-0.512829,0.424959,All
0.14347,0.503864,-2.77503,0.0096141,-0.000525018,0.492058,All
0.666511,0.262885,-2.55134,0.0192282,0.511779,0.335494,All
1.18955,0.0876284,-2.32765,0.0384564,1.02408,0.0894651,All
1.71259,0.0657213,-2.10397,0.0480705,1.53639,0.0670988,All
2.23564,0.0876284,-1.88028,0.0432634,2.04869,0.0894651,All
2.75868,0.0438142,-1.6566,0.0576846,2.56099,0.0894651,All
,,-1.43291,0.0913339,,,All
,,-1.20922,0.206703,,,All
,,-0.985539,0.21151,,,All
,,-0.761853,0.326879,,,All
,,-0.538167,0.384564,,,All
,,-0.314481,0.45667,,,All
,,-0.0907953,0.499933,,,All
,,0.132891,0.379757,,,All
,,0.356576,0.408599,,,All
,,0.580262,0.360529,,,All
,,0.803948,0.278809,,,All
,,1.02763,0.182668,,,All
,,1.25132,0.168247,,,All
,,1.47501,0.16344,,,All
,,1.69869,0.0913339,,,All
,,1.92238,0.0528775,,,All
,,2.14606,0.0240352,,,All
,,2.36975,0.0336493,,,All
,,2.59343,0.0192282,,,All
,,2.81712,0.0192282,,,All
,,3.04081,0.0096141,,,All
