pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
-4,0,-4,0,-4,0,All
-2.21022,0.0104167,-3.78161,0.00104167,-2.30589,0.0104167,All
-1.65973,0.0208333,-3.641,0.00208333,-1.55062,0.0208333,All
-1.54341,0.03125,-3.3077,0.003125,-1.52428,0.03125,All
-1.4844,0.0416667,-3.07672,0.00416667,-1.48555,0.0416667,All
-1.38339,0.0520833,-3.03439,0.00520833,-1.397,0.0520833,All
-1.24672,0.0625,-2.99017,0.00625,-1.24771,0.0625,All
-1.20803,0.0729167,-2.81157,0.00729167,-1.21876,0.0729167,All
-1.15907,0.0833333,-2.69534,0.00833333,-1.19976,0.0833333,All
-1.08804,0.09375,-2.625,0.009375,-1.08009,0.09375,All
-0.961012,0.104167,-2.53667,0.0104167,-1.02264,0.104167,All
-0.932956,0.114583,-2.5078,0.0114583,-0.963754,0.114583,All
-0.915794,0.125,-2.50092,0.0125,-0.956574,0.125,All
-0.913768,0.135417,-2.4297,0.0135417,-0.941442,0.135417,All
-0.906593,0.145833,-2.3692,0.0145833,-0.919649,0.145833,All
-0.860423,0.15625,-2.36909,0.015625,-0.91878,0.15625,All
-0.854438,0.166667,-2.35845,0.0166667,-0.906272,0.166667,All
-0.848455,0.177083,-2.32753,0.0177083,-0.900749,0.177083,All
-0.844219,0.1875,-2.29965,0.01875,-0.89539,0.1875,All
-0.829637,0.197917,-2.29868,0.0197917,-0.880197,0.197917,All
-0.811453,0.208333,-2.24243,0.0208333,-0.859523,0.208333,All
-0.80279,0.21875,-2.21526,0.021875,-0.858093,0.21875,All
-0.790687,0.229167,-2.17951,0.0229167,-0.823106,0.229167,All
-0.780998,0.239583,-2.16846,0.0239583,-0.813119,0.239583,All
-0.752694,0.25,-2.16626,0.025,-0.806748,0.25,All
-0.732896,0.260417,-2.12521,0.0260417,-0.796118,0.260417,All
-0.726307,0.270833,-2.12504,0.0270833,-0.756947,0.270833,All
-0.713204,0.28125,-2.10551,0.028125,-0.729233,0.28125,All
-0.703894,0.291667,-2.07867,0.0291667,-0.712517,0.291667,All
-0.678467,0.302083,-2.05535,0.0302083,-0.71237,0.302083,All
-0.648783,0.3125,-2.02911,0.03125,-0.710565,0.3125,All
-0.648358,0.322917,-1.97963,0.0322917,-0.69866,0.322917,All
-0.635909,0.333333,-1.97216,0.0333333,-0.645373,0.333333,All
-0.617575,0.34375,-1.90644,0.034375,-0.640487,0.34375,All
-0.613644,0.354167,-1.90534,0.0354167,-0.626969,0.354167,All
-0.613045,0.364583,-1.88564,0.0364583,-0.605161,0.364583,All
-0.536851,0.375,-1.87508,0.0375,-0.588692,0.375,All
-0.534618,0.385417,-1.84016,0.0385417,-0.546496,0.385417,All
-0.454178,0.395833,-1.79803,0.0395833,-0.543464,0.395833,All
-0.453818,0.40625,-1.78245,0.040625,-0.537735,0.40625,All
-0.378141,0.416667,-1.75843,0.0416667,-0.475228,0.416667,All
-0.36049,0.427083,-1.73704,0.0427083,-0.452671,0.427083,All
-0.339179,0.4375,-1.73578,0.04375,-0.404851,0.4375,All
-0.305081,0.447917,-1.66286,0.0447917,-0.358808,0.447917,All
-0.214242,0.458333,-1.64614,0.0458333,-0.305401,0.458333,All
-0.209813,0.46875,-1.63922,0.046875,-0.219294,0.46875,All
-0.181491,0.479167,-1.63544,0.0479167,-0.206141,0.479167,All
-0.135501,0.489583,-1.62683,0.0489583,-0.196676,0.489583,All
-0.119795,0.5,-1.58648,0.05,-0.170874,0.5,All
-0.0847085,0.510417,-1.565,0.0510417,-0.168032,0.510417,All
-0.0563479,0.520833,-1.56372,0.0520833,-0.144391,0.520833,All
-0.050321,0.53125,-1.56304,0.053125,-0.14113,0.53125,All
-0.0350539,0.541667,-1.53757,0.0541667,-0.113749,0.541667,All
0.00359734,0.552083,-1.52716,0.0552083,-0.0960434,0.552083,All
0.0048658,0.5625,-1.49437,0.05625,-0.0890775,0.5625,All
0.00763635,0.572917,-1.48112,0.0572917,-0.0517177,0.572917,All
0.00812936,0.583333,-1.4735,0.0583333,-0.0512363,0.583333,All
0.0394317,0.59375,-1.46885,0.059375,0.013003,0.59375,All
0.053227,0.604167,-1.45278,0.0604167,0.027949,0.604167,All
0.066673,0.614583,-1.41438,0.0614583,0.0850641,0.614583,All
0.143118,0.625,-1.41361,0.0625,0.115918,0.625,All
0.150177,0.635417,-1.4013,0.0635417,0.135487,0.635417,All
0.20481,0.645833,-1.39556,0.0645833,0.159825,0.645833,All
0.226766,0.65625,-1.38733,0.065625,0.16402,0.65625,All
0.246305,0.666667,-1.38412,0.0666667,0.1833,0.666667,All
0.253785,0.677083,-1.37135,0.0677083,0.206954,0.677083,All
0.263022,0.6875,-1.36442,0.06875,0.211208,0.6875,All
0.320344,0.697917,-1.35241,0.0697917,0.27398,0.697917,All
0.323466,0.708333,-1.3514,0.0708333,0.278039,0.708333,All
0.337356,0.71875,-1.33401,0.071875,0.286153,0.71875,All
0.344341,0.729167,-1.32536,0.0729167,0.297975,0.729167,All
0.403862,0.739583,-1.31904,0.0739583,0.309922,0.739583,All
0.406686,0.75,-1.31685,0.075,0.383169,0.75,All
0.414484,0.760417,-1.31233,0.0760417,0.387567,0.760417,All
0.439505,0.770833,-1.28574,0.0770833,0.392648,0.770833,All
0.46558,0.78125,-1.27415,0.078125,0.411952,0.78125,All
0.496869,0.791667,-1.27173,0.0791667,0.423068,0.791667,All
0.521786,0.802083,-1.26308,0.0802083,0.538754,0.802083,All
0.548314,0.8125,-1.26134,0.08125,0.543116,0.8125,All
0.620979,0.822917,-1.25843,0.0822917,0.564132,0.822917,All
0.695587,0.833333,-1.25685,0.0833333,0.681412,0.833333,All
0.719382,0.84375,-1.25644,0.084375,0.710825,0.84375,All
0.761319,0.854167,-1.24966,0.0854167,0.773901,0.854167,All
0.800261,0.864583,-1.24959,0.0864583,0.785911,0.864583,All
1.07879,0.875,-1.24392,0.0875,1.09318,0.875,All
1.17479,0.885417,-1.24296,0.0885417,1.2217,0.885417,All
1.29627,0.895833,-1.23166,0.0895833,1.33188,0.895833,All
1.34917,0.90625,-1.22642,0.090625,1.46065,0.90625,All
1.69636,0.916667,-1.22308,0.0916667,1.70083,0.916667,All
1.81547,0.927083,-1.21162,0.0927083,1.84137,0.927083,All
1.86215,0.9375,-1.21113,0.09375,1.87599,0.9375,All
2.04402,0.947917,-1.21041,0.0947917,2.11747,0.947917,All
2.14753,0.958333,-1.2098,0.0958333,2.12577,0.958333,All
2.26059,0.96875,-1.19881,0.096875,2.49222,0.96875,All
2.31821,0.979167,-1.19577,0.0979167,2.57072,0.979167,All
2.55929,0.989583,-1.18121,0.0989583,2.65012,0.989583,All
3.0202,1,-1.17915,0.1,2.81715,1,All
4,1,-1.17877,0.101042,4,1,All
,,-1.17659,0.102083,,,All
,,-1.17351,0.103125,,,All
,,-1.17141,0.104167,,,All
,,-1.16693,0.105208,,,All
,,-1.15636,0.10625,,,All
,,-1.13782,0.107292,,,All
,,-1.13775,0.108333,,,All
,,-1.13017,0.109375,,,All
,,-1.12842,0.110417,,,All
,,-1.11474,0.111458,,,All
,,-1.11414,0.1125,,,All
,,-1.11265,0.113542,,,All
,,-1.1123,0.114583,,,All
,,-1.10925,0.115625,,,All
,,-1.10843,0.116667,,,All
,,-1.10293,0.117708,,,All
,,-1.0864,0.11875,,,All
,,-1.08591,0.119792,,,All
,,-1.07627,0.120833,,,All
,,-1.05577,0.121875,,,All
,,-1.04013,0.122917,,,All
,,-1.03731,0.123958,,,All
,,-1.02842,0.125,,,All
,,-1.01598,0.126042,,,All
,,-1.01558,0.127083,,,All
,,-1.01492,0.128125,,,All
,,-1.00645,0.129167,,,All
,,-0.99504,0.130208,,,All
,,-0.993564,0.13125,,,All
,,-0.992094,0.132292,,,All
,,-0.978827,0.133333,,,All
,,-0.971908,0.134375,,,All
,,-0.970061,0.135417,,,All
,,-0.968568,0.136458,,,All
,,-0.964153,0.1375,,,All
,,-0.959865,0.138542,,,All
,,-0.956681,0.139583,,,All
,,-0.95327,0.140625,,,All
,,-0.952969,0.141667,,,All
,,-0.952533,0.142708,,,All
,,-0.952046,0.14375,,,All
,,-0.949948,0.144792,,,All
,,-0.94374,0.145833,,,All
,,-0.940185,0.146875,,,All
,,-0.937654,0.147917,,,All
,,-0.9359,0.148958,,,All
,,-0.928145,0.15,,,All
,,-0.915762,0.151042,,,All
,,-0.909637,0.152083,,,All
,,-0.908646,0.153125,,,All
,,-0.906084,0.154167,,,All
,,-0.90495,0.155208,,,All
,,-0.90335,0.15625,,,All
,,-0.902664,0.157292,,,All
,,-0.897317,0.158333,,,All
,,-0.889006,0.159375,,,All
,,-0.887534,0.160417,,,All
,,-0.886623,0.161458,,,All
,,-0.878754,0.1625,,,All
