Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
2.57787,0.184013,10.4731,0.00405494,1.73581,0.0795941,9.50134,0.00973512,All
2.74694,0.236588,11.5692,0.022978,3.24346,0.101212,11.6318,0.0243378,All
2.91601,0.0175251,12.6653,0.0391978,4.75111,0.115952,13.7624,0.0243378,All
3.08508,0,13.7613,0.0364945,6.25876,0.0923684,15.8929,0.0104305,All
3.25415,0.0788628,14.8574,0.0202747,7.76641,0.068785,18.0234,0.0222517,All
3.42322,0.262876,15.9534,0.0297362,9.27406,0.0717329,20.1539,0.0528478,All
3.59229,0.0963879,17.0495,0.0473076,10.7817,0.0530627,22.2844,0.0396358,All
3.76136,0,18.1455,0.0905603,12.2894,0.0334098,24.4149,0.0535431,All
3.93043,0,19.2416,0.0743406,13.797,0.0186702,26.5454,0.043808,All
4.0995,0,20.3377,0.101374,15.3047,0.0176876,28.6759,0.0340729,All
4.26857,0.0262876,21.4337,0.0824505,16.8123,0.00786114,30.8064,0.0465895,All
4.43764,0.122676,22.5298,0.0581208,18.32,0.00294793,32.9369,0.036159,All
4.60671,0.245351,23.6258,0.0905603,19.8276,0.00589586,35.0674,0.0347683,All
4.77578,0.297926,24.7219,0.0743406,21.3353,0.00196529,37.1979,0.020861,All
4.94485,0.62214,25.8179,0.0756922,22.8429,0.00589586,39.3284,0.00834439,All
5.11392,0.473177,26.914,0.0378461,24.3506,0.00196529,41.459,0.0020861,All
5.28299,0.332976,28.0101,0.0121648,25.8582,0.000982643,43.5895,0.00417219,All
5.45206,0.0701003,29.1061,0.00810988,27.3659,0.000982643,45.72,0.00139073,All
5.62113,0.175251,30.2022,0.00540659,28.8735,0.00196529,47.8505,0,All
5.7902,0.315451,31.2982,0.00135165,30.3812,0.00196529,49.981,0.0020861,All
5.95927,0.604615,32.3943,0.00405494,31.8888,0,52.1115,0.00139073,All
6.12834,0.534515,33.4903,0.00405494,33.3965,0.00196529,54.242,0.00347683,All
6.29741,0.350501,34.5864,0.00540659,34.9041,0,56.3725,0,All
6.46648,0.473177,35.6824,0.00405494,36.4118,0,58.503,0.00347683,All
6.63555,0.446889,36.7785,0.0108132,37.9194,0,60.6335,0.00278146,All
6.80462,0.122676,37.8746,0.00405494,39.4271,0,62.764,0.00347683,All
6.97369,0.0438127,38.9706,0.00135165,40.9347,0.000982643,64.8945,0.000695366,All
