simulations,OFV
500,955.705
1000,955.101
1500,955.864
2000,953.498
2500,954.569
3000,955.173
3500,955.175
4000,955.408
4500,955.998
5000,956.004
5500,956.269
6000,956.521
6500,955.901
7000,955.602
7500,955.528
8000,955.839
8500,956.127
9000,955.918
9500,955.56
10000,954.669
10500,954.107
11000,954.235
11500,954.05
12000,953.848
12500,954.003
13000,953.782
13500,953.73
14000,953.677
14500,953.104
15000,953.143
15500,953.107
16000,953.218
16500,953.271
17000,953.325
17500,953.373
18000,953.242
18500,953.393
19000,953.395
19500,953.447
20000,953.271
20500,953.293
21000,953.158
21500,953.227
22000,953.161
22500,953.131
23000,952.937
23500,952.881
24000,952.892
24500,952.878
25000,952.981
25500,953.035
26000,953.013
26500,952.793
27000,952.765
27500,952.823
28000,952.945
28500,953.005
29000,953.105
29500,953.193
30000,953.301
