parameter,value
Cl_pop,10.5754433894812
beta_Cl_logtCLCRMLMIN,0.657645324177247
beta_Cl_logtWTKG,0.787341217557962
V1_pop,43.0782959961581
beta_V1_logtSCRMGDL,-0.100850204982417
Q_pop,22.2545574116073
beta_Q_ANTU_2,-0.805070240172999
beta_Q_logtAGEA,1.4671869965397
beta_Q_logtCLCRMLMIN,1.01854997564582
V2_pop,53.9012417421495
omega_Cl,0.179036722919331
omega_V1,0.271980902448478
omega_Q,0.00906475182819145
omega_V2,0.170166535361112
corr_V2_V1,0.998798755938595
a1,0.307401745141446
a2,0.0596539330331596
