pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.65463,0.0196128,-3.01134,0.00698746,-2.03066,0.0223052,All
-1.0704,0.470707,-2.70357,0.0104812,-1.51695,0.0223052,All
-0.486177,0.568771,-2.3958,0.0139749,-1.00324,0.55763,All
0.0980503,0.451094,-2.08803,0.0349373,-0.489536,0.468409,All
0.682277,0.13729,-1.78026,0.0593934,0.0241713,0.535325,All
1.2665,0.0392256,-1.47249,0.129268,0.537878,0.245357,All
1.85073,0.0588384,-1.16472,0.188662,1.05159,0.0669156,All
2.43496,0.0588384,-0.856946,0.255042,1.56529,0.0223052,All
3.01919,0.0392256,-0.549175,0.394792,2.079,0.156136,All
3.60341,0.0392256,-0.241404,0.545022,2.59271,0.0446104,All
,,0.0663664,0.492616,,,All
,,0.374137,0.489122,,,All
,,0.681908,0.356361,,,All
,,0.989679,0.139749,,,All
,,1.29745,0.090837,,,All
,,1.60522,0.0628872,,,All
,,1.91299,0.0279499,,,All
,,2.22076,0.0174687,,,All
,,2.52853,0.00349373,,,All
,,2.8363,0,,,All
,,3.14408,0,,,All
,,3.45185,0,,,All
,,3.75962,0,,,All
,,4.06739,0,,,All
,,4.37516,0,,,All
,,4.68293,0.00349373,,,All
,,4.9907,0.0104812,,,All
,,5.29847,0.00349373,,,All
,,5.60624,0.0104812,,,All
,,5.91401,0.00349373,,,All
,,6.22178,0.00349373,,,All
