time,empiricalCdf,theoreticalCdf,piLower,piUpper,split
1.284,0.0103093,0.0561798,0.0216223,0.112998,All
1.69113,0.0206186,0.0652174,0.0222222,0.120879,All
2.09826,0.0206186,0.0733004,0.0322581,0.129734,All
2.50539,0.0206186,0.0777778,0.0326087,0.138298,All
2.91253,0.0309278,0.0869565,0.0338994,0.152174,All
3.31966,0.0309278,0.0957447,0.0444444,0.160432,All
3.72679,0.0412371,0.103462,0.0526316,0.170455,All
4.13392,0.0412371,0.111111,0.0638298,0.185798,All
4.54105,0.0618557,0.122222,0.0666667,0.195652,All
4.94818,0.0721649,0.132601,0.076087,0.204423,All
5.35531,0.0824742,0.143651,0.0818741,0.215481,All
5.76244,0.0927835,0.155556,0.0893883,0.228261,All
6.16958,0.103093,0.168539,0.0957447,0.240444,All
6.57671,0.113402,0.177778,0.106955,0.258246,All
6.98384,0.123711,0.193365,0.115789,0.271195,All
7.39097,0.154639,0.204301,0.126988,0.285714,All
7.7981,0.185567,0.21978,0.138298,0.3,All
8.20523,0.185567,0.233333,0.149737,0.316644,All
8.61236,0.195876,0.247191,0.162167,0.33156,All
9.01949,0.237113,0.26087,0.175121,0.344444,All
9.42663,0.237113,0.276229,0.184783,0.365591,All
9.83376,0.247423,0.288889,0.198901,0.376389,All
10.2409,0.298969,0.304348,0.211111,0.397849,All
10.648,0.329897,0.322031,0.225806,0.414387,All
11.0552,0.329897,0.333333,0.236559,0.428571,All
11.4623,0.340206,0.347826,0.25,0.44623,All
11.8694,0.360825,0.361702,0.266667,0.461106,All
12.2765,0.391753,0.376344,0.27932,0.470588,All
12.6837,0.402062,0.391304,0.288889,0.48901,All
13.0908,0.43299,0.408602,0.30602,0.5,All
13.4979,0.43299,0.423913,0.322222,0.516129,All
13.9051,0.443299,0.43617,0.337018,0.524522,All
14.3122,0.453608,0.451081,0.355939,0.541865,All
14.7193,0.474227,0.467029,0.366667,0.555583,All
15.1265,0.484536,0.482952,0.377778,0.57456,All
15.5336,0.505155,0.494624,0.392461,0.583344,All
15.9407,0.515464,0.510638,0.412077,0.602212,All
16.3479,0.525773,0.526599,0.431818,0.612007,All
16.755,0.57732,0.539326,0.445048,0.626374,All
17.1621,0.597938,0.550562,0.464137,0.641304,All
17.5693,0.628866,0.565217,0.477778,0.647727,All
17.9764,0.628866,0.580095,0.494565,0.659458,All
18.3835,0.639175,0.593407,0.51087,0.670455,All
18.7906,0.670103,0.604396,0.521739,0.681319,All
19.1978,0.690722,0.619565,0.541854,0.696141,All
19.6049,0.71134,0.630435,0.555556,0.711111,All
20.012,0.721649,0.641705,0.565217,0.717391,All
20.4192,0.721649,0.655735,0.586957,0.728261,All
20.8263,0.721649,0.666667,0.598913,0.738636,All
21.2334,0.721649,0.677778,0.608696,0.751344,All
21.6406,0.731959,0.688889,0.615385,0.761364,All
22.0477,0.742268,0.7,0.631884,0.767949,All
22.4548,0.742268,0.711111,0.644444,0.778363,All
22.862,0.762887,0.722222,0.65362,0.791209,All
23.2691,0.773196,0.733688,0.659341,0.797849,All
23.6762,0.783505,0.744444,0.67033,0.806818,All
24.0834,0.783505,0.755556,0.681319,0.813187,All
24.4905,0.783505,0.763441,0.691899,0.821223,All
24.8976,0.793814,0.771739,0.7,0.836957,All
25.3047,0.804124,0.78022,0.707912,0.840909,All
25.7119,0.804124,0.791209,0.723404,0.852273,All
26.119,0.814433,0.801099,0.732258,0.858696,All
26.5261,0.824742,0.807664,0.741935,0.868132,All
26.9333,0.824742,0.815217,0.751344,0.877763,All
27.3404,0.845361,0.824176,0.755556,0.88172,All
27.7475,0.85567,0.833333,0.766667,0.891304,All
28.1547,0.865979,0.840426,0.775281,0.898864,All
28.5618,0.876289,0.846154,0.782609,0.903741,All
28.9689,0.876289,0.855556,0.793478,0.912088,All
29.3761,0.876289,0.861702,0.8,0.914894,All
29.7832,0.886598,0.868132,0.81005,0.923077,All
30.1903,0.917526,0.875702,0.815655,0.930615,All
30.5975,0.917526,0.88172,0.824879,0.934424,All
31.0046,0.917526,0.888889,0.832397,0.934783,All
31.4117,0.938144,0.892473,0.837083,0.944132,All
31.8188,0.938144,0.9,0.847826,0.946237,All
32.226,0.938144,0.903226,0.853282,0.950155,All
32.6331,0.938144,0.912088,0.860215,0.955556,All
33.0402,0.948454,0.919997,0.869565,0.956989,All
33.4474,0.948454,0.923077,0.877778,0.967033,All
33.8545,0.958763,0.931426,0.886364,0.967391,All
34.2616,0.958763,0.934066,0.891304,0.968085,All
34.6688,0.958763,0.93617,0.897727,0.9779,All
35.0759,0.969072,0.944444,0.901099,0.978261,All
35.483,0.969072,0.946523,0.909091,0.978495,All
35.8902,0.969072,0.955556,0.912566,0.978835,All
36.2973,0.969072,0.956044,0.920901,0.98895,All
36.7044,0.969072,0.957895,0.924322,0.98913,All
37.1116,0.969072,0.96685,0.928283,0.989247,All
37.5187,0.969072,0.967391,0.933333,0.989362,All
37.9258,0.979381,0.968085,0.943182,1,All
38.3329,0.979381,0.977778,0.944444,1,All
38.7401,0.979381,0.978261,0.954545,1,All
39.1472,0.979381,0.978723,0.956044,1,All
39.5543,0.979381,0.988889,0.961678,1,All
39.9615,0.979381,0.98913,0.966667,1,All
40.3686,0.989691,0.989247,0.977273,1,All
40.7757,0.989691,1,0.978022,1,All
41.1829,0.989691,1,0.988764,1,All
41.59,1,1,1,1,All
