pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.59977,0.0178067,-2.94711,0.00373372,-1.97019,0.022585,All
-0.956284,0.552009,-2.65912,0.00746744,-1.46284,0.0451701,All
-0.3128,0.605429,-2.37113,0.0149349,-0.955503,0.609796,All
0.330683,0.302714,-2.08315,0.0410709,-0.448161,0.451701,All
0.974166,0.0534202,-1.79516,0.0597395,0.0591806,0.542041,All
1.61765,0.0534202,-1.50717,0.13068,0.566522,0.22585,All
2.26113,0.0534202,-1.21918,0.156816,1.07386,0.0677551,All
2.90462,0.0356135,-0.931191,0.306165,1.58121,0.0451701,All
3.5481,0,-0.643203,0.470449,2.08855,0.0677551,All
4.19158,0.0356135,-0.355214,0.522721,2.59589,0.0903402,All
,,-0.0672253,0.51152,,,All
,,0.220763,0.418177,,,All
,,0.508752,0.35097,,,All
,,0.796741,0.235224,,,All
,,1.08473,0.145615,,,All
,,1.37272,0.067207,,,All
,,1.66071,0.0410709,,,All
,,1.9487,0.0448046,,,All
,,2.23668,0.00746744,,,All
,,2.52467,0.0112012,,,All
,,2.81266,0,,,All
,,3.10065,0,,,All
,,3.38864,0,,,All
,,3.67663,0,,,All
,,3.96462,0,,,All
,,4.2526,0,,,All
,,4.54059,0.00746744,,,All
,,4.82858,0.00746744,,,All
,,5.11657,0.0149349,,,All
,,5.40456,0.00373372,,,All
,,5.69255,0.00373372,,,All
