Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,split
1.82886,0.000645461,7.91629e-05,8.38428,5.7873e-05,2.67964e-05,1.03933,0.0278941,0.00638194,7.91442,0.00185364,0.00221653,All
1.95158,0.00146165,0.000202834,8.86695,0.000138983,7.18721e-05,1.25844,0.0473936,0.0145743,9.02395,0.00343717,0.00509912,All
2.0743,0.00298642,0.000466777,9.34962,0.000302446,0.000174115,1.47754,0.0686949,0.0272811,10.1335,0.00556654,0.0100467,All
2.19702,0.00558744,0.00097976,9.8323,0.000603882,0.000385931,1.69665,0.0896224,0.0446484,11.243,0.0081499,0.0176202,All
2.31974,0.00968877,0.0018995,10.315,0.00111793,0.000791185,1.91576,0.108645,0.0664141,12.3526,0.0110444,0.0282472,All
2.44246,0.0157267,0.00343702,10.7976,0.00193581,0.00151394,2.13486,0.12487,0.0920524,13.4621,0.0140872,0.0421833,All
2.56518,0.0240945,0.00585487,11.2803,0.00315904,0.00272512,2.35397,0.137914,0.120901,14.5716,0.0171201,0.0595038,All
2.68789,0.0350856,0.00945824,11.763,0.00488967,0.00464521,2.57307,0.147744,0.152253,15.6812,0.0200064,0.0801194,All
2.81061,0.0488458,0.0145797,12.2457,0.00721833,0.00754169,2.79218,0.154551,0.185423,16.7907,0.0226388,0.103805,All
2.93333,0.0653421,0.021559,12.7283,0.0102119,0.0117206,3.01129,0.158647,0.219781,17.9002,0.024942,0.130234,All
3.05605,0.0843523,0.0307202,13.211,0.013903,0.0175122,3.23039,0.160398,0.254773,19.0098,0.0268704,0.159014,All
3.17877,0.105476,0.0423489,13.6937,0.0182819,0.0252527,3.4495,0.16018,0.289926,20.1193,0.0284045,0.189716,All
3.30149,0.128163,0.056672,14.1764,0.023294,0.0352626,3.66861,0.15835,0.324848,21.2288,0.0295451,0.2219,All
3.42421,0.151758,0.0738421,14.659,0.0288408,0.0478256,3.88771,0.155236,0.359223,22.3384,0.030309,0.255139,All
3.54692,0.175545,0.0939269,15.1417,0.0347861,0.0631683,4.10682,0.151126,0.392802,23.4479,0.0307234,0.289028,All
3.66964,0.198801,0.116906,15.6244,0.0409646,0.0814439,4.32593,0.146268,0.425394,24.5574,0.0308226,0.3232,All
3.79236,0.220839,0.14267,16.107,0.0471939,0.102721,4.54503,0.140873,0.45686,25.667,0.0306445,0.357323,All
3.91508,0.241046,0.171033,16.5897,0.0532859,0.12698,4.76414,0.135115,0.4871,26.7765,0.030228,0.391114,All
4.0378,0.25891,0.201736,17.0724,0.059059,0.154109,4.98325,0.129137,0.516053,27.886,0.0296115,0.424327,All
4.16052,0.274041,0.234467,17.5551,0.0643484,0.183915,5.20235,0.123055,0.543682,28.9956,0.0288312,0.456763,All
4.28324,0.286169,0.268873,18.0377,0.0690134,0.216127,5.42146,0.116963,0.569977,30.1051,0.0279208,0.488258,All
4.40596,0.295153,0.304575,18.5204,0.0729439,0.250418,5.64057,0.110931,0.594941,31.2146,0.0269104,0.518684,All
4.52867,0.300965,0.341184,19.0031,0.0760626,0.286412,5.85967,0.105018,0.618597,32.3242,0.0258271,0.547947,All
4.65139,0.303679,0.378316,19.4858,0.0783256,0.323707,6.07878,0.0992634,0.640973,33.4337,0.0246944,0.575978,All
4.77411,0.303455,0.415598,19.9684,0.0797215,0.361884,6.29789,0.0936995,0.662109,34.5432,0.0235323,0.602735,All
4.89683,0.300517,0.452684,20.4511,0.0802674,0.400529,6.51699,0.0883476,0.682049,35.6528,0.022358,0.628193,All
5.01955,0.295142,0.489257,20.9338,0.0800054,0.43924,6.7361,0.0832221,0.700841,36.7623,0.0211856,0.652349,All
5.14227,0.287635,0.525036,21.4164,0.0789974,0.477641,6.95521,0.0783311,0.718535,37.8718,0.0200269,0.675211,All
5.26499,0.27832,0.559779,21.8991,0.0773202,0.515392,7.17431,0.0736783,0.735184,38.9814,0.0188911,0.696799,All
5.38771,0.267519,0.593285,22.3818,0.0750604,0.552188,7.39342,0.0692635,0.750839,40.0909,0.0177857,0.717143,All
5.51042,0.255551,0.625391,22.8645,0.0723099,0.587772,7.61253,0.0650839,0.765553,41.2004,0.0167164,0.73628,All
5.63314,0.242716,0.655972,23.3471,0.069162,0.621929,7.83163,0.0611343,0.779377,42.31,0.0156873,0.754252,All
5.75586,0.229292,0.684938,23.8298,0.0657079,0.654488,8.05074,0.057408,0.792359,43.4195,0.0147013,0.771107,All
5.87858,0.215527,0.712234,24.3125,0.0620342,0.685324,8.26985,0.0538972,0.804549,44.529,0.0137605,0.786892,All
6.0013,0.201644,0.737832,24.7952,0.0582208,0.71435,8.48895,0.0505932,0.815993,45.6386,0.0128657,0.801659,All
6.12402,0.187834,0.761729,25.2778,0.0543394,0.741516,8.70806,0.0474869,0.826735,46.7481,0.0120173,0.815459,All
6.24674,0.174257,0.783943,25.7605,0.0504531,0.766806,8.92716,0.0445689,0.836816,47.8576,0.011215,0.828344,All
6.36945,0.161046,0.804513,26.2432,0.0466159,0.790229,9.14627,0.0418296,0.846278,48.9672,0.0104582,0.840363,All
6.49217,0.148306,0.823489,26.7258,0.0428726,0.811821,9.36538,0.0392596,0.855159,50.0767,0.00974574,0.851568,All
6.61489,0.136118,0.840935,27.2085,0.0392593,0.831637,9.58448,0.0368495,0.863494,51.1862,0.00907624,0.862005,All
6.73761,0.124542,0.856923,27.6912,0.0358042,0.849746,9.80359,0.0345904,0.871318,52.2958,0.00844817,0.871724,All
6.86033,0.113616,0.871529,28.1739,0.0325279,0.866229,10.0227,0.0324733,0.878662,53.4053,0.00785984,0.880767,All
6.98305,0.103364,0.884836,28.6565,0.0294446,0.881177,10.2418,0.0304899,0.885558,54.5148,0.00730946,0.889179,All
7.10577,0.0937951,0.896927,29.1392,0.0265628,0.894686,10.4609,0.028632,0.892033,55.6244,0.00679517,0.897001,All
7.22849,0.0849064,0.907885,29.6219,0.023886,0.906853,10.68,0.026892,0.898113,56.7339,0.00631511,0.904271,All
7.3512,0.076686,0.917793,30.1046,0.0214139,0.917777,10.8991,0.0252624,0.903825,57.8435,0.00586742,0.911026,All
7.47392,0.0691141,0.926733,30.5872,0.0191428,0.927557,11.1182,0.0237364,0.909191,58.953,0.00545025,0.917302,All
7.59664,0.0621656,0.934782,31.0699,0.0170663,0.936288,11.3373,0.0223073,0.914234,60.0625,0.00506181,0.923132,All
7.71936,0.055811,0.942015,31.5526,0.0151763,0.944062,11.5564,0.0209689,0.918973,61.1721,0.00470036,0.928545,All
7.84208,0.0500178,0.948503,32.0352,0.0134632,0.950967,11.7755,0.0197155,0.923429,62.2816,0.0043642,0.933571,All
7.9648,0.0447519,0.954313,32.5179,0.0119163,0.957085,11.9947,0.0185415,0.927619,63.3911,0.00405173,0.938238,All
8.08752,0.0399785,0.959507,33.0006,0.0105245,0.962495,12.2138,0.0174417,0.931559,64.5007,0.00376141,0.942571,All
