f_pop,0.0044309,0.00089071,0.0076926,nan,-0.017237,6.1867e-6,-8.6623e-6,0.00016051,nan,0.0013414,7.3496e-7,-3.3478e-5
Cl_pop,0.00089071,0.59776,-0.34145,nan,-2.5186,-0.00045447,-0.0029015,-0.012952,nan,-0.20998,0.00013507,0.00068777
V1_pop,0.0076926,-0.34145,7.4246,nan,18.294,-0.00055639,-0.0013111,0.12658,nan,0.85167,0.0035287,-0.0081135
Q_pop,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
V2_pop,-0.017237,-2.5186,18.294,nan,2225.6,0.029351,0.3193,-1.7257,nan,-54.525,0.018763,0.18442
omega_f,6.1867e-6,-0.00045447,-0.00055639,nan,0.029351,0.002824,7.2029e-5,0.00041872,nan,-0.00029576,-4.8865e-5,-1.3288e-5
omega_Cl,-8.6623e-6,-0.0029015,-0.0013111,nan,0.3193,7.2029e-5,0.0030604,-0.00050657,nan,-0.009634,-1.9976e-5,4.5339e-5
omega_V1,0.00016051,-0.012952,0.12658,nan,-1.7257,0.00041872,-0.00050657,0.011893,nan,0.10301,-0.00017,-0.00052723
omega_Q,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
omega_V2,0.0013414,-0.20998,0.85167,nan,-54.525,-0.00029576,-0.009634,0.10301,nan,2.5737,-0.00045293,-0.0088899
b1,7.3496e-7,0.00013507,0.0035287,nan,0.018763,-4.8865e-5,-1.9976e-5,-0.00017,nan,-0.00045293,0.00011253,-2.3883e-5
b2,-3.3478e-5,0.00068777,-0.0081135,nan,0.18442,-1.3288e-5,4.5339e-5,-0.00052723,nan,-0.0088899,-2.3883e-5,0.00028113
