simulations, -2LL
1000,610.241
2000,609.575
3000,609.522
4000,609.646
5000,609.731
6000,609.648
7000,609.785
8000,609.81
9000,609.523
10000,609.472
11000,609.439
12000,609.506
13000,609.604
14000,609.643
15000,609.677
16000,609.77
17000,609.83
18000,609.869
19000,609.912
20000,609.902
21000,609.893
22000,609.938
23000,609.929
24000,609.885
25000,609.86
26000,609.909
27000,609.933
28000,609.912
29000,609.93
30000,609.896
