iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,b1,b2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1,1201.89,1,10.2275,11.1604,43.2233,60.344,1,1,0.3,0.3,0.8,1,1,1,1,1
2,1195.92,1,9.43163,15.0129,41.8203,74.3223,0.95,0.95,0.285,0.285,0.810884,0.974679,1.11314,0.974679,0.974679,0.974679
3,1172.4,1,9.31858,13.4385,43.6171,81.1529,0.9025,0.9025,0.27075,0.27075,0.843091,0.95,1.10809,0.95,0.95,0.95
4,1160.83,1,9.24384,12.4906,44.6753,69.7101,0.857375,0.857375,0.257212,0.257212,0.809446,0.925945,1.08003,0.925945,0.959497,0.925945
5,1138.17,1,9.33946,12.0118,46.2318,68.4128,0.814506,0.814506,0.244352,0.244352,0.804825,0.9025,1.05268,0.9025,0.935202,0.9025
6,1108.6,1,9.3387,14.2969,40.6246,63.2029,0.773781,0.773781,0.232134,0.232134,0.803086,0.879648,1.02603,0.879648,0.911522,0.879648
7,1103.42,1,9.09551,14.033,42.1028,61.9543,0.735092,0.735092,0.220528,0.220528,0.814031,0.857375,1.00612,0.857375,0.945236,0.857375
8,1081.81,1,9.04902,15.9169,42.7447,58.555,0.698337,0.698337,0.209501,0.209501,0.79808,0.835666,0.980646,0.835666,0.921302,0.835666
9,1064.32,1,9.12542,15.1408,40.6846,66.5698,0.66342,0.66342,0.199026,0.199026,0.810331,0.814506,0.955815,0.814506,0.897974,0.814506
10,1037.83,1,9.14309,14.6456,43.034,56.8603,0.630249,0.630249,0.189075,0.189075,0.807268,0.793882,0.946127,0.793882,0.875237,0.793882
11,1021.65,1,9.12512,14.8037,44.9412,51.9133,0.598737,0.598737,0.179621,0.179621,0.794038,0.773781,0.966271,0.773781,0.853075,0.773781
12,1007.44,1,9.12091,14.7801,42.6247,48.2224,0.5688,0.5688,0.17064,0.17064,0.784072,0.754188,0.941804,0.754188,0.831475,0.754188
13,998.702,1,9.21755,14.2393,42.3083,50.096,0.54036,0.54036,0.162108,0.162108,0.786492,0.735092,0.917957,0.735092,0.810421,0.735092
14,985.983,1,9.12029,13.6315,42.0842,47.1687,0.513342,0.513342,0.154003,0.154003,0.795469,0.716479,0.915616,0.716479,0.789901,0.716479
15,972.54,1,9.1403,13.1458,42.3454,49.9875,0.487675,0.487675,0.146302,0.146302,0.788305,0.698337,0.938319,0.698337,0.836495,0.698337
16,966.541,1,9.09221,13.3086,42.7069,53.443,0.463291,0.463291,0.138987,0.138987,0.792192,0.680655,0.964197,0.680655,0.815315,0.680655
17,942.892,1,9.0257,12.8626,42.5505,55.6573,0.440127,0.440127,0.132038,0.132038,0.789907,0.66342,0.939783,0.66342,0.834183,0.66342
18,931.612,1,9.12884,11.7678,43.3683,44.6614,0.41812,0.41812,0.125436,0.125436,0.795208,0.646622,0.915987,0.646622,0.852521,0.646622
19,923.801,1,9.10268,12.3058,42.003,50.1397,0.397214,0.344305,0.119164,0.124497,0.806399,0.630249,0.921406,0.630249,0.830934,0.630249
20,913.374,1,9.22957,13.3746,43.3178,47.2148,0.377354,0.460335,0.113206,0.120632,0.798847,0.614291,0.898075,0.614291,0.809895,0.614291
21,900.989,1,9.22673,12.0813,43.3006,54.1609,0.358486,0.448934,0.107546,0.119856,0.806941,0.598737,0.875335,0.598737,0.789388,0.598737
22,891.331,1,9.25211,12.0289,43.2992,57.5386,0.340562,0.443123,0.102168,0.115555,0.81371,0.583577,0.853171,0.583577,0.796528,0.583577
23,889.951,1,9.01512,12.5406,41.9602,55.9164,0.323534,0.42084,0.0970601,0.120687,0.816466,0.5688,0.831569,0.5688,0.806722,0.5688
24,882.708,1,9.04189,12.9087,42.4099,59.0604,0.307357,0.454891,0.0922071,0.120601,0.810725,0.554398,0.810513,0.554398,0.786295,0.554398
25,871.071,1,9.09783,13.1579,43.0692,51.1516,2.22045e-16,0.368227,0.103586,0.126178,0.810315,0.54036,0.845705,0.54036,0.766386,0.54036
26,859.526,1,9.13285,12.8491,42.101,53.0828,2.10942e-16,0.386873,0.0984062,0.124736,0.809931,0.526678,0.900739,0.526678,0.74698,0.526678
27,854.526,1,9.17337,13.6465,41.5193,54.1162,2.22045e-16,0.313166,0.0960456,0.134979,0.805102,0.513342,0.908131,0.513342,0.728066,0.513342
28,856.001,1,9.16942,14.0835,41.3368,56.8485,2.22045e-16,0.42407,0.0964934,0.128161,0.811119,0.500344,0.885137,0.500344,0.709631,0.500344
29,866.87,1,9.12741,14.0704,40.2624,54.9535,2.22045e-16,0.436025,0.0974774,0.130924,0.80392,0.487675,0.862725,0.487675,0.691663,0.487675
30,861.181,1,9.16175,13.5685,39.8801,57.309,2.22045e-16,0.342943,0.0952686,0.143012,0.807479,0.475327,0.845501,0.475327,0.67415,0.475327
31,857.692,1,9.21161,13.51,40.3804,57.5949,2.22045e-16,0.488506,0.0929999,0.13201,0.8131,0.463291,0.824093,0.463291,0.65708,0.463291
32,860.655,1,9.16873,13.4212,39.8611,59.2054,2.22045e-16,0.518389,0.092941,0.13237,0.807979,0.45156,0.82879,0.45156,0.683362,0.45156
33,843.734,1,9.17793,13.8314,41.1142,62.389,2.22045e-16,0.593891,0.0899617,0.122484,0.805596,0.440127,0.826905,0.440127,0.666059,0.440127
34,844.32,1,9.12169,12.6032,42.3323,59.3066,2.22045e-16,0.70044,0.0905406,0.114629,0.794069,0.428982,0.805967,0.428982,0.671265,0.428982
35,838.472,1,9.17265,12.4804,41.9293,57.4085,2.22045e-16,0.507819,0.0880045,0.128568,0.806719,0.41812,0.813669,0.41812,0.659395,0.41812
36,838.654,1,9.10571,12.6136,42.2029,63.0249,2.22045e-16,0.409747,0.088845,0.132696,0.808371,0.407533,0.808214,0.407533,0.713638,0.407533
37,836.782,1,8.99129,12.5203,41.9065,68.2831,2.22045e-16,0.299861,0.0881788,0.142705,0.800897,0.397214,0.824095,0.397214,0.695568,0.397214
38,839.415,1,9.15227,13.2413,41.5598,67.332,2.22045e-16,0.315086,0.090805,0.143092,0.817503,0.387157,0.803229,0.387157,0.677956,0.387157
39,828.893,1,9.05566,13.5138,41.146,68.8688,2.22045e-16,0.529678,0.0876342,0.125333,0.803274,0.377354,0.78289,0.377354,0.66079,0.377354
40,832.062,1,9.03894,13.8414,41.589,68.7589,2.22045e-16,0.409551,0.0900991,0.130109,0.806857,0.367799,0.786707,0.367799,0.656903,0.367799
41,839.6,1,9.0164,14.094,41.761,64.663,2.22045e-16,0.368601,0.0902996,0.136591,0.814861,0.360351,0.781527,0.358486,0.640269,0.358486
42,826.001,1,9.09666,14.302,40.4267,63.9998,2.22045e-16,0.420789,0.089227,0.12886,0.809208,0.360638,0.761738,0.349409,0.624057,0.349409
43,828.265,1,9.04914,13.8843,42.4071,65.796,2.22045e-16,0.443332,0.0897468,0.131523,0.806648,0.37136,0.742451,0.340562,0.622519,0.340562
44,829.067,1,9.07764,14.1639,41.9774,63.0962,2.22045e-16,0.462996,0.091287,0.12807,0.814987,0.372707,0.723651,0.331938,0.629757,0.331938
45,816.556,1,9.13618,13.0619,42.3568,62.0351,2.22045e-16,0.450615,0.091205,0.124473,0.803926,0.36327,0.705328,0.323534,0.613812,0.323534
46,809.836,1,9.19269,12.7866,43.2987,52.1529,2.22045e-16,0.452915,0.0877013,0.123175,0.808419,0.355124,0.687469,0.315341,0.613973,0.322007
47,800.507,1,9.23747,12.388,43.4192,51.8251,2.22045e-16,0.521139,0.086985,0.116574,0.808384,0.347787,0.670062,0.307357,0.598426,0.315861
48,800.647,1,9.24906,12.0898,42.8696,53.8046,2.22045e-16,0.488572,0.0859892,0.118826,0.814607,0.348641,0.703052,0.299574,0.583274,0.32957
49,807.977,1,9.1933,11.6759,43.1132,54.581,2.22045e-16,0.478456,0.086381,0.125555,0.802402,0.350451,0.715204,0.291989,0.568505,0.328708
50,798.504,1,9.20153,12.1008,42.7382,55.783,2.22045e-16,0.435384,0.0867655,0.124507,0.801795,0.349175,0.71541,0.284596,0.55411,0.328649
51,809.806,1,9.25966,11.8238,43.5956,54.1262,2.22045e-16,0.360121,0.0912336,0.133822,0.820505,0.340334,0.715163,0.27739,0.54008,0.320327
52,803.862,1,9.20398,12.4308,42.9728,51.7046,2.22045e-16,0.374489,0.0882199,0.133205,0.815762,0.347091,0.707424,0.270366,0.526405,0.315062
53,803.475,1,9.30687,12.8999,43.207,53.6755,2.22045e-16,0.363424,0.088711,0.135702,0.826955,0.348409,0.689511,0.26352,0.513076,0.327859
54,803.882,1,9.30515,12.6288,42.701,53.3896,2.22045e-16,0.442278,0.0873603,0.133003,0.814953,0.351104,0.672053,0.256848,0.500085,0.319558
55,801.817,1,9.33429,12.7098,43.3845,52.9839,2.22045e-16,0.403698,0.0882911,0.13054,0.808192,0.350949,0.669417,0.250344,0.487422,0.3288
56,799.08,1,9.31156,13.1602,43.2879,53.5469,2.22045e-16,0.376686,0.0868175,0.127407,0.814659,0.355296,0.693557,0.244005,0.484464,0.34236
57,802.463,1,9.2906,12.1288,42.7249,52.4758,2.22045e-16,0.335133,0.0889349,0.133817,0.811549,0.346361,0.675996,0.237827,0.472197,0.339728
58,809.585,1,9.30119,12.2024,44.4096,52.1371,2.22045e-16,0.410765,0.0905827,0.129386,0.802144,0.345427,0.658879,0.256269,0.482782,0.331126
59,802.587,1,9.20808,12.5046,43.0745,50.7333,2.22045e-16,0.49271,0.0903201,0.119731,0.804817,0.351967,0.650697,0.24978,0.470558,0.32615
60,800.206,1,9.21774,12.1794,42.7889,50.7512,2.22045e-16,0.496306,0.0894743,0.120272,0.797192,0.344377,0.639112,0.243455,0.459121,0.32022
61,799.654,1,9.34811,12.9968,42.8828,52.3666,2.22045e-16,0.518181,0.0910366,0.117038,0.808208,0.339887,0.669792,0.237291,0.447496,0.325164
62,804.848,1,9.33582,13.1454,43.4708,50.6424,2.22045e-16,0.48438,0.0895462,0.125382,0.812642,0.339388,0.717182,0.231282,0.457465,0.31693
63,807.422,1,9.25866,12.8175,43.29,54.7494,2.22045e-16,0.448192,0.0891631,0.126816,0.814323,0.348346,0.716346,0.225426,0.461118,0.32827
64,806.62,1,9.3076,13.0267,43.0033,52.0536,2.22045e-16,0.345334,0.0859016,0.13917,0.818639,0.347955,0.752409,0.219718,0.464998,0.331557
65,801.088,1,9.28056,13.2739,42.8507,53.3537,2.22045e-16,0.466155,0.0856417,0.126897,0.821164,0.350114,0.762312,0.214155,0.461174,0.323162
66,807.943,1,9.23294,13.3939,43.4583,51.4048,2.22045e-16,0.425076,0.0908604,0.129065,0.810299,0.355437,0.76971,0.208732,0.449497,0.325007
67,800.298,1,9.27367,13.9671,42.4255,50.153,2.22045e-16,0.46047,0.0871346,0.127024,0.816122,0.364699,0.787002,0.203447,0.438115,0.317738
68,799.654,1,9.36869,13.8222,42.3179,49.7987,2.22045e-16,0.451005,0.088349,0.123617,0.821547,0.355464,0.783033,0.215889,0.427022,0.329472
69,805.117,1,9.28005,13.5873,41.8716,50.615,2.22045e-16,0.54351,0.0875734,0.121062,0.82643,0.354683,0.791457,0.219801,0.41621,0.321129
70,808.247,1,9.3149,12.9142,42.3402,47.6677,2.22045e-16,0.608321,0.0892345,0.120541,0.813493,0.35062,0.771417,0.214236,0.41504,0.328131
71,805.615,1,9.33249,12.9166,42.9189,48.7603,2.22045e-16,0.505668,0.0914575,0.123162,0.810812,0.345848,0.751884,0.212111,0.418439,0.319823
72,811.328,1,9.30658,12.9947,42.6627,49.3918,2.22045e-16,0.471476,0.0923378,0.125554,0.809272,0.341453,0.772724,0.219501,0.421638,0.316323
73,798.393,1,9.30923,13.0906,41.929,48.5767,2.22045e-16,0.443142,0.0889537,0.129724,0.795481,0.344491,0.753159,0.213943,0.410962,0.314723
74,797.3,1,9.30705,13.2862,42.8194,49.2774,2.22045e-16,0.517297,0.0874114,0.126435,0.806408,0.352806,0.734088,0.211043,0.400556,0.312578
75,799.47,1,9.26181,13.3433,43.7745,50.1111,2.22045e-16,0.458478,0.0883002,0.128466,0.814648,0.363757,0.715501,0.205699,0.400006,0.317257
76,803.054,1,9.27627,13.6544,43.9793,50.374,2.22045e-16,0.417957,0.0906632,0.132196,0.816019,0.354546,0.697384,0.20216,0.389878,0.320535
77,797.359,1,9.33051,13.5154,43.8857,50.9237,2.22045e-16,0.462978,0.0912528,0.125356,0.82324,0.348714,0.751485,0.197041,0.380006,0.313845
78,796.179,1,9.30483,13.881,44.5727,54.5357,2.22045e-16,0.516049,0.0891833,0.120777,0.819556,0.361274,0.732457,0.192956,0.37834,0.308483
79,797.023,1,9.25494,13.1984,43.7856,56.1774,2.10942e-16,0.455347,0.0847241,0.13462,0.815955,0.365951,0.715792,0.18807,0.399145,0.325909
80,799.623,1,9.29177,13.4468,44.6001,53.7786,2.22045e-16,0.442375,0.0878979,0.132974,0.815609,0.360589,0.697668,0.183308,0.409429,0.328658
81,801.25,1,9.28056,12.6532,43.6544,53.6526,2.22045e-16,0.66086,0.0866919,0.116365,0.818738,0.358404,0.719839,0.188234,0.433185,0.320337
82,795.862,1,9.30381,13.7434,42.9306,54.8569,2.22045e-16,0.546729,0.0883589,0.120915,0.819052,0.351146,0.752374,0.183468,0.422216,0.312225
83,791.392,1,9.27434,13.5969,43.2522,50.1354,2.22045e-16,0.411093,0.0848655,0.130752,0.805701,0.350325,0.771746,0.19287,0.411526,0.324126
