simulations,OFV
500,962.362
1000,961.33
1500,962.334
2000,962.847
2500,964.58
3000,965.272
3500,964.772
4000,965.152
4500,965.548
5000,965.507
5500,965.52
6000,965.136
6500,965.142
7000,964.464
7500,964.667
8000,964.987
8500,965.293
9000,964.948
9500,964.801
10000,964.624
10500,964.836
11000,964.847
11500,964.899
12000,964.383
12500,963.622
13000,963.514
13500,963.483
14000,963.548
14500,963.61
15000,963.534
15500,963.332
16000,963.298
16500,963.415
17000,963.471
17500,963.341
18000,963.447
18500,963.588
19000,963.573
19500,963.431
20000,963.529
20500,963.55
21000,963.57
21500,963.706
22000,963.687
22500,963.696
23000,963.699
23500,963.705
24000,963.803
24500,963.779
25000,963.932
25500,963.984
26000,963.893
26500,963.959
27000,963.965
27500,963.96
28000,964.109
28500,964.158
29000,964.218
29500,964.313
30000,964.371
