pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-3.21118,0.0207091,-5.81219,0.0411843,-2.60609,0.0235448,All
-2.65788,0,-5.5511,0,-2.11943,0.0235448,All
-2.10459,0.0207091,-5.29002,0,-1.63277,0.0470896,All
-1.55129,0.0621274,-5.02893,0,-1.14611,0.164814,All
-0.997989,0.207091,-4.76784,0,-0.659452,0.423807,All
-0.444691,0.600565,-4.50676,0,-0.172791,0.729889,All
0.108608,0.704111,-4.24567,0,0.313869,0.494441,All
0.661906,0.269219,-3.98458,0,0.80053,0.282538,All
1.2152,0.0828365,-3.7235,0,1.28719,0.0235448,All
1.7685,0.0207091,-3.46241,0,1.77385,0.0470896,All
,,-3.20132,0,,,All
,,-2.94023,0,,,All
,,-2.67915,0.028829,,,All
,,-2.41806,0.0123553,,,All
,,-2.15697,0,,,All
,,-1.89589,0.0535396,,,All
,,-1.6348,0.0823686,,,All
,,-1.37371,0.0329474,,,All
,,-1.11263,0.135908,,,All
,,-0.851539,0.238869,,,All
,,-0.590452,0.391251,,,All
,,-0.329365,0.782502,,,All
,,-0.0682777,0.700133,,,All
,,0.192809,0.518922,,,All
,,0.453896,0.271816,,,All
,,0.714983,0.214158,,,All
,,0.97607,0.0823686,,,All
,,1.23716,0.0947239,,,All
,,1.49824,0.148264,,,All
,,1.75933,0.0823686,,,All
,,2.02042,0.0411843,,,All
