simulations, -2LL
1000,566.759
2000,566.88
3000,567.15
4000,567.365
5000,567.494
6000,567.5
7000,567.675
8000,567.71
9000,567.533
10000,567.492
11000,567.455
12000,567.521
13000,567.574
14000,567.641
15000,567.722
16000,567.763
17000,567.755
18000,567.791
19000,567.788
20000,567.763
21000,567.762
22000,567.779
23000,567.787
24000,567.762
25000,567.759
26000,567.76
27000,567.793
28000,567.805
29000,567.816
30000,567.833
