iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,b
1463,-151.843,2,5.10516,21.6637,4.75727,27.815,0.263176,0.232492,0.633229,3.20937e-08,0.025107
1464,-154.215,2,5.10584,21.6552,4.76285,27.815,0.263108,0.232364,0.632753,3.21045e-08,0.0250964
1465,-144.702,2,5.10644,21.6479,4.76697,27.815,0.263055,0.232303,0.632661,3.22147e-08,0.0250953
1466,-142.384,2,5.10686,21.645,4.77064,27.815,0.26305,0.232225,0.632809,3.23582e-08,0.0250933
1467,-147.739,2,5.10676,21.6364,4.77281,27.815,0.262945,0.231897,0.632464,3.2307e-08,0.0251074
1468,-143.999,2,5.10625,21.6314,4.76871,27.815,0.262815,0.231594,0.632992,3.23288e-08,0.0251171
1469,-134.046,2,5.10576,21.6228,4.76831,27.815,0.262819,0.231382,0.634244,3.23427e-08,0.0251422
1470,-137.095,2,5.10555,21.6092,4.77486,27.815,0.26277,0.231593,0.635975,3.23483e-08,0.0251525
1471,-140.702,2,5.10565,21.6011,4.77982,27.815,0.262657,0.23174,0.638579,3.23329e-08,0.0251536
1472,-143.873,2,5.10583,21.5925,4.77964,27.815,0.262543,0.231908,0.639723,3.23684e-08,0.0251499
1473,-150.325,2,5.1061,21.5951,4.77916,27.815,0.262482,0.23217,0.639423,3.23913e-08,0.0251392
1474,-149.4,2,5.10598,21.5916,4.77909,27.815,0.262552,0.232164,0.638573,3.23764e-08,0.0251404
1475,-153.965,2,5.10589,21.5932,4.77707,27.815,0.262514,0.232066,0.637671,3.23136e-08,0.0251398
1476,-156.069,2,5.10623,21.598,4.7798,27.815,0.262495,0.231913,0.636772,3.22488e-08,0.0251364
1477,-145.741,2,5.10613,21.6033,4.78053,27.815,0.26243,0.232042,0.635817,3.22391e-08,0.0251452
1478,-149.018,2,5.10645,21.6064,4.78176,27.815,0.262369,0.231919,0.635257,3.22466e-08,0.0251473
1479,-140.409,2,5.10652,21.6084,4.78397,27.815,0.262233,0.2318,0.635091,3.22975e-08,0.0251605
1480,-149.548,2,5.10663,21.6059,4.78714,27.815,0.262145,0.2319,0.636086,3.22632e-08,0.0251538
1481,-147.975,2,5.10664,21.6018,4.78975,27.815,0.262115,0.23195,0.636988,3.23242e-08,0.0251405
1482,-146.353,2,5.10633,21.5996,4.78772,27.815,0.262039,0.231804,0.636916,3.23931e-08,0.0251385
1483,-155.61,2,5.10667,21.6068,4.78753,27.815,0.262037,0.231688,0.63642,3.23163e-08,0.0251357
1484,-152.808,2,5.10698,21.61,4.78839,27.815,0.262037,0.23146,0.635858,3.23238e-08,0.0251315
1485,-148.425,2,5.10719,21.6137,4.78811,27.815,0.262063,0.231059,0.635275,3.23239e-08,0.0251392
1486,-145.455,2,5.10718,21.6178,4.78838,27.815,0.262215,0.230933,0.63455,3.23904e-08,0.0251399
1487,-148.099,2,5.10729,21.6214,4.78674,27.815,0.262189,0.230919,0.634525,3.23923e-08,0.0251391
1488,-151.944,2,5.10721,21.6209,4.78856,27.815,0.262221,0.23065,0.634574,3.23537e-08,0.0251382
1489,-147.922,2,5.10718,21.6212,4.78754,27.815,0.262287,0.230598,0.634963,3.23852e-08,0.0251318
1490,-154.031,2,5.10733,21.6246,4.78539,27.815,0.262233,0.230534,0.635262,3.2363e-08,0.0251225
1491,-148.789,2,5.10743,21.6228,4.7865,27.815,0.262217,0.230683,0.635447,3.24252e-08,0.02511
1492,-162.091,2,5.1076,21.6255,4.78725,27.815,0.262199,0.230508,0.636099,3.23323e-08,0.0250931
1493,-154.164,2,5.10761,21.6182,4.78839,27.815,0.262243,0.230399,0.637407,3.22963e-08,0.0250798
1494,-148.609,2,5.10726,21.6159,4.78633,27.815,0.262269,0.230214,0.637538,3.22987e-08,0.0250798
1495,-155.695,2,5.10766,21.6092,4.78708,27.815,0.262215,0.230219,0.638326,3.22538e-08,0.0250678
1496,-146.804,2,5.10773,21.601,4.78868,27.815,0.262222,0.230235,0.639397,3.22801e-08,0.0250609
1497,-146.084,2,5.10771,21.5926,4.7913,27.815,0.26233,0.23007,0.640814,3.22717e-08,0.0250586
1498,-150.935,2,5.10728,21.5861,4.78561,27.815,0.262382,0.2298,0.641692,3.22577e-08,0.0250538
1499,-154.805,2,5.10692,21.5868,4.78171,27.815,0.262373,0.229489,0.642444,3.22695e-08,0.0250416
1500,-140.369,2,5.10628,21.5811,4.78272,27.815,0.262456,0.229501,0.642854,3.22937e-08,0.0250474
1501,-147.215,2,5.1063,21.5804,4.78267,27.815,0.262446,0.22948,0.642929,3.22881e-08,0.0250484
1502,-150.104,2,5.10628,21.58,4.78243,27.815,0.262442,0.229483,0.642935,3.22898e-08,0.0250477
1503,-140.896,2,5.10628,21.5806,4.78202,27.815,0.26244,0.229537,0.64299,3.2286e-08,0.0250488
1504,-146.238,2,5.10622,21.5804,4.78173,27.815,0.262431,0.229555,0.642989,3.22846e-08,0.0250493
1505,-135.921,2,5.10613,21.58,4.78096,27.815,0.262437,0.229589,0.643042,3.22963e-08,0.0250501
1506,-149.977,2,5.10613,21.5803,4.7809,27.815,0.26245,0.229586,0.642978,3.23025e-08,0.0250492
1507,-153.067,2,5.10616,21.5793,4.78147,27.815,0.262439,0.229591,0.643076,3.23018e-08,0.0250475
1508,-141.022,2,5.10619,21.5788,4.78197,27.815,0.262437,0.22959,0.643167,3.23176e-08,0.0250471
1509,-144.982,2,5.10625,21.5786,4.78261,27.815,0.262431,0.229596,0.643245,3.23221e-08,0.025047
1510,-144.922,2,5.10631,21.5783,4.78325,27.815,0.262431,0.229593,0.64332,3.23226e-08,0.0250475
1511,-148.927,2,5.10638,21.5781,4.78353,27.815,0.262435,0.229585,0.643281,3.23211e-08,0.0250479
1512,-146.54,2,5.10643,21.5778,4.78405,27.815,0.262431,0.229553,0.643271,3.23243e-08,0.0250486
1513,-152.159,2,5.1064,21.5773,4.78421,27.815,0.262443,0.229503,0.643369,3.23218e-08,0.0250478
1514,-147.101,2,5.1064,21.5779,4.78438,27.815,0.262465,0.229462,0.643381,3.23185e-08,0.0250488
1515,-146.415,2,5.1064,21.5782,4.7847,27.815,0.262477,0.229429,0.643371,3.23223e-08,0.0250491
1516,-146.198,2,5.10643,21.578,4.785,27.815,0.262498,0.229448,0.643447,3.23234e-08,0.0250485
1517,-150.993,2,5.10646,21.5778,4.78535,27.815,0.262508,0.229432,0.643553,3.23166e-08,0.0250481
1518,-155.383,2,5.10647,21.5778,4.7856,27.815,0.26251,0.229407,0.643595,3.23087e-08,0.0250473
1519,-154.467,2,5.10647,21.5776,4.78545,27.815,0.262507,0.229374,0.643577,3.23114e-08,0.0250461
1520,-155.136,2,5.10648,21.5782,4.78544,27.815,0.262504,0.229348,0.643558,3.23091e-08,0.0250452
1521,-149.656,2,5.10649,21.579,4.78545,27.815,0.262498,0.229314,0.643589,3.23069e-08,0.0250455
1522,-137.17,2,5.10658,21.5796,4.78594,27.815,0.262474,0.22931,0.643619,3.23232e-08,0.0250467
1523,-139.587,2,5.10667,21.5804,4.78611,27.815,0.26247,0.229316,0.643608,3.23457e-08,0.0250464
1524,-148.308,2,5.10667,21.5806,4.78607,27.815,0.262468,0.22935,0.643567,3.23489e-08,0.0250457
1525,-151.599,2,5.10669,21.5805,4.78603,27.815,0.262465,0.229363,0.643417,3.2348e-08,0.0250457
1526,-143.575,2,5.10673,21.5803,4.78599,27.815,0.262452,0.229368,0.643296,3.2355e-08,0.0250469
1527,-146.258,2,5.10677,21.5802,4.78616,27.815,0.262443,0.229368,0.643248,3.23616e-08,0.0250471
1528,-146.254,2,5.10681,21.5801,4.78623,27.815,0.262439,0.229376,0.643217,3.23677e-08,0.025047
1529,-153.38,2,5.10681,21.5802,4.78599,27.815,0.262439,0.22938,0.643177,3.23643e-08,0.0250463
1530,-144.1,2,5.1068,21.5804,4.78527,27.815,0.262434,0.229361,0.643083,3.23732e-08,0.0250471
1531,-138.751,2,5.10681,21.5816,4.78526,27.815,0.262454,0.229332,0.64314,3.23849e-08,0.025048
1532,-148.825,2,5.10684,21.5823,4.78513,27.815,0.262455,0.229339,0.64304,3.23897e-08,0.0250478
1533,-149.936,2,5.10688,21.582,4.78533,27.815,0.262456,0.229352,0.642999,3.23947e-08,0.0250468
1534,-150.786,2,5.10691,21.5817,4.78558,27.815,0.262463,0.22936,0.643025,3.2393e-08,0.025046
1535,-150.656,2,5.10689,21.5815,4.78553,27.815,0.262473,0.229361,0.642977,3.23966e-08,0.025045
1536,-151.094,2,5.10689,21.5817,4.78578,27.815,0.262486,0.229321,0.642996,3.23953e-08,0.0250448
1537,-139.21,2,5.10692,21.5808,4.78625,27.815,0.262482,0.229311,0.643124,3.23928e-08,0.0250467
1538,-144.401,2,5.10696,21.5801,4.78676,27.815,0.262484,0.229278,0.643294,3.23934e-08,0.0250471
1539,-141.078,2,5.10709,21.581,4.78734,27.815,0.262476,0.229282,0.643358,3.2395e-08,0.0250485
1540,-146.045,2,5.10715,21.5817,4.78732,27.815,0.262473,0.229268,0.643458,3.23943e-08,0.0250488
1541,-147.77,2,5.10725,21.5828,4.78732,27.815,0.262454,0.229242,0.643532,3.23933e-08,0.0250494
1542,-151.01,2,5.10728,21.5828,4.78755,27.815,0.262452,0.229224,0.64369,3.23902e-08,0.0250484
1543,-146.808,2,5.1073,21.5825,4.78807,27.815,0.262458,0.229213,0.64377,3.23946e-08,0.0250479
1544,-146.434,2,5.10735,21.5824,4.78815,27.815,0.262466,0.229214,0.64379,3.23971e-08,0.0250479
1545,-143.639,2,5.10736,21.5816,4.78864,27.815,0.262467,0.22922,0.643836,3.24012e-08,0.0250482
1546,-145.502,2,5.10732,21.5814,4.78839,27.815,0.262476,0.229247,0.643808,3.24128e-08,0.025047
1547,-144.09,2,5.10729,21.5812,4.78844,27.815,0.262481,0.229272,0.643916,3.24151e-08,0.0250466
1548,-147.332,2,5.10724,21.5814,4.78778,27.815,0.262484,0.229294,0.643953,3.24148e-08,0.0250462
1549,-149.777,2,5.10718,21.582,4.78748,27.815,0.262493,0.22932,0.64393,3.24145e-08,0.0250453
1550,-141.209,2,5.10715,21.5829,4.7869,27.815,0.262516,0.229352,0.643911,3.24129e-08,0.0250464
1551,-153.323,2,5.10715,21.5833,4.78682,27.815,0.262532,0.229349,0.643896,3.24023e-08,0.0250462
1552,-153.649,2,5.10724,21.5834,4.78699,27.815,0.262521,0.229336,0.643924,3.23992e-08,0.0250456
1553,-144.559,2,5.10727,21.5833,4.78729,27.815,0.262551,0.229309,0.643899,3.23982e-08,0.0250468
1554,-147.1,2,5.10732,21.5834,4.7877,27.815,0.26258,0.2293,0.643918,3.23918e-08,0.0250474
1555,-148.353,2,5.10739,21.5833,4.78792,27.815,0.262588,0.22931,0.643953,3.23867e-08,0.0250476
1556,-143.39,2,5.1074,21.583,4.78831,27.815,0.262601,0.229289,0.643955,3.23866e-08,0.0250488
1557,-148.51,2,5.10743,21.5826,4.78852,27.815,0.262595,0.229294,0.643892,3.23878e-08,0.025049
1558,-150.357,2,5.10747,21.5821,4.78916,27.815,0.262586,0.229288,0.643815,3.23878e-08,0.0250491
1559,-152.375,2,5.10749,21.5815,4.78967,27.815,0.262594,0.22927,0.643759,3.23904e-08,0.0250483
1560,-150.061,2,5.1075,21.5818,4.78985,27.815,0.262596,0.229277,0.643698,3.23954e-08,0.0250474
1561,-155.382,2,5.10754,21.5832,4.78959,27.815,0.262607,0.229288,0.643583,3.23893e-08,0.0250468
1562,-156.43,2,5.10757,21.584,4.78933,27.815,0.262622,0.229287,0.643492,3.23879e-08,0.0250454
1563,-149.347,2,5.10763,21.5846,4.78887,27.815,0.262635,0.229257,0.643362,3.23895e-08,0.0250461
1564,-155.556,2,5.10768,21.585,4.78881,27.815,0.26264,0.229275,0.643354,3.23841e-08,0.0250447
1565,-145.198,2,5.10768,21.5845,4.78929,27.815,0.262648,0.22929,0.643339,3.2376e-08,0.025046
1566,-152.778,2,5.10769,21.5838,4.78983,27.815,0.262647,0.229234,0.64348,3.23693e-08,0.0250458
1567,-151.038,2,5.10767,21.5835,4.79002,27.815,0.26264,0.229179,0.643501,3.23657e-08,0.0250464
1568,-149.343,2,5.10765,21.5832,4.79012,27.815,0.262637,0.22913,0.643479,3.2366e-08,0.0250469
1569,-144.367,2,5.10762,21.5831,4.79016,27.815,0.262647,0.229103,0.643498,3.23676e-08,0.0250478
1570,-145.271,2,5.10762,21.5825,4.79003,27.815,0.262643,0.229059,0.643524,3.23637e-08,0.0250495
1571,-150.261,2,5.1076,21.5818,4.79035,27.815,0.26264,0.228998,0.64364,3.23632e-08,0.0250494
1572,-160.933,2,5.10758,21.5801,4.79096,27.815,0.262642,0.228976,0.643787,3.23529e-08,0.025047
1573,-148.838,2,5.1076,21.5805,4.79138,27.815,0.262654,0.228944,0.644013,3.23477e-08,0.0250466
1574,-135.32,2,5.10765,21.5802,4.79163,27.815,0.262668,0.228954,0.644274,3.23611e-08,0.0250463
1575,-144.279,2,5.10767,21.5806,4.79126,27.815,0.262686,0.228942,0.644382,3.23637e-08,0.0250463
1576,-147.154,2,5.10772,21.5808,4.79172,27.815,0.262684,0.228907,0.644398,3.23704e-08,0.0250463
1577,-144.319,2,5.10776,21.5809,4.79224,27.815,0.262674,0.228901,0.644388,3.23763e-08,0.0250468
1578,-140.46,2,5.10781,21.5807,4.79251,27.815,0.262659,0.228915,0.6444,3.23778e-08,0.0250483
1579,-152.568,2,5.10785,21.5803,4.79278,27.815,0.262642,0.228946,0.644406,3.2373e-08,0.0250475
1580,-158.595,2,5.10791,21.5805,4.79323,27.815,0.262624,0.228936,0.644381,3.23672e-08,0.0250464
1581,-153.2,2,5.10795,21.5811,4.79346,27.815,0.262622,0.228894,0.644305,3.23667e-08,0.0250465
1582,-156.686,2,5.10792,21.5817,4.7931,27.815,0.262621,0.228884,0.644232,3.23625e-08,0.0250456
1583,-161.369,2,5.1079,21.5823,4.79263,27.815,0.262618,0.228878,0.644174,3.23567e-08,0.0250437
1584,-155.19,2,5.10787,21.5825,4.79213,27.815,0.262612,0.228867,0.644068,3.23544e-08,0.0250432
1585,-148.554,2,5.1078,21.5832,4.79137,27.815,0.262615,0.228876,0.643974,3.23596e-08,0.0250428
1586,-149.453,2,5.10776,21.5836,4.79057,27.815,0.262611,0.228908,0.643934,3.23655e-08,0.0250416
1587,-155.11,2,5.10776,21.5836,4.79041,27.815,0.262612,0.228903,0.643981,3.23673e-08,0.0250397
1588,-149.911,2,5.10778,21.583,4.79072,27.815,0.262594,0.228878,0.644037,3.23629e-08,0.0250401
1589,-150.767,2,5.10776,21.583,4.79074,27.815,0.262583,0.228855,0.644118,3.23588e-08,0.02504
1590,-152.423,2,5.10778,21.5832,4.79049,27.815,0.262578,0.228862,0.644238,3.23503e-08,0.0250394
1591,-151.773,2,5.10776,21.5829,4.79042,27.815,0.262563,0.228838,0.644327,3.23504e-08,0.0250386
1592,-157.334,2,5.10773,21.5832,4.79021,27.815,0.26256,0.228821,0.644376,3.23497e-08,0.0250367
1593,-142.592,2,5.1077,21.5832,4.78975,27.815,0.262556,0.228821,0.644422,3.23603e-08,0.0250365
1594,-144.605,2,5.10767,21.5825,4.78954,27.815,0.262548,0.228807,0.644488,3.23636e-08,0.0250369
1595,-147.824,2,5.1076,21.5819,4.78925,27.815,0.262555,0.228789,0.64448,3.23665e-08,0.0250368
1596,-145.48,2,5.10753,21.5813,4.78929,27.815,0.262571,0.228753,0.644566,3.23632e-08,0.0250375
1597,-144.397,2,5.10745,21.5805,4.78955,27.815,0.262572,0.228714,0.644688,3.23627e-08,0.0250382
1598,-146.67,2,5.10739,21.5804,4.7893,27.815,0.262574,0.228714,0.644784,3.23607e-08,0.0250381
1599,-145.35,2,5.1073,21.5797,4.78877,27.815,0.262579,0.228703,0.644781,3.23615e-08,0.0250387
1600,-137.581,2,5.10722,21.579,4.78881,27.815,0.262573,0.228699,0.644879,3.23688e-08,0.0250396
1601,-149.061,2,5.10713,21.5783,4.78862,27.815,0.262583,0.228715,0.644899,3.23656e-08,0.0250392
1602,-151.563,2,5.10714,21.578,4.78881,27.815,0.262588,0.228715,0.644963,3.23621e-08,0.0250384
1603,-154.286,2,5.10721,21.5784,4.78904,27.815,0.262599,0.22871,0.644996,3.23594e-08,0.0250373
1604,-147.13,2,5.10728,21.5785,4.78923,27.815,0.26262,0.228711,0.645043,3.23535e-08,0.0250377
1605,-151.627,2,5.10737,21.5786,4.78994,27.815,0.262629,0.228691,0.645098,3.23442e-08,0.025038
1606,-150.619,2,5.10738,21.5788,4.78999,27.815,0.262643,0.228684,0.645037,3.23467e-08,0.0250374
1607,-152.313,2,5.10736,21.5791,4.79003,27.815,0.26266,0.228665,0.644997,3.23441e-08,0.0250371
1608,-153.67,2,5.10734,21.579,4.78958,27.815,0.262675,0.228633,0.644883,3.23425e-08,0.025037
1609,-143.502,2,5.1073,21.5791,4.7894,27.815,0.262687,0.228647,0.644821,3.23531e-08,0.0250368
1610,-144.501,2,5.10726,21.5796,4.78947,27.815,0.262707,0.228617,0.644749,3.23581e-08,0.0250375
1611,-147.528,2,5.10723,21.5798,4.78954,27.815,0.26272,0.228646,0.644716,3.23526e-08,0.0250378
1612,-143.513,2,5.10717,21.5799,4.78937,27.815,0.262728,0.228644,0.644719,3.23497e-08,0.025039
1613,-144.742,2,5.10715,21.58,4.789,27.815,0.26273,0.228616,0.644708,3.23503e-08,0.0250401
1614,-146.357,2,5.10718,21.5802,4.78899,27.815,0.262729,0.228602,0.64466,3.23459e-08,0.0250415
1615,-143.072,2,5.10715,21.5805,4.78897,27.815,0.26274,0.228599,0.644604,3.23468e-08,0.0250427
1616,-153.257,2,5.10715,21.5805,4.78915,27.815,0.262742,0.228613,0.644546,3.23405e-08,0.0250423
1617,-146.348,2,5.10712,21.581,4.78887,27.815,0.262747,0.228644,0.644476,3.2343e-08,0.0250422
1618,-150.173,2,5.10713,21.5817,4.78898,27.815,0.262761,0.228655,0.6444,3.23366e-08,0.0250426
1619,-150.113,2,5.10713,21.5822,4.78875,27.815,0.262769,0.228636,0.644274,3.23356e-08,0.0250431
1620,-149.257,2,5.10717,21.5826,4.78847,27.815,0.262762,0.228635,0.6442,3.23262e-08,0.0250446
1621,-155.361,2,5.10716,21.5822,4.78863,27.815,0.262765,0.228657,0.644198,3.23139e-08,0.025044
1622,-142.19,2,5.10717,21.5812,4.78877,27.815,0.262766,0.228656,0.644178,3.23131e-08,0.0250455
1623,-145.542,2,5.10715,21.5803,4.78924,27.815,0.262762,0.228646,0.644207,3.23144e-08,0.0250459
1624,-136.976,2,5.10718,21.5803,4.78934,27.815,0.262746,0.228689,0.644268,3.23127e-08,0.0250477
1625,-134.843,2,5.10718,21.5799,4.78981,27.815,0.262729,0.228696,0.6444,3.23155e-08,0.0250494
1626,-144.187,2,5.10716,21.5799,4.78961,27.815,0.262728,0.228694,0.644424,3.23136e-08,0.0250503
1627,-149.671,2,5.1071,21.5796,4.78969,27.815,0.262717,0.228669,0.644496,3.23225e-08,0.025049
1628,-141.977,2,5.10704,21.579,4.78961,27.815,0.262708,0.228662,0.644601,3.23362e-08,0.0250483
1629,-139.44,2,5.10698,21.579,4.78946,27.815,0.2627,0.228673,0.644655,3.23434e-08,0.0250488
1630,-139.119,2,5.10693,21.5792,4.7893,27.815,0.262705,0.228674,0.644717,3.23484e-08,0.0250496
1631,-143.278,2,5.10688,21.579,4.78927,27.815,0.262719,0.228673,0.644783,3.2346e-08,0.0250503
1632,-145.168,2,5.10686,21.5789,4.7895,27.815,0.262718,0.228652,0.644819,3.23458e-08,0.0250511
1633,-137.98,2,5.10685,21.5793,4.78924,27.815,0.262715,0.228615,0.644813,3.2356e-08,0.0250526
1634,-142.87,2,5.10682,21.5795,4.78919,27.815,0.26272,0.228615,0.644806,3.23574e-08,0.0250535
1635,-139.55,2,5.10687,21.5796,4.78918,27.815,0.262715,0.228658,0.644785,3.23656e-08,0.0250539
1636,-157.112,2,5.10687,21.58,4.78889,27.815,0.262717,0.228683,0.644627,3.23603e-08,0.0250531
1637,-151.011,2,5.10685,21.5806,4.78848,27.815,0.262721,0.228714,0.644497,3.23617e-08,0.0250526
1638,-153.557,2,5.10687,21.5808,4.78827,27.815,0.262717,0.228762,0.6444,3.23662e-08,0.0250508
1639,-148.056,2,5.10685,21.5803,4.78823,27.815,0.262718,0.228794,0.644347,3.2369e-08,0.0250502
1640,-146.994,2,5.10681,21.5799,4.78832,27.815,0.262721,0.228823,0.644254,3.23641e-08,0.0250509
1641,-154.573,2,5.10677,21.5797,4.78825,27.815,0.262728,0.228832,0.64419,3.23603e-08,0.0250501
1642,-143.258,2,5.10673,21.5802,4.78809,27.815,0.262735,0.228843,0.644171,3.2367e-08,0.0250501
1643,-145.693,2,5.10669,21.5799,4.78801,27.815,0.262741,0.228863,0.644204,3.23682e-08,0.0250499
1644,-134.937,2,5.10667,21.5799,4.78815,27.815,0.262751,0.228844,0.644329,3.23742e-08,0.0250513
1645,-147.716,2,5.10665,21.5801,4.78807,27.815,0.262757,0.228823,0.644319,3.23756e-08,0.0250516
1646,-143.996,2,5.10666,21.5804,4.78843,27.815,0.262753,0.228802,0.644384,3.23839e-08,0.0250514
1647,-145.633,2,5.1067,21.5794,4.78931,27.815,0.262753,0.228807,0.644489,3.23813e-08,0.0250516
1648,-153.887,2,5.10675,21.5796,4.78956,27.815,0.262746,0.22882,0.644473,3.23803e-08,0.0250505
1649,-148.675,2,5.10675,21.5794,4.78943,27.815,0.262756,0.22882,0.644447,3.23778e-08,0.0250507
1650,-152.893,2,5.10681,21.5798,4.78969,27.815,0.26275,0.228791,0.644467,3.23742e-08,0.0250507
1651,-153.259,2,5.10682,21.5799,4.78986,27.815,0.26275,0.228751,0.644472,3.23687e-08,0.0250509
1652,-141.781,2,5.10677,21.5795,4.7897,27.815,0.262767,0.228724,0.644453,3.23716e-08,0.0250521
1653,-145.196,2,5.10672,21.5792,4.78975,27.815,0.262777,0.228701,0.644453,3.2368e-08,0.0250532
1654,-143.697,2,5.10671,21.5787,4.79015,27.815,0.262785,0.228704,0.644426,3.23712e-08,0.0250536
1655,-146.307,2,5.10672,21.5785,4.79015,27.815,0.262789,0.228697,0.644363,3.23705e-08,0.0250545
1656,-144.08,2,5.10671,21.5783,4.79008,27.815,0.262789,0.228711,0.644323,3.23687e-08,0.0250555
1657,-136.97,2,5.10671,21.5785,4.78969,27.815,0.262774,0.228703,0.644279,3.23755e-08,0.0250574
1658,-142.339,2,5.10669,21.5789,4.78944,27.815,0.262765,0.228726,0.644244,3.23741e-08,0.0250586
1659,-144.397,2,5.10669,21.5788,4.78947,27.815,0.26278,0.228729,0.644214,3.23731e-08,0.0250594
1660,-146.892,2,5.10668,21.5793,4.78923,27.815,0.262788,0.22872,0.644173,3.23768e-08,0.0250594
1661,-149.24,2,5.10666,21.5794,4.78887,27.815,0.262802,0.228751,0.644112,3.23746e-08,0.0250591
1662,-153.899,2,5.10668,21.5798,4.78878,27.815,0.262812,0.228769,0.644035,3.23752e-08,0.0250579
1663,-146.291,2,5.10664,21.5798,4.78875,27.815,0.262813,0.228773,0.644032,3.23695e-08,0.0250587
1664,-152,2,5.10661,21.5797,4.78882,27.815,0.26282,0.228777,0.643966,3.23656e-08,0.0250585
1665,-145.081,2,5.10664,21.5796,4.78906,27.815,0.262807,0.228758,0.643912,3.2373e-08,0.0250591
1666,-159.054,2,5.10661,21.5801,4.78865,27.815,0.262814,0.228765,0.64381,3.23661e-08,0.025058
1667,-155.679,2,5.1066,21.5808,4.78828,27.815,0.262808,0.228757,0.643748,3.23717e-08,0.0250564
1668,-151.123,2,5.10658,21.5809,4.78817,27.815,0.262815,0.22874,0.643687,3.23679e-08,0.0250567
1669,-158.375,2,5.10654,21.5802,4.78831,27.815,0.262828,0.228741,0.643651,3.23617e-08,0.0250553
1670,-150.506,2,5.10652,21.5796,4.78855,27.815,0.262831,0.228737,0.643661,3.23646e-08,0.0250545
1671,-148.613,2,5.10651,21.5792,4.78885,27.815,0.262835,0.228739,0.643656,3.23711e-08,0.0250535
1672,-141.04,2,5.10654,21.5787,4.78903,27.815,0.262842,0.228752,0.64365,3.238e-08,0.0250537
1673,-147.711,2,5.10659,21.5787,4.78916,27.815,0.262829,0.228737,0.643563,3.23834e-08,0.0250544
1674,-150.1,2,5.10665,21.5788,4.78944,27.815,0.262809,0.22877,0.643562,3.23723e-08,0.025055
1675,-148.42,2,5.10666,21.5785,4.78968,27.815,0.262799,0.228782,0.643553,3.23684e-08,0.0250553
1676,-151.967,2,5.10667,21.5783,4.78983,27.815,0.262792,0.228788,0.643543,3.2366e-08,0.0250549
1677,-149.384,2,5.10666,21.578,4.78967,27.815,0.262793,0.228795,0.643538,3.23669e-08,0.0250545
1678,-152.314,2,5.10669,21.5784,4.78958,27.815,0.262794,0.228817,0.643458,3.23642e-08,0.0250541
1679,-157.039,2,5.10673,21.5784,4.78975,27.815,0.262791,0.228822,0.643388,3.23623e-08,0.025053
1680,-150.194,2,5.10672,21.5786,4.78955,27.815,0.262787,0.228847,0.643393,3.2363e-08,0.0250521
1681,-151.258,2,5.10672,21.5786,4.78947,27.815,0.262778,0.228841,0.643356,3.2359e-08,0.0250524
1682,-144.065,2,5.10672,21.5792,4.78917,27.815,0.262767,0.228829,0.643292,3.23658e-08,0.0250531
1683,-151.224,2,5.10677,21.5796,4.78928,27.815,0.262757,0.228842,0.643279,3.23628e-08,0.0250529
1684,-144.957,2,5.10681,21.5798,4.78984,27.815,0.262751,0.228836,0.643366,3.23705e-08,0.0250523
1685,-148.355,2,5.10687,21.5796,4.78978,27.815,0.262738,0.228828,0.643391,3.23747e-08,0.0250521
1686,-143.712,2,5.10692,21.5802,4.79023,27.815,0.262741,0.2288,0.643437,3.23756e-08,0.025053
1687,-146.692,2,5.10697,21.5806,4.79045,27.815,0.262738,0.228773,0.643447,3.23807e-08,0.0250532
1688,-143.55,2,5.10703,21.5808,4.79087,27.815,0.262742,0.22875,0.643469,3.23852e-08,0.0250538
1689,-143.749,2,5.1071,21.5814,4.79126,27.815,0.262742,0.228725,0.64339,3.23867e-08,0.0250553
1690,-156.185,2,5.10717,21.582,4.79142,27.815,0.262738,0.228693,0.643381,3.23791e-08,0.0250553
1691,-145.472,2,5.10722,21.582,4.79196,27.815,0.262744,0.228686,0.643415,3.23865e-08,0.0250549
1692,-136.731,2,5.10725,21.5824,4.79214,27.815,0.262738,0.228682,0.643544,3.23926e-08,0.0250557
1693,-147.478,2,5.10725,21.5816,4.79228,27.815,0.262732,0.228684,0.643628,3.23902e-08,0.0250557
1694,-147.073,2,5.10725,21.5806,4.79282,27.815,0.262728,0.228698,0.643791,3.23895e-08,0.0250549
1695,-154.083,2,5.10724,21.5806,4.79308,27.815,0.262737,0.228679,0.643859,3.23906e-08,0.0250534
1696,-152.878,2,5.10723,21.5802,4.79301,27.815,0.262749,0.22867,0.643875,3.23848e-08,0.025053
1697,-156.408,2,5.1072,21.5806,4.7927,27.815,0.262742,0.228648,0.643952,3.23784e-08,0.0250522
1698,-153.064,2,5.10717,21.5806,4.79249,27.815,0.262741,0.228642,0.644041,3.23746e-08,0.0250512
1699,-158.071,2,5.10714,21.5807,4.79243,27.815,0.262741,0.228644,0.644048,3.23697e-08,0.0250498
1700,-155.079,2,5.10712,21.5804,4.79237,27.815,0.262742,0.228647,0.643977,3.23704e-08,0.0250487
1701,-157.269,2,5.1071,21.5809,4.79191,27.815,0.262741,0.228642,0.643859,3.23748e-08,0.0250472
1702,-154.81,2,5.10712,21.5813,4.79176,27.815,0.262732,0.228672,0.643842,3.2372e-08,0.0250461
1703,-144.279,2,5.10714,21.5814,4.79174,27.815,0.262725,0.228706,0.643902,3.23761e-08,0.0250456
