parameter,value
Cl_pop,10.5558825601038
beta_Cl_logtCLCRMLMIN,0.657877926638161
beta_Cl_logtWTKG,0.779093190725489
V1_pop,43.4739670912831
Q_pop,19.9932232895006
beta_Q_ANTU_2,-0.739661874324829
beta_Q_logtAGEA,1.416847202965
beta_Q_logtCLCRMLMIN,1.06550036178036
V2_pop,55.8748538817387
beta_V2_ANTU_2,-0.0602568663139182
omega_Cl,0.178430358912472
omega_V1,0.26156009944526
omega_Q,0.0237949276267452
omega_V2,0.17937932220919
corr_V2_V1,0.998514742997654
a1,0.307699120490367
a2,0.0597178557460638
