parameter,value
Cl_pop,5.26428134298583
beta_Cl_logtCLCRMLMIN,0.662971786638887
beta_Cl_logtWTKG,0.808813758960989
V1_pop,21.5931844783871
beta_V1_logtPROGDL,-0.42601847894637
Q_pop,5.57880329182186
beta_Q_logtAGEA,1.57207115263553
beta_Q_logtHCM,7.15734567504307
beta_Q_logtSCRMGDL,-0.909030966439503
V2_pop,31.9633830943875
omega_Cl,0.183643059570453
omega_V1,0.219813593405714
omega_Q,0.0551724394960763
omega_V2,0.147736725371698
corr_V2_V1,0.997497191574339
a1,0.30535653657916
a2,0.0633172178874743
