parameter,value,se_lin,rse_lin
Cl_pop,5.25623992514257,0.287910208320598,5.47749365365564
beta_Cl_logtCLCRMLMIN,0.59660656433703,0.235750826149769,39.5152920269565
V1_pop,22.0399965872471,1.84667954467372,8.37876511170722
Q_pop,5.21678384344454,1.05391458254701,20.2023816622451
V2_pop,15.6140404736019,1.95146733623278,12.498157280507
omega_Cl,0.200718883409029,0.0388721580366821,19.3664678561746
omega_V1,0.263439921868295,0.0607120027450493,23.0458627206099
omega_Q,0.358673386288923,0.252788952698305,70.4788708506728
omega_V2,0.238668159516786,0.1496402861115,62.6980517277485
corr_V2_V1,0.998576553566732,0.438261964368989,43.8886696071121
a1,0.293220459423398,0.0216365711879546,7.37894321238761
a2,0.0821609244172092,0.00799596179246864,9.73207379199573
