iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b
1,774.442,1,5.2,0.62,21.22,4.99,28.28,1.5,1.5,1,0.62,0.3
2,770.943,1,5.68054,0.631581,26.0729,6.43506,26.5125,1.46202,1.46202,0.974679,0.62,0.285
3,760.11,1,5.41033,1.27255,27.4389,8.64051,29.9094,1.425,1.425,0.95,0.62,0.27075
4,747.181,1,5.0885,1.31346,21.255,7.93825,34.7697,1.38892,1.38892,0.925945,0.62,0.257212
5,734.771,1,5.09827,1.90113,17.4956,9.11894,36.3452,1.35375,1.35375,0.9025,0.62,0.244352
6,719.841,1,5.48104,1.08943,20.1047,8.34884,37.0267,1.31947,1.31947,0.879648,0.62,0.232134
7,708.636,1,5.39882,0.984672,17.3111,9.71409,37.7209,1.28606,1.28606,0.857375,0.62,0.220528
8,699.762,1,5.70647,0.729248,16.8771,9.61571,41.8466,1.2535,1.2535,0.835666,0.62,0.209501
9,700.409,1,5.26801,0.928155,17.4496,11.9723,35.3081,1.22176,1.22176,0.914558,0.62,0.199026
10,692.686,1,5.14485,1.62304,15.9529,12.8767,32.1635,1.19082,1.19082,0.891401,0.62,0.189075
11,668.089,1,5.42675,1.04065,15.7213,15.3484,28.9471,1.16067,1.16067,0.86883,0.62,0.179621
12,654.149,1,5.48308,0.864977,14.7531,13.7367,32.2037,1.13128,1.13128,0.846831,0.62,0.17064
13,647.235,1,5.52804,0.894974,15.2554,16.045,31.0967,1.10264,1.10264,0.825389,0.62,0.162108
14,647.996,1,5.33531,1.1399,16.3688,16.1004,29.3961,1.07472,1.07472,0.804489,0.62,0.154003
15,628.839,1,5.42776,0.632465,13.4947,14.1975,28.5693,1.04751,1.04751,0.784119,0.62,0.146302
16,624.441,1,5.39392,0.671201,12.8353,17.085,26.9623,1.02098,1.02098,0.852851,0.62,0.138987
17,604.537,1,5.29854,0.42725,11.1383,17.3041,26.4989,0.995131,0.995131,0.831257,0.62,0.132038
18,594.412,1,5.32484,0.585481,11.3538,17.0776,26.1676,0.969933,0.969933,0.810209,0.62,0.125436
19,586.568,1,5.41463,0.700152,12.6595,17.9406,25.6157,0.945374,0.945374,0.789694,0.62,0.119164
20,571.485,1,5.3727,0.80237,12.4451,19.3098,25.1354,0.921437,0.921437,0.769698,0.62,0.113206
21,564.266,1,5.28117,1.0968,12.0692,17.1219,25.7834,0.898105,0.898105,0.750209,0.62,0.107546
22,551.076,1,5.2569,1.1253,11.8186,18.768,24.8769,0.875365,0.875365,0.731213,0.62,0.102168
23,546.047,1,5.24277,1.00099,13.1748,17.7592,23.7886,0.8532,0.8532,0.712699,0.62,0.0970601
24,536.321,1,5.24544,1.08281,12.6545,17.2416,25.0988,0.831597,0.831597,0.694653,0.62,0.0922071
25,523.163,1,5.31542,1.13396,12.0721,18.2604,25.2263,0.81054,0.81054,0.677064,0.62,0.0875967
26,512.52,1,5.24258,1.08274,11.007,18.1989,25.719,0.790017,0.790017,0.65992,0.62,0.0832169
27,507.275,1,5.30255,0.899521,11.2734,18.5642,25.1765,0.770013,0.770013,0.643211,0.62,0.079056
