simulations,OFV
500,1367.81
1000,1366.04
1500,1365.98
2000,1366.22
2500,1366.28
3000,1366.85
3500,1367.04
4000,1367.04
4500,1367.22
5000,1367.17
5500,1367.23
6000,1367.18
6500,1367.29
7000,1367.41
7500,1367.52
8000,1367.46
8500,1367.47
9000,1367.34
9500,1367.31
10000,1367.34
10500,1367.38
11000,1367.48
11500,1367.44
12000,1367.42
12500,1367.46
13000,1367.46
13500,1367.55
14000,1367.54
14500,1367.5
15000,1367.53
15500,1367.55
16000,1367.49
16500,1367.46
17000,1367.41
17500,1367.42
18000,1367.36
18500,1367.41
19000,1367.37
19500,1367.3
20000,1367.31
20500,1367.28
21000,1367.18
21500,1367.11
22000,1367.11
22500,1367.08
23000,1367.05
23500,1367.07
24000,1367.03
24500,1367.04
25000,1367.04
25500,1367.06
26000,1367.03
26500,1367.02
27000,1366.99
27500,1366.99
28000,1366.99
28500,1366.97
29000,1366.94
29500,1366.95
30000,1366.96
