pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.63241,0.0346183,-2.0295,0.034746,-1.91723,0.022836,All
-0.970426,0.536584,-1.36995,0.0868651,-1.41546,0.0685079,All
-0.308445,0.519274,-0.710405,0.330087,-0.913695,0.616571,All
0.353537,0.311565,-0.0508572,0.799159,-0.411928,0.456719,All
1.01552,0.0865457,0.60869,0.243222,0.0898397,0.525227,All
1.6775,0.0346183,1.26824,0.0868651,0.591607,0.159852,All
2.33948,0.0692366,1.92779,0.0694921,1.09337,0.11418,All
3.00146,0.0173091,2.58733,0,1.59514,0.0456719,All
3.66344,0.0346183,3.24688,0,2.09691,0.0685079,All
4.32543,0.0173091,3.90643,0.017373,2.59868,0.11418,All
