rep,id,eta_Cl,eta_V1,eta_Q,eta_V2
1,1,0.0417012510727175,-0.0135876521970753,1.15283391917724,0.534391685881996
2,1,0.0424732616641506,-0.0817985534047811,1.16753971363386,0.55499265162361
3,1,-0.00595911086765177,0.105463137738176,0.704353268716713,0.395127801747389
4,1,-0.0284912127510202,-0.208233656088881,0.931171961501545,0.400036449428812
1,2,0.130360193762586,0.546424738869967,1.49173533027538,0.289601786039245
2,2,0.195357347606483,0.282136309170148,2.02156346997614,0.848823221325879
3,2,0.191488760612172,0.707345930272062,1.18043099315424,0.526002490583968
4,2,0.196132721866611,0.621104737110691,1.27289283054847,0.670836016925162
1,3,0.122264266132853,-0.393583011382529,-0.662170790873958,0.235898599013295
2,3,0.152241669190868,-0.394787801858088,-0.499245743081884,-0.190234751362604
3,3,0.155060512521936,-0.521660763037901,-0.239695051709451,-0.162459830893736
4,3,0.111936091279269,-0.351928119838309,-0.668301496057857,-0.216944371700958
1,4,-0.335792989535783,0.0648646723785613,-0.561826813037907,0.509676016488268
2,4,-0.363698749310217,-0.223519179718973,0.52220798389597,-0.448605467827586
3,4,-0.392486791744661,0.0569895170115258,-1.06471901464431,-0.23420423183337
4,4,-0.341066016269407,-0.332544818872421,0.920485195808705,-0.358771954979161
1,5,0.258689557755126,0.2321386302179,-0.278434214404989,-0.20629368714481
2,5,0.24962878446246,-0.0195399761879727,0.264815145785369,0.0625525431298786
3,5,0.277218543075424,0.238653539128833,0.0318195025002983,0.15911362249035
4,5,0.265083254211373,0.167791453648163,0.0203953442933247,0.325144206327767
1,6,0.148631430721546,-0.432946974641875,-0.392947740483834,-0.406840988746113
2,6,0.142034066811974,-0.406460311708975,-0.493227483718439,-0.155536605250184
3,6,0.179362625540342,-0.445136221468563,-0.128339388117155,-0.168093388296916
4,6,0.173346377251867,-0.372725898738061,-0.326842720123189,0.0279230608956791
1,7,0.150023211675484,-0.318561672774096,-0.591402430190807,0.0853594451467026
2,7,0.144112246522579,-0.410372664321074,-0.42251693746375,0.240254946629178
3,7,0.135443153620137,-0.418857009225183,-0.312452136908404,-0.245122209692307
4,7,0.0979424459457934,-0.489023398226287,-0.295819702180642,-0.555122381298848
1,8,-0.35878360291857,0.035896798164246,-0.474990718260364,-0.128525625266513
2,8,-0.367756136644667,0.00547951856513595,-0.51377723247109,-0.485077450624881
3,8,-0.385644648515169,0.112021690913114,-0.749553976812441,0.662761672591301
4,8,-0.389280825064897,0.0206489221064543,-0.651610309972767,0.157564482111933
1,9,0.288500589828386,0.309198467540145,0.0778537656555023,-0.163618318891793
2,9,0.287775726423122,0.317697425538585,-0.015068582322205,0.355963977457055
3,9,0.270721491976152,0.434352994911926,-0.298334584859803,0.577032029331141
4,9,0.268102558475822,0.304075353071527,-0.0690557179726063,0.046727155349406
1,10,0.05335267261446,-0.036127168381058,0.390100603115958,-0.382966509171799
2,10,0.0269829074944568,-0.091501880372697,0.977051866552923,-0.668239214725459
3,10,0.028079986374367,-0.119724353621664,0.31821678633452,-0.395611722504019
4,10,0.0268544345549344,-0.0873941830222362,0.569085761249717,-0.315694235783723
1,11,-0.36499940598133,-0.14154943598312,-0.0100558735459386,-0.43637025618892
2,11,-0.346127246693038,0.0210808405787013,-0.146586776769746,-0.300798657929482
3,11,-0.403112717617554,0.0283114516241811,-0.974353611245735,0.107159230386182
4,11,-0.36250180109847,0.0227237739268986,-0.71439282813187,-0.247971813753909
1,12,-0.377107250145571,0.0203795338045869,-0.672080116781512,-0.149151642273581
2,12,-0.378033179845504,0.0399588878517196,-0.419702831311864,-0.182639378637524
3,12,-0.39005691495884,0.00929809626961831,-1.15038277129547,-0.0848819490497363
4,12,-0.309093027894426,-0.086806016606134,0.43143308581856,-0.413196497686901
1,13,0.0588874092767724,0.153565181764317,1.06239969418034,-0.0403220296648374
2,13,0.0916512001637457,0.141637789465778,0.818193250827661,0.163813609692818
3,13,0.0849393291779372,0.14789417507725,1.01045286359075,0.160838130319491
4,13,0.0729403367614641,0.203115778222726,0.341286357169793,0.109674255355805
1,14,0.169563809628598,0.330831655101986,-0.797111021129726,0.344264487939248
2,14,0.218991910259076,0.366043791954643,-1.10005830861573,-0.178939900360955
3,14,0.244349844705868,0.395726165477139,-0.84147603415299,0.023444850479561
4,14,0.207730301081563,0.298176358915366,-0.889101912859833,-0.362937626804589
