parameter,value
Cl_pop,10.5581230542419
beta_Cl_logtCLCRMLMIN,0.660306613144703
beta_Cl_logtWTKG,0.77298081494557
V1_pop,43.5789463943618
beta_V1_logtWTKG,0.0389986628193634
Q_pop,19.4020800110044
beta_Q_ANTU_2,-0.679445080904481
beta_Q_logtAGEA,1.51057921679798
beta_Q_logtCLCRMLMIN,1.23486664288068
V2_pop,52.07522108192
omega_Cl,0.178597507720235
omega_V1,0.266566921316409
omega_Q,0.0146900699790123
omega_V2,0.173270590525223
corr_V2_V1,0.998923141196652
a1,0.307690224022799
a2,0.05988663343796
