Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
2.47538,0.311234,11.4794,0.0471373,1.64214,0.0848697,12.4452,0.0474983,All
2.64198,0.133386,12.2965,0.0580151,2.67204,0.135216,14.1607,0.0319534,All
2.80858,0,13.1137,0.0235686,3.70194,0.0532234,15.8761,0.00604524,All
2.97519,0.106709,13.9308,0.06708,4.73184,0.139532,17.5916,0.0233174,All
3.14179,0.151171,14.748,0.0308205,5.76174,0.094939,19.307,0.0535436,All
3.30839,0.18674,15.5652,0.0344465,6.79164,0.0848697,21.0225,0.0345442,All
3.47499,0,16.3823,0,7.82154,0.0546618,22.738,0.0414531,All
3.64159,0,17.1995,0.0761448,8.85144,0.0661696,24.4534,0.028499,All
3.80819,0,18.0166,0.0815838,9.88135,0.0517849,26.1689,0.0664977,All
3.97479,0,18.8338,0.0217557,10.9112,0.0575388,27.8843,0.032817,All
4.14139,0,19.6509,0.0507632,11.9411,0.0273309,29.5998,0.0215901,All
4.30799,0.0711391,20.4681,0.0616411,12.971,0.0388387,31.3153,0.0362714,All
4.47459,0.213417,21.2853,0.0598281,14.001,0.021577,33.0307,0.00863606,All
4.6412,0.213417,22.1024,0.0380724,15.0309,0.0273309,34.7462,0.0345442,All
4.8078,0.435727,22.9196,0.16498,16.0608,0.0201386,36.4616,0.0259082,All
4.9744,0.44462,23.7367,0.0398854,17.0907,0.0115078,38.1771,0.0423167,All
5.141,0.497974,24.5539,0.0960875,18.1206,0.00719235,39.8926,0.024181,All
5.3076,0.204525,25.371,0.0924616,19.1505,0.0100693,41.608,0.0112269,All
5.4742,0.142278,26.1882,0.0562021,20.1804,0.0100693,43.3235,0.00431803,All
5.6408,0.115601,27.0053,0.0471373,21.2103,0.00431541,45.0389,0,All
5.8074,0.489081,27.8225,0.0308205,22.2402,0.00431541,46.7544,0.0103633,All
5.974,0.560221,28.6397,0,23.2701,0,48.4699,0,All
6.14061,0.329018,29.4568,0,24.3,0,50.1853,0,All
6.30721,0.640252,30.274,0.0326335,25.3299,0,51.9008,0.00863606,All
6.47381,0.684714,31.0911,0.0126908,26.3598,0,53.6162,0,All
6.64041,0.168955,31.9083,0,27.3897,0,55.3317,0,All
6.80701,0.124493,32.7254,0.0453243,28.4196,0.00143847,57.0472,0.0103633,All
