Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
1.65151,0,7.12223,0,1.12719,0.00142857,7.71808,0,All
2.39208,0.00142857,11.0708,0.00142857,1.12829,0.00285714,11.5875,0.00142857,All
2.39277,0.00285714,11.0832,0.00285714,1.14094,0.00428571,11.5902,0.00285714,All
2.39398,0.00428571,11.8118,0.00428571,1.25188,0.00571429,11.6065,0.00428571,All
2.39487,0.00571429,11.8165,0.00571429,1.30168,0.00714286,11.6129,0.00571429,All
2.39515,0.00714286,11.8205,0.00714286,1.30479,0.00857143,11.6156,0.00714286,All
2.39534,0.00857143,11.823,0.00857143,1.33129,0.01,11.618,0.00857143,All
2.39729,0.01,11.8265,0.01,1.33825,0.0114286,11.6187,0.01,All
2.39934,0.0114286,11.8277,0.0114286,1.35647,0.0128571,11.6234,0.0114286,All
2.40021,0.0128571,11.8321,0.0128571,1.38134,0.0142857,11.6249,0.0128571,All
2.4014,0.0142857,11.8324,0.0142857,1.3887,0.0157143,11.6423,0.0142857,All
2.51804,0.0157143,11.8362,0.0157143,1.41335,0.0171429,11.6472,0.0157143,All
2.52019,0.0171429,11.8427,0.0171429,1.43417,0.0185714,11.6599,0.0171429,All
2.54412,0.0185714,11.8448,0.0185714,1.4621,0.02,11.6735,0.0185714,All
2.54515,0.02,11.8497,0.02,1.47097,0.0214286,11.8174,0.02,All
2.54585,0.0214286,11.8499,0.0214286,1.5497,0.0228571,11.8231,0.0214286,All
2.54711,0.0228571,11.8537,0.0228571,1.55555,0.0242857,11.8237,0.0228571,All
2.54724,0.0242857,11.857,0.0242857,1.57637,0.0257143,11.8244,0.0242857,All
2.54772,0.0257143,11.8583,0.0257143,1.58271,0.0271429,11.8261,0.0257143,All
2.54802,0.0271429,11.8636,0.0271429,1.58696,0.0285714,11.8334,0.0271429,All
2.54804,0.0285714,11.8678,0.0285714,1.62276,0.03,11.8388,0.0285714,All
2.54824,0.03,11.8722,0.03,1.62616,0.0314286,11.8403,0.03,All
2.54825,0.0314286,11.8759,0.0314286,1.65712,0.0328571,11.8409,0.0314286,All
2.54878,0.0328571,11.8778,0.0328571,1.71527,0.0342857,11.8431,0.0328571,All
2.54888,0.0342857,11.879,0.0342857,1.74124,0.0357143,11.8468,0.0342857,All
2.54918,0.0357143,11.8795,0.0357143,1.74233,0.0371429,11.8549,0.0357143,All
2.54922,0.0371429,11.8878,0.0371429,1.75165,0.0385714,11.8549,0.0371429,All
2.5496,0.0385714,11.8897,0.0385714,1.7524,0.04,12.1777,0.0385714,All
2.55067,0.04,11.8949,0.04,1.78428,0.0414286,12.1783,0.04,All
2.55106,0.0414286,12.3087,0.0414286,1.79127,0.0428571,12.1876,0.0414286,All
2.55125,0.0428571,12.31,0.0428571,1.80142,0.0442857,12.1881,0.0428571,All
2.55161,0.0442857,12.3146,0.0442857,1.81067,0.0457143,12.1928,0.0442857,All
2.55282,0.0457143,12.3172,0.0457143,1.81316,0.0471429,12.2122,0.0457143,All
2.55549,0.0471429,12.3226,0.0471429,1.82622,0.0485714,12.2136,0.0471429,All
2.55643,0.0485714,12.3239,0.0485714,1.84605,0.05,12.2198,0.0485714,All
2.55853,0.05,12.3242,0.05,1.85061,0.0514286,12.2225,0.05,All
2.55905,0.0514286,12.3283,0.0514286,1.86619,0.0528571,12.2257,0.0514286,All
2.55912,0.0528571,12.3348,0.0528571,1.88786,0.0542857,12.2524,0.0528571,All
2.55995,0.0542857,12.3354,0.0542857,1.88975,0.0557143,12.2673,0.0542857,All
2.56034,0.0557143,12.3478,0.0557143,1.90706,0.0571429,13.1334,0.0557143,All
2.56257,0.0571429,12.3605,0.0571429,1.95654,0.0585714,13.1384,0.0571429,All
2.56282,0.0585714,12.4721,0.0585714,1.96378,0.06,13.1391,0.0585714,All
2.56486,0.06,12.4752,0.06,1.98676,0.0614286,13.1419,0.06,All
2.56489,0.0614286,12.4759,0.0614286,2.00998,0.0628571,13.1565,0.0614286,All
2.56507,0.0628571,12.4853,0.0628571,2.01695,0.0642857,13.1645,0.0628571,All
2.64319,0.0642857,12.4892,0.0642857,2.02359,0.0657143,13.166,0.0642857,All
2.64346,0.0657143,12.4895,0.0657143,2.03998,0.0671429,13.1719,0.0657143,All
2.64382,0.0671429,12.5777,0.0671429,2.04643,0.0685714,13.1739,0.0671429,All
2.64382,0.0685714,12.5805,0.0685714,2.05682,0.07,13.177,0.0685714,All
2.64472,0.07,12.5826,0.07,2.0606,0.0714286,13.1885,0.07,All
2.64603,0.0714286,12.5861,0.0714286,2.0653,0.0728571,13.2371,0.0714286,All
2.97853,0.0728571,12.5868,0.0728571,2.08154,0.0742857,13.2452,0.0728571,All
2.97923,0.0742857,12.5899,0.0742857,2.09994,0.0757143,13.2556,0.0742857,All
2.98071,0.0757143,12.5921,0.0757143,2.10789,0.0771429,13.2611,0.0757143,All
2.98088,0.0771429,12.61,0.0771429,2.12943,0.0785714,13.2637,0.0771429,All
2.98133,0.0785714,12.6142,0.0785714,2.13795,0.08,13.2821,0.0785714,All
2.98162,0.08,12.6187,0.08,2.13806,0.0814286,13.3098,0.08,All
2.98195,0.0814286,12.6219,0.0814286,2.14676,0.0828571,13.313,0.0814286,All
2.98296,0.0828571,12.6271,0.0828571,2.1503,0.0842857,13.3137,0.0828571,All
2.9847,0.0842857,13.3935,0.0842857,2.16415,0.0857143,13.3166,0.0842857,All
2.986,0.0857143,13.3939,0.0857143,2.1738,0.0871429,13.3173,0.0857143,All
2.98685,0.0871429,13.3972,0.0871429,2.17491,0.0885714,13.3201,0.0871429,All
