Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,split
2.64651,3.94021e-05,6.21313e-06,15.1497,0.000109413,0.000120739,3.39705,0.00240615,0.000967825,10.0578,0.00656563,0.0349981,All
3.0247,0.000256383,5.1789e-05,16.2374,0.000242064,0.00030415,3.80284,0.00495492,0.00241877,56.1565,0.00572643,0.366133,All
3.4029,0.00108646,0.000275628,17.325,0.000482138,0.000686142,4.20862,0.00885927,0.00517323,102.255,0.00328648,0.567536,All
3.7811,0.00335935,0.00105415,18.4127,0.00087847,0.00140955,4.61441,0.0142009,0.00980398,148.354,0.00204013,0.687276,All
4.1593,0.00818399,0.00313865,19.5003,0.00148314,0.00267264,5.0202,0.0208813,0.0168801,194.452,0.00135364,0.764054,All
4.53749,0.016578,0.00769675,20.588,0.0023447,0.00472907,5.42599,0.0286459,0.0268979,240.551,0.000944329,0.816266,All
4.91569,0.0290322,0.0161935,21.6756,0.00350106,0.00788013,5.83177,0.0371343,0.0402266,286.65,0.000684627,0.853387,All
5.29389,0.045245,0.0301338,22.7632,0.00497326,0.0124597,6.23756,0.0459369,0.0570776,332.748,0.000511664,0.880706,All
5.67208,0.0641406,0.050757,23.8509,0.0067614,0.0188132,6.64335,0.0546468,0.0774951,378.847,0.000391933,0.901372,All
6.05028,0.0841268,0.0787874,24.9385,0.00884309,0.0272744,7.04913,0.0628986,0.101365,424.946,0.000306404,0.917363,All
6.42848,0.103457,0.114306,26.0262,0.0111747,0.0381404,7.45492,0.0703934,0.128439,471.044,0.000243692,0.92997,All
6.80667,0.120562,0.156759,27.1138,0.0136948,0.0516512,7.86071,0.07691,0.158362,517.143,0.000196686,0.94007,All
7.18487,0.134278,0.205069,28.2015,0.0163292,0.0679721,8.2665,0.0823056,0.190705,563.242,0.000160782,0.948274,All
7.56307,0.143936,0.257813,29.2891,0.0189965,0.0871838,8.67228,0.0865101,0.224998,609.34,0.000132906,0.955017,All
7.94126,0.149346,0.313404,30.3768,0.0216146,0.109277,9.07807,0.0895149,0.260752,655.439,0.000110951,0.960618,All
8.31946,0.150712,0.370266,31.4644,0.0241052,0.134156,9.48386,0.0913607,0.297489,701.538,9.34396e-05,0.965315,All
8.69766,0.148516,0.426952,32.5521,0.0263987,0.161641,9.88965,0.0921249,0.334752,747.636,7.93144e-05,0.969285,All
9.07586,0.143396,0.482234,33.6397,0.0284371,0.191488,10.2954,0.09191,0.372123,793.735,6.78049e-05,0.972667,All
9.45405,0.136049,0.535136,34.7274,0.0301757,0.223392,10.7012,0.0908332,0.409227,839.834,5.8341e-05,0.975568,All
9.83225,0.127153,0.584945,35.815,0.0315842,0.257009,11.107,0.0890183,0.445741,885.932,5.04946e-05,0.978071,All
10.2104,0.117319,0.631196,36.9027,0.0326462,0.291971,11.5128,0.0865894,0.481389,932.031,4.394e-05,0.980243,All
10.5886,0.107063,0.673632,37.9903,0.033358,0.327897,11.9186,0.0836655,0.515948,978.129,3.84268e-05,0.982138,All
10.9668,0.0967966,0.712177,39.0779,0.0337273,0.36441,12.3244,0.080358,0.549238,1024.23,3.37598e-05,0.983799,All
11.345,0.0868291,0.746887,40.1656,0.0337712,0.401145,12.7302,0.0767678,0.581126,1070.33,2.97861e-05,0.985261,All
11.7232,0.0773783,0.777919,41.2532,0.0335141,0.437763,13.1359,0.0729849,0.611515,1116.43,2.63842e-05,0.986554,All
12.1014,0.0685838,0.805498,42.3409,0.0329858,0.47395,13.5417,0.0690875,0.640343,1162.52,2.34572e-05,0.987701,All
12.4796,0.0605221,0.829888,43.4285,0.0322194,0.50943,13.9475,0.0651425,0.667578,1208.62,2.09269e-05,0.988723,All
12.8578,0.0532214,0.851373,44.5162,0.0312499,0.543963,14.3533,0.0612059,0.693212,1254.72,1.87299e-05,0.989636,All
13.236,0.0466743,0.870239,45.6038,0.0301125,0.577347,14.7591,0.0573238,0.717259,1300.82,1.68145e-05,0.990454,All
13.6142,0.040849,0.886768,46.6915,0.0288415,0.609418,15.1649,0.0535329,0.739747,1346.92,1.51382e-05,0.991189,All
13.9924,0.0356982,0.901222,47.7791,0.0274697,0.640049,15.5707,0.0498622,0.760721,1393.02,1.36657e-05,0.991853,All
14.3706,0.031166,0.913848,48.8668,0.0260271,0.669147,15.9765,0.0463332,0.780233,1439.12,1.23679e-05,0.992452,All
14.7488,0.0271927,0.924867,49.9544,0.0245411,0.69665,16.3822,0.0429617,0.798345,1485.21,1.12203e-05,0.992995,All
15.127,0.0237188,0.934479,51.0421,0.0230359,0.722524,16.788,0.0397581,0.815123,1531.31,1.02025e-05,0.993489,All
15.5052,0.0206871,0.942863,52.1297,0.0215325,0.746761,17.1938,0.0367287,0.830635,1577.41,9.29712e-06,0.993938,All
15.8834,0.0180444,0.950176,53.2174,0.0200486,0.769371,17.5996,0.0338759,0.844955,1623.51,8.48959e-06,0.994347,All
16.2616,0.0157421,0.956555,54.305,0.0185991,0.790385,18.0054,0.0311996,0.858152,1669.61,7.76744e-06,0.994722,All
16.6398,0.0137368,0.96212,55.3926,0.0171958,0.809846,18.4112,0.0286971,0.870299,1715.71,7.12003e-06,0.995065,All
17.018,0.0119897,0.966978,56.4803,0.015848,0.827811,18.817,0.026364,0.881465,1761.81,6.53826e-06,0.995379,All
17.3962,0.010467,0.971218,57.5679,0.0145626,0.844343,19.2228,0.0241948,0.891717,1807.91,6.01429e-06,0.995668,All
17.7744,0.00913908,0.974919,58.6556,0.0133444,0.859513,19.6285,0.0221826,0.901122,1854,5.54136e-06,0.995934,All
18.1526,0.00798037,0.978152,59.7432,0.0121965,0.873396,20.0343,0.02032,0.90974,1900.1,5.11361e-06,0.99618,All
18.5308,0.00696863,0.980974,60.8309,0.0111204,0.88607,20.4401,0.0185992,0.917632,1946.2,4.72597e-06,0.996406,All
18.909,0.00608471,0.983439,61.9185,0.0101163,0.897612,20.8459,0.0170122,0.924853,1992.3,4.37401e-06,0.996616,All
19.2872,0.00531205,0.985591,63.0062,0.00918346,0.908102,21.2517,0.0155509,0.931456,2038.4,4.05387e-06,0.99681,All
19.6654,0.00463637,0.987469,64.0938,0.00832011,0.917614,21.6575,0.0142071,0.93749,2084.5,3.76217e-06,0.99699,All
20.0436,0.00404533,0.989108,65.1815,0.00752396,0.926225,22.0633,0.0129729,0.943001,2130.6,3.49592e-06,0.997157,All
20.4218,0.00352824,0.990538,66.2691,0.0067922,0.934005,22.4691,0.0118407,0.948032,2176.69,3.25253e-06,0.997313,All
20.8,0.00307584,0.991785,67.3568,0.00612167,0.941022,22.8748,0.0108031,0.952623,2222.79,3.02968e-06,0.997458,All
21.1782,0.00268006,0.992872,68.4444,0.00550895,0.947342,23.2806,0.00985313,0.956811,2268.89,2.82533e-06,0.997593,All
21.5564,0.0023339,0.993819,69.5321,0.00495053,0.953025,23.6864,0.00898402,0.960631,2314.99,2.63768e-06,0.997718,All
21.9346,0.00203124,0.994643,70.6197,0.00444279,0.958129,24.0922,0.00818951,0.964113,2361.09,2.46513e-06,0.997836,All
22.3127,0.00176671,0.99536,71.7073,0.00398218,0.962707,24.498,0.00746367,0.967286,2407.19,2.30624e-06,0.997946,All
22.6909,0.00153563,0.995983,72.795,0.00356517,0.966807,24.9038,0.00680094,0.970179,2453.29,2.15975e-06,0.998049,All
23.0691,0.00133388,0.996525,73.8826,0.00318836,0.970477,25.3096,0.00619616,0.972814,2499.38,2.02453e-06,0.998145,All
23.4473,0.00115786,0.996995,74.9703,0.00284848,0.973756,25.7153,0.00564451,0.975214,2545.48,1.89954e-06,0.998236,All
23.8255,0.00100438,0.997404,76.0579,0.00254243,0.976685,26.1211,0.00514153,0.977401,2591.58,1.78389e-06,0.99832,All
24.2037,0.000870663,0.997758,77.1456,0.00226724,0.979298,26.5269,0.0046831,0.979393,2637.68,1.67675e-06,0.9984,All
24.5819,0.000754239,0.998064,78.2332,0.00202018,0.981627,26.9327,0.00426538,0.981207,2683.78,1.57738e-06,0.998475,All
24.9601,0.000652953,0.99833,79.3209,0.00179865,0.983702,27.3385,0.00388488,0.98286,2729.88,1.48514e-06,0.998546,All
25.3383,0.000564904,0.99856,80.4085,0.00160026,0.985548,27.7443,0.00353835,0.984365,2775.98,1.39941e-06,0.998612,All
25.7165,0.000488421,0.998759,81.4962,0.00142281,0.98719,28.1501,0.00322281,0.985736,2822.08,1.31966e-06,0.998675,All
26.0947,0.000422036,0.998931,82.5838,0.00126425,0.98865,28.5559,0.00293555,0.986984,2868.17,1.24539e-06,0.998734,All
26.4729,0.000364459,0.999079,83.6715,0.00112272,0.989947,28.9616,0.00267406,0.988122,2914.27,1.17617e-06,0.99879,All
26.8511,0.000314559,0.999207,84.7591,0.000996498,0.991098,29.3674,0.00243606,0.989158,2960.37,1.1116e-06,0.998842,All
27.2293,0.000271343,0.999318,85.8468,0.000884032,0.992119,29.7732,0.00221944,0.990102,3006.47,1.0513e-06,0.998892,All
27.6075,0.000233943,0.999413,86.9344,0.000783901,0.993025,30.179,0.0020223,0.990962,3052.57,9.94947e-07,0.998939,All
27.9857,0.000201598,0.999496,88.022,0.000694819,0.993829,30.5848,0.00184289,0.991745,3098.67,9.42237e-07,0.998984,All
28.3639,0.000173643,0.999566,89.1097,0.000615623,0.99454,30.9906,0.00167961,0.992459,3144.77,8.92893e-07,0.999026,All
28.7421,0.000149499,0.999627,90.1973,0.00054526,0.995171,31.3964,0.00153102,0.99311,3190.86,8.46664e-07,0.999066,All
29.1203,0.000128658,0.99968,91.285,0.000482783,0.995729,31.8022,0.00139578,0.993704,3236.96,8.0332e-07,0.999104,All
29.4985,0.000110678,0.999725,92.3726,0.000427338,0.996224,32.2079,0.00127269,0.994245,3283.06,7.62649e-07,0.999141,All
29.8767,9.51763e-05,0.999764,93.4603,0.000378159,0.996661,32.6137,0.00116066,0.994738,3329.16,7.24458e-07,0.999175,All
30.2549,8.18174e-05,0.999797,94.5479,0.000334559,0.997048,33.0195,0.00105867,0.995188,3375.26,6.8857e-07,0.999207,All
30.6331,7.03112e-05,0.999826,95.6356,0.000295921,0.997391,33.4253,0.00096582,0.995599,3421.36,6.54823e-07,0.999238,All
31.0113,6.04052e-05,0.999851,96.7232,0.000261694,0.997694,33.8311,0.000881283,0.995973,3467.46,6.23067e-07,0.999268,All
31.3895,5.18807e-05,0.999872,97.8109,0.000231385,0.997962,34.2369,0.000804303,0.996315,3513.56,5.93163e-07,0.999296,All
31.7677,4.4548e-05,0.99989,98.8985,0.000204556,0.998198,34.6427,0.000734198,0.996627,3559.65,5.64987e-07,0.999323,All
32.1459,3.82431e-05,0.999906,99.9862,0.000180814,0.998408,35.0485,0.000670342,0.996911,3605.75,5.38421e-07,0.999348,All
32.5241,3.28237e-05,0.999919,101.074,0.000159809,0.998593,35.4542,0.000612171,0.997172,3651.85,5.13356e-07,0.999372,All
32.9023,2.81671e-05,0.999931,102.161,0.000141231,0.998756,35.86,0.000559169,0.997409,3697.95,4.89695e-07,0.999395,All
33.2805,2.41671e-05,0.99994,103.249,0.000124802,0.998901,36.2658,0.00051087,0.997626,3744.05,4.67345e-07,0.999417,All
33.6587,2.07321e-05,0.999949,104.337,0.000110278,0.999028,36.6716,0.000466849,0.997824,3790.15,4.46221e-07,0.999438,All
34.0369,1.77831e-05,0.999956,105.424,9.74392e-05,0.999141,37.0774,0.000426718,0.998005,3836.25,4.26244e-07,0.999459,All
34.4151,1.52519e-05,0.999962,106.512,8.60925e-05,0.999241,37.4832,0.000390128,0.998171,3882.34,4.07342e-07,0.999478,All
34.7932,1.30799e-05,0.999968,107.6,7.60655e-05,0.999329,37.889,0.00035676,0.998322,3928.44,3.89446e-07,0.999496,All
35.1714,1.12163e-05,0.999972,108.687,6.7206e-05,0.999407,38.2948,0.000326324,0.998461,3974.54,3.72495e-07,0.999514,All
35.5496,9.6177e-06,0.999976,109.775,5.93788e-05,0.999475,38.7005,0.000298556,0.998588,4020.64,3.56429e-07,0.99953,All
35.9278,8.2466e-06,0.99998,110.863,5.24641e-05,0.999536,39.1063,0.000273217,0.998704,4066.74,3.41196e-07,0.999547,All
