iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,686.968,1,5.10855,4.95684,22.0859,51.2921,0.3,1.5,1.5,1.5,1.5
2,654.798,1,8.67104,6.9352,41.6262,93.2515,0.24,1.34164,1.48172,1.34164,1.4985
3,623.396,1,8.67716,7.76125,43.8746,87.5679,0.192,1.2,1.51208,1.2,1.50197
4,588.079,1,8.12283,8.49369,42.489,104.617,0.1536,1.07331,1.47329,1.07331,1.47099
5,572.957,1,8.09105,8.94616,42.1022,97.873,0.141652,0.96,1.34784,0.96,1.45036
6,542.874,1,8.40153,8.00578,43.8621,99.8047,0.128524,0.85865,1.20555,0.85865,1.38829
7,515.218,1,8.53612,8.75174,44.2401,118.163,0.117035,0.768,1.07827,0.768,1.49534
8,501.936,1,8.63451,9.32681,44.391,116.862,0.116449,0.68692,0.964438,0.68692,1.44271
9,486.242,1,8.64787,9.00578,43.7708,113.613,0.11134,0.6144,0.86262,0.6144,1.37947
10,484.297,1,8.66162,9.83284,43.667,112.029,0.109413,0.549536,0.869308,0.549536,1.42491
11,472.859,1,8.74308,9.90383,43.3031,111.122,0.106676,0.49152,0.883861,0.49152,1.27983
12,462.958,1,8.80637,9.83591,43.9147,112.742,0.105409,0.439629,0.829311,0.439629,1.24748
13,456.373,1,8.78467,9.284,44.0908,117.527,0.102701,0.393216,0.780773,0.393216,1.28897
14,445.82,1,8.75207,9.3132,44.6533,118.43,0.0994801,0.38599,0.763472,0.351703,1.21171
15,434.191,1,8.79768,9.83264,45.5282,120.089,0.0971267,0.38783,0.739509,0.314573,1.18698
16,431.026,1,8.84319,9.82572,44.9645,113.109,0.0977776,0.38754,0.690828,0.281362,1.15311
17,419.63,1,9.05831,9.84184,44.9588,101.697,0.0947502,0.375904,0.709507,0.251658,1.13496
18,421.243,1,9.12786,9.34212,45.4002,95.5446,0.0962725,0.357861,0.725886,0.22509,1.11785
19,411.568,1,9.13478,9.66592,45.7619,90.323,0.0913106,0.363498,0.706684,0.201327,1.22205
