simulations, -2LL
1000,596.927
2000,596.206
3000,596.111
4000,596.127
5000,596.078
6000,595.726
7000,595.887
8000,595.952
9000,595.135
10000,595.182
11000,595.266
12000,595.346
13000,595.53
14000,595.595
15000,595.646
16000,595.759
17000,595.824
18000,595.895
19000,595.952
20000,595.946
21000,595.94
22000,595.988
23000,595.99
24000,595.995
25000,596.014
26000,595.904
27000,595.923
28000,595.897
29000,595.929
30000,595.943
