simulations,OFV
500,991.638
1000,990.885
1500,990.973
2000,990.982
2500,990.886
3000,990.894
3500,990.866
4000,990.76
4500,990.907
5000,990.928
5500,990.858
6000,990.369
6500,990.419
7000,990.404
7500,990.258
8000,990.194
8500,990.234
9000,990.058
9500,989.74
10000,989.932
10500,989.953
11000,990.008
11500,989.897
12000,989.808
12500,989.832
13000,989.795
13500,989.684
14000,989.745
14500,989.598
15000,989.543
15500,989.639
16000,989.635
16500,989.611
17000,989.614
17500,989.646
18000,989.617
18500,989.632
19000,989.69
19500,989.723
20000,989.72
20500,988.596
21000,988.59
21500,988.629
22000,988.582
22500,988.649
23000,988.544
23500,988.607
24000,988.66
24500,988.61
25000,988.689
25500,988.695
26000,988.717
26500,988.753
27000,988.727
27500,988.739
28000,988.773
28500,988.79
29000,988.825
29500,988.856
30000,988.907
