simulations,OFV
500,961.16
1000,962.254
1500,961.552
2000,960.678
2500,961.378
3000,961.506
3500,960.91
4000,960.793
4500,960.605
5000,960.726
5500,960.746
6000,960.265
6500,960.46
7000,960.197
7500,960.016
8000,960.303
8500,960.478
9000,960.416
9500,960.218
10000,959.967
10500,959.887
11000,959.803
11500,959.697
12000,959.556
12500,959.628
13000,959.265
13500,958.965
14000,958.846
14500,959.005
15000,959.027
15500,958.76
16000,958.904
16500,958.905
17000,959.001
17500,958.834
18000,958.727
18500,958.833
19000,958.746
19500,958.598
20000,958.535
20500,958.586
21000,958.553
21500,958.605
22000,958.71
22500,958.663
23000,958.546
23500,958.49
24000,958.502
24500,958.533
25000,958.641
25500,958.659
26000,958.653
26500,958.654
27000,958.576
27500,958.621
28000,958.763
28500,958.782
29000,958.854
29500,958.925
30000,958.971
