pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.67146,0.0349391,-2.64793,0.0207511,-2.03066,0.0223052,All
-1.01556,0.524086,-2.38884,0.037352,-1.51695,0.0446104,All
-0.359653,0.524086,-2.12975,0.0207511,-1.00324,0.535325,All
0.29625,0.331921,-1.87067,0.0664036,-0.489536,0.490714,All
0.952154,0.0873477,-1.61158,0.0830045,0.0241713,0.490714,All
1.60806,0.0174695,-1.35249,0.107906,0.537878,0.223052,All
2.26396,0.0873477,-1.0934,0.207511,1.05159,0.111526,All
2.91986,0.0174695,-0.834318,0.240713,1.56529,0.0223052,All
3.57577,0.0349391,-0.575231,0.427473,2.079,0.0892208,All
4.23167,0.0174695,-0.316144,0.431623,2.59271,0.111526,All
,,-0.0570576,0.531229,,,All
,,0.202029,0.448224,,,All
,,0.461116,0.398422,,,All
,,0.720203,0.294666,,,All
,,0.97929,0.224112,,,All
,,1.23838,0.166009,,,All
,,1.49746,0.103756,,,All
,,1.75655,0.0498027,,,All
,,2.01564,0.0498027,,,All
,,2.27472,0.0166009,,,All
,,2.53381,0.00830045,,,All
,,2.7929,0.00415023,,,All
,,3.05198,0.00415023,,,All
,,3.31107,0,,,All
,,3.57016,0.00830045,,,All
,,3.82925,0.00415023,,,All
,,4.08833,0.00415023,,,All
,,4.34742,0.00415023,,,All
,,4.60651,0.00830045,,,All
,,4.86559,0.00830045,,,All
,,5.12468,0.00415023,,,All
