parameter,value
Cl_pop,9.9188434401993
beta_Cl_ANTU_2,0.0834097183827751
beta_Cl_logtCLCRMLMIN,0.633658074529239
beta_Cl_logtWTKG,0.912864009972409
V1_pop,42.9183614220372
Q_pop,22.2275473389171
beta_Q_ANTU_2,-0.783364865542213
beta_Q_logtAGEA,1.53564061502884
beta_Q_logtCLCRMLMIN,1.16758432574133
V2_pop,51.3251926917873
omega_Cl,0.175642921476
omega_V1,0.262116782732681
omega_Q,0.00979745110914969
omega_V2,0.158726685363812
corr_V2_V1,0.998804180568885
a1,0.307046999111949
a2,0.0606590208936227
