Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
2.59602,0.180585,11.4166,0.052283,3.6477,0.124741,17.1579,0.0320009,All
2.98167,0.020065,13.7847,0.0130707,7.86598,0.0843833,19.0924,0.0480013,All
3.36733,0.180585,16.1528,0.0326769,12.0843,0.0275163,21.0268,0.0120003,All
3.75298,0.020065,18.5208,0.0490153,16.3025,0.0110065,22.9613,0.0520015,All
4.13863,0.0401299,20.8889,0.0718891,20.5208,0.00183442,24.8958,0.072002,All
4.52428,0.140455,23.257,0.107834,24.7391,0.00550326,26.8303,0.108003,All
4.90994,0.441429,25.625,0.0751568,28.9574,0,28.7647,0.128004,All
5.29559,0.341104,27.9931,0.0359446,33.1757,0,30.6992,0.0680019,All
5.68124,0.361169,30.3612,0.0130707,37.3939,0,32.6337,0.0200006,All
6.06689,0.441429,32.7292,0,41.6122,0,34.5681,0.0120003,All
6.45254,0.461494,35.0973,0,45.8305,0,36.5026,0,All
6.8382,0.180585,37.4653,0.00653537,50.0488,0.00183442,38.4371,0.00800022,All
