simulations, -2LL
1000,596.54
2000,596.219
3000,596.448
4000,596.267
5000,596.265
6000,596.006
7000,596.169
8000,596.14
9000,595.738
10000,595.742
11000,595.715
12000,595.747
13000,595.869
14000,595.931
15000,595.969
16000,596.043
17000,596.106
18000,596.148
19000,596.194
20000,596.16
21000,596.14
22000,596.191
23000,596.206
24000,596.181
25000,596.175
26000,596.22
27000,596.237
28000,596.211
29000,596.223
30000,596.231
