iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a
2699,-132.039,1,10.2669,41.9792,10.669,50.2468,0.269141,0.226771,0.662145,1.06584e-07,0.0595774
2700,-135.42,1,10.2776,40.9152,11.001,50.2468,0.261642,0.217289,0.674277,1.04221e-07,0.0591834
2701,-121.821,1,10.2943,41.7601,11.1761,50.2468,0.262788,0.219355,0.649707,1.02269e-07,0.0639191
2702,-129.704,1,10.3036,42.2518,11.052,50.2468,0.265734,0.238697,0.641258,9.03123e-08,0.0617228
2703,-138.695,1,10.2866,42.0124,10.4273,50.2468,0.264904,0.241749,0.644384,7.43123e-08,0.0604706
2704,-141.973,1,10.2899,41.6761,10.8164,50.2468,0.260962,0.246029,0.709066,6.693e-08,0.0595028
2705,-141.236,1,10.2651,41.5889,10.5876,50.2468,0.262243,0.244145,0.712263,6.71206e-08,0.0596918
2706,-135.724,1,10.2668,41.7979,10.2739,50.2468,0.261175,0.274917,0.705792,6.52165e-08,0.060747
2707,-139.744,1,10.2596,42.4566,10.6278,50.2468,0.261448,0.259265,0.655797,6.18929e-08,0.0611003
2708,-141.107,1,10.2451,42.1175,10.4439,50.2468,0.264748,0.260173,0.636673,6.29503e-08,0.0606382
2709,-132.757,1,10.2426,41.9021,10.8271,50.2468,0.261206,0.262569,0.681023,6.73853e-08,0.0621341
2710,-130.619,1,10.2164,42.1064,9.86164,50.2468,0.262084,0.269291,0.633179,6.59991e-08,0.063428
2711,-135.358,1,10.2344,42.5611,10.0229,50.2468,0.260483,0.273757,0.616811,5.87101e-08,0.0630927
2712,-137.951,1,10.2675,42.776,9.94616,50.2468,0.260512,0.254177,0.6205,6.24939e-08,0.0622979
2713,-137.327,1,10.2774,42.701,9.99096,50.2468,0.259114,0.240611,0.628973,6.4383e-08,0.0626548
2714,-136.704,1,10.2777,42.4451,10.2566,50.2468,0.265533,0.229829,0.645259,7.09987e-08,0.0619303
2715,-142.638,1,10.2721,42.3736,10.5615,50.2468,0.262257,0.256994,0.659672,6.38167e-08,0.0599166
2716,-140.344,1,10.2306,41.5966,10.4723,50.2468,0.261506,0.22481,0.678038,6.35289e-08,0.0616509
2717,-142.031,1,10.2265,41.4655,10.7223,50.2468,0.264205,0.251264,0.714287,5.61399e-08,0.060668
2718,-136.042,1,10.2273,41.6564,10.5785,50.2468,0.267356,0.247151,0.687573,5.81215e-08,0.062664
2719,-143.662,1,10.2453,40.1945,11.385,50.2468,0.25828,0.256001,0.786585,4.81913e-08,0.0606858
2720,-147.151,1,10.2772,40.3861,11.6812,50.2468,0.263845,0.263342,0.752874,4.55998e-08,0.0600246
2721,-133.031,1,10.2536,40.7088,11.6214,50.2468,0.258554,0.242368,0.803375,5.05469e-08,0.0639989
2722,-132.847,1,10.2647,40.682,11.7921,50.2468,0.259061,0.239978,0.730992,5.19478e-08,0.0647649
2723,-129.046,1,10.2032,40.3404,11.6716,50.2468,0.258099,0.243837,0.725605,5.37948e-08,0.0656779
2724,-120.534,1,10.2712,40.4283,11.4775,50.2468,0.259233,0.251793,0.763636,6.38475e-08,0.0661112
2725,-125.723,1,10.2926,40.663,11.0784,50.2468,0.259344,0.240112,0.769312,6.50725e-08,0.0645425
2726,-137.36,1,10.2423,41.0868,11.3622,50.2468,0.261403,0.254324,0.72941,5.37579e-08,0.0623524
2727,-142.609,1,10.2443,41.3838,10.6241,50.2468,0.261455,0.243325,0.702493,5.38889e-08,0.0613755
2728,-138.761,1,10.235,40.7636,11.0724,50.2468,0.259868,0.241671,0.738139,5.3519e-08,0.0623473
2729,-139.63,1,10.2267,40.2501,11.4104,50.2468,0.260969,0.233314,0.764649,4.37564e-08,0.0638753
2730,-134.361,1,10.2865,41.6208,11.3516,50.2468,0.258834,0.232505,0.753022,4.48454e-08,0.0656759
2731,-137.532,1,10.2587,40.6042,12.2485,50.2468,0.26344,0.233167,0.723434,4.53028e-08,0.0646893
2732,-143.349,1,10.2965,40.2872,12.0618,50.2468,0.26073,0.229732,0.732658,4.37976e-08,0.0631838
2733,-143.727,1,10.2271,39.7017,11.511,50.2468,0.266179,0.224062,0.741616,4.55187e-08,0.0626346
2734,-144.875,1,10.2871,40.1305,11.7884,50.2468,0.258671,0.215098,0.78428,4.0535e-08,0.0634478
2735,-146.554,1,10.2838,40.9698,11.5612,50.2468,0.254865,0.225705,0.739676,3.78363e-08,0.0637646
2736,-152.706,1,10.2733,41.3174,11.9564,50.2468,0.264632,0.220157,0.757778,3.03379e-08,0.0634334
2737,-145.466,1,10.2744,41.5868,10.9695,50.2468,0.265433,0.230935,0.735663,3.36582e-08,0.0646805
2738,-146.516,1,10.2868,41.3839,11.4144,50.2468,0.26074,0.235941,0.752531,3.33354e-08,0.0641718
2739,-147.672,1,10.309,41.6636,10.9718,50.2468,0.262569,0.254428,0.692982,3.00114e-08,0.0647714
2740,-154.112,1,10.2747,41.1451,11.009,50.2468,0.262699,0.227256,0.736699,3.16658e-08,0.0626131
2741,-161.196,1,10.2694,41.6844,11.3581,50.2468,0.261101,0.232156,0.754488,2.95112e-08,0.0606216
2742,-163.73,1,10.3074,41.5282,11.637,50.2468,0.256236,0.220337,0.728843,2.50316e-08,0.062232
2743,-168.672,1,10.3346,40.3557,11.8291,50.2468,0.264423,0.240422,0.765483,2.43611e-08,0.0594198
2744,-167.275,1,10.3289,40.4275,11.5148,50.2468,0.262225,0.239733,0.708274,2.28851e-08,0.06119
2745,-171.287,1,10.3308,40.9785,11.9776,50.2468,0.262395,0.24571,0.722339,2.20649e-08,0.0598508
2746,-162.633,1,10.2644,40.9546,11.3154,50.2468,0.263526,0.241153,0.742021,2.47049e-08,0.0614748
2747,-165.703,1,10.2654,41.5275,10.9245,50.2468,0.262794,0.238798,0.683952,2.44715e-08,0.0614207
2748,-160.322,1,10.2791,41.5217,10.8535,50.2468,0.262225,0.214922,0.656287,2.42511e-08,0.0646372
2749,-157.013,1,10.2157,41.5882,10.8778,50.2468,0.261608,0.238674,0.679238,2.51911e-08,0.0641049
2750,-150.555,1,10.2273,40.8411,11.278,50.2468,0.265771,0.228303,0.697907,2.66936e-08,0.0657547
2751,-163.443,1,10.2741,41.7733,11.0731,50.2468,0.260501,0.226569,0.705369,2.24191e-08,0.0632274
2752,-158.46,1,10.2907,41.6677,11.4587,50.2468,0.263916,0.221026,0.767272,2.21781e-08,0.0643097
2753,-165.686,1,10.2444,41.5221,11.3657,50.2468,0.264737,0.222798,0.694531,2.01804e-08,0.0636089
2754,-169.13,1,10.299,41.8632,11.1172,50.2468,0.264785,0.242933,0.719777,2.00445e-08,0.061433
2755,-171.857,1,10.3251,41.9447,11.5114,50.2468,0.263435,0.253678,0.720991,1.74476e-08,0.0614464
2756,-175.993,1,10.3295,41.6231,11.2853,50.2468,0.260958,0.244998,0.704862,1.73944e-08,0.0607535
2757,-181.037,1,10.2824,40.9728,11.5287,50.2468,0.264005,0.246723,0.722242,1.54288e-08,0.059846
2758,-180.418,1,10.309,40.6321,11.6079,50.2468,0.261885,0.244011,0.694836,1.52076e-08,0.0606752
2759,-179.259,1,10.2632,40.3684,11.6699,50.2468,0.265558,0.242801,0.739411,1.51467e-08,0.0604478
2760,-173.99,1,10.2879,40.4508,11.0102,50.2468,0.261498,0.233253,0.732723,1.77225e-08,0.0612976
2761,-168.84,1,10.2729,40.1439,11.7436,50.2468,0.266466,0.255276,0.758694,1.59595e-08,0.0626062
2762,-168.442,1,10.2838,40.2452,11.7765,50.2468,0.262957,0.265903,0.728744,1.49012e-08,0.0640143
2763,-104.593,1,10.27,40.1419,11.9354,50.2468,0.268351,0.242261,0.728672,1.50622e-07,0.0638554
2764,-98.7678,1,10.292,40.48,11.7362,50.2468,0.262852,0.262464,0.735796,1.68999e-07,0.0640774
2765,-100.366,1,10.2964,40.3565,11.6795,50.2468,0.257751,0.24634,0.764593,1.76868e-07,0.063538
2766,-115.188,1,10.2318,39.7989,11.5034,50.2468,0.252463,0.241525,0.689811,1.71242e-07,0.0603443
2767,-107.338,1,10.2944,40.6783,11.4988,50.2468,0.252835,0.261149,0.671711,1.80302e-07,0.0619113
2768,-113.98,1,10.2702,41.3269,11.4041,50.2468,0.256401,0.256626,0.689457,1.3774e-07,0.0619964
2769,-115.031,1,10.2233,41.8697,10.5687,50.2468,0.265448,0.265071,0.651171,1.46832e-07,0.0609977
2770,-115.39,1,10.2251,41.257,10.894,50.2468,0.263169,0.261871,0.635389,1.42274e-07,0.0615696
2771,-119.786,1,10.227,41.0987,10.6202,50.2468,0.257264,0.241097,0.644002,1.29183e-07,0.0618524
2772,-121.324,1,10.2208,41.6161,10.5901,50.2468,0.259064,0.233349,0.64098,1.33274e-07,0.061352
2773,-121.391,1,10.2084,42.2322,10.3317,50.2468,0.268039,0.207078,0.634651,1.16721e-07,0.0634034
2774,-114.67,1,10.2319,42.4613,10.0429,50.2468,0.264549,0.224965,0.622341,1.15014e-07,0.0653238
2775,-120.661,1,10.2797,42.5166,10.4829,50.2468,0.26722,0.207186,0.607932,9.15509e-08,0.0663792
2776,-119.952,1,10.2935,41.7639,10.7338,50.2468,0.261895,0.227386,0.653317,9.33628e-08,0.0650456
2777,-132.715,1,10.2823,41.7302,11.2969,50.2468,0.263666,0.217125,0.683644,8.45952e-08,0.0616905
2778,-129.611,1,10.339,42.0265,10.7087,50.2468,0.263734,0.225933,0.714517,7.64365e-08,0.0628534
2779,-132.054,1,10.3096,41.4704,10.8353,50.2468,0.261421,0.228713,0.654454,7.66025e-08,0.0628073
2780,-127.747,1,10.2865,41.2224,10.8774,50.2468,0.263268,0.235243,0.662217,7.86032e-08,0.0635541
2781,-133.009,1,10.3071,41.2818,10.831,50.2468,0.263762,0.228235,0.654662,6.90385e-08,0.0633846
2782,-134.704,1,10.3421,41.8747,11.3833,50.2468,0.27305,0.209254,0.664569,6.29639e-08,0.0640234
2783,-136.905,1,10.3561,42.4996,11.1786,50.2468,0.26948,0.22101,0.639088,6.23457e-08,0.0633627
2784,-137.046,1,10.2745,42.2714,11.229,50.2468,0.2668,0.227481,0.660597,6.41783e-08,0.0625732
2785,-144.426,1,10.2112,42.1375,10.5759,50.2468,0.2668,0.220636,0.650637,5.60043e-08,0.061833
2786,-143.865,1,10.2581,42.1418,10.6938,50.2468,0.261381,0.215972,0.653306,5.71628e-08,0.0621708
2787,-138.851,1,10.2933,41.5054,10.9211,50.2468,0.260801,0.230319,0.633202,5.93839e-08,0.0631771
2788,-138.736,1,10.3325,42.7894,10.6841,50.2468,0.263057,0.224369,0.661052,6.03831e-08,0.0628274
2789,-140.857,1,10.3112,42.6815,10.8243,50.2468,0.267217,0.227073,0.624993,6.69225e-08,0.0614665
2790,-138.053,1,10.3551,43.0368,10.6538,50.2468,0.2663,0.230315,0.626072,6.94054e-08,0.0619276
2791,-132.339,1,10.2563,42.7246,10.5875,50.2468,0.264887,0.245456,0.619701,7.12496e-08,0.0631103
2792,-123.414,1,10.2815,42.4613,10.5353,50.2468,0.260761,0.244072,0.642139,7.36639e-08,0.0656568
2793,-126.852,1,10.3273,42.4969,10.3937,50.2468,0.26508,0.260566,0.59695,7.71166e-08,0.0639793
2794,-132.431,1,10.2707,43.2223,10.1812,50.2468,0.265689,0.260497,0.604791,7.15386e-08,0.0626933
2795,-127.239,1,10.2962,41.7312,10.11,50.2468,0.265791,0.287447,0.606654,6.47675e-08,0.0643885
2796,-128.417,1,10.3363,42.0188,10.7199,50.2468,0.261118,0.29825,0.64839,7.26018e-08,0.0621561
2797,-131.411,1,10.2876,42.0164,10.69,50.2468,0.257268,0.275946,0.637089,7.39732e-08,0.0620161
2798,-136.311,1,10.2818,41.7103,10.637,50.2468,0.258531,0.268116,0.622092,6.92488e-08,0.0614642
2799,-148.543,1,10.2809,41.724,11.0876,50.2468,0.261179,0.246618,0.678933,5.63121e-08,0.0593148
2800,-142.761,1,10.284,42.191,10.8299,50.2468,0.264899,0.235118,0.667411,6.13423e-08,0.0608184
2801,-139.593,1,10.3138,42.1609,11.0251,50.2468,0.261868,0.238274,0.675379,6.1022e-08,0.061754
2802,-133.663,1,10.2649,41.4547,11.2007,50.2468,0.257796,0.262547,0.70656,7.37156e-08,0.0608275
2803,-127.806,1,10.2552,42.0561,10.8504,50.2468,0.261387,0.234282,0.722552,8.25173e-08,0.0623914
2804,-129.508,1,10.3024,42.1121,10.7265,50.2468,0.264643,0.222607,0.698095,8.3211e-08,0.0624278
2805,-124.782,1,10.2972,41.5277,11.0377,50.2468,0.263743,0.244684,0.692785,9.49392e-08,0.0620052
2806,-120.067,1,10.2663,41.7402,10.7809,50.2468,0.259721,0.254923,0.65482,1.01335e-07,0.0632282
2807,-120.974,1,10.3097,42.1597,11.1226,50.2468,0.268257,0.244549,0.680426,1.0032e-07,0.0627552
2808,-122.382,1,10.3602,41.8588,11.0311,50.2468,0.268585,0.258132,0.656058,8.33883e-08,0.0638238
2809,-130.729,1,10.322,41.2932,11.4098,50.2468,0.26525,0.260485,0.682655,7.60866e-08,0.0616035
2810,-129.252,1,10.3532,42.1402,10.9326,50.2468,0.269551,0.259075,0.656018,7.9673e-08,0.0619261
2811,-137.097,1,10.3067,41.9721,10.5952,50.2468,0.269974,0.241807,0.671537,7.00122e-08,0.0609683
2812,-138.639,1,10.3314,42.2002,11.0009,50.2468,0.272376,0.230789,0.673839,7.23163e-08,0.060498
2813,-131.281,1,10.3344,42.4656,11.2771,50.2468,0.278601,0.22447,0.696966,6.33437e-08,0.0638213
2814,-146.45,1,10.2994,41.4887,11.4003,50.2468,0.271527,0.212981,0.690082,5.40881e-08,0.0611284
2815,-138.815,1,10.2788,41.5651,11.2489,50.2468,0.263273,0.226929,0.694867,5.55185e-08,0.0630027
2816,-140.215,1,10.3257,41.4095,11.0983,50.2468,0.263077,0.216604,0.713927,5.43658e-08,0.0629223
2817,-122.586,1,10.2522,42.0018,10.7096,50.2468,0.272147,0.216157,0.784111,5.58493e-08,0.0674559
2818,-134.278,1,10.217,41.8059,10.5936,50.2468,0.264023,0.201779,0.721491,5.51747e-08,0.0652971
2819,-134.558,1,10.253,42.326,10.7083,50.2468,0.26402,0.211606,0.702928,5.50061e-08,0.0650271
2820,-121.959,1,10.2953,42.0757,10.9602,50.2468,0.261696,0.229921,0.758814,6.14028e-08,0.066847
2821,-118.11,1,10.3293,40.5741,11.2707,50.2468,0.254854,0.222426,0.774023,6.69959e-08,0.0677309
2822,-127.886,1,10.3439,40.2436,11.5507,50.2468,0.262621,0.245823,0.738911,6.18512e-08,0.0643337
2823,-131.88,1,10.2699,40.6638,11.3303,50.2468,0.264115,0.236466,0.70332,6.49237e-08,0.0633228
2824,-123.843,1,10.2893,40.2839,11.3098,50.2468,0.264769,0.24419,0.715889,6.35444e-08,0.0657333
2825,-135.979,1,10.2934,41.5205,10.8748,50.2468,0.259543,0.23125,0.729761,6.35561e-08,0.0622039
2826,-134.033,1,10.2964,41.7753,11.1874,50.2468,0.259004,0.227527,0.75728,5.84849e-08,0.0634311
2827,-136.254,1,10.3262,41.282,11.1643,50.2468,0.257813,0.235096,0.774507,4.88117e-08,0.0639033
2828,-143.334,1,10.2852,41.1353,11.5668,50.2468,0.257517,0.244719,0.800227,4.07611e-08,0.0625731
2829,-149.878,1,10.298,41.2092,11.4435,50.2468,0.255251,0.249887,0.756988,4.16581e-08,0.060668
2830,-146.142,1,10.2991,41.3607,11.3904,50.2468,0.263021,0.243433,0.711283,3.89757e-08,0.0629983
2831,-139.917,1,10.3071,41.5247,11.5498,50.2468,0.26913,0.242636,0.71665,4.32735e-08,0.0638356
2832,-146.497,1,10.3457,41.2668,11.0848,50.2468,0.263386,0.266962,0.746184,3.58067e-08,0.0623638
2833,-149.187,1,10.2714,40.576,10.7192,50.2468,0.262761,0.260635,0.738241,3.83789e-08,0.0612068
2834,-150.281,1,10.2883,41.4863,11.0105,50.2468,0.25972,0.251307,0.726902,4.34409e-08,0.0603262
2835,-145.468,1,10.2894,42.2413,10.9754,50.2468,0.262539,0.259579,0.695682,4.06029e-08,0.0624765
2836,-152.147,1,10.2356,41.1399,10.6478,50.2468,0.269497,0.25862,0.756363,4.13699e-08,0.0592523
2837,-151.788,1,10.2098,41.2375,10.723,50.2468,0.266721,0.251461,0.751773,4.0763e-08,0.0598786
2838,-151.52,1,10.1923,40.9671,10.6495,50.2468,0.261384,0.263752,0.816383,3.74861e-08,0.0597339
2839,-148.359,1,10.192,40.4925,10.8278,50.2468,0.264301,0.259699,0.746271,3.71226e-08,0.0616528
2840,-145.114,1,10.2202,40.4623,10.7669,50.2468,0.267557,0.265241,0.778189,3.81759e-08,0.061767
2841,-147.831,1,10.2823,41.3016,11.2419,50.2468,0.264287,0.256935,0.756499,3.40378e-08,0.0625836
2842,-144.154,1,10.281,41.3685,11.2559,50.2468,0.265099,0.275607,0.757648,3.27153e-08,0.0634681
2843,-147.945,1,10.2609,40.5738,11.338,50.2468,0.266294,0.271567,0.816962,3.03207e-08,0.0623263
2844,-143.072,1,10.2651,40.8752,11.6353,50.2468,0.270474,0.268589,0.816242,3.62253e-08,0.0622576
2845,-139.967,1,10.2202,39.7675,11.8752,50.2468,0.270121,0.256564,0.776925,3.94943e-08,0.0633655
2846,-142.192,1,10.2193,40.1325,11.7042,50.2468,0.267698,0.255403,0.778677,3.91851e-08,0.0628108
2847,-153.078,1,10.2519,40.2805,11.3965,50.2468,0.25996,0.241923,0.738575,3.18875e-08,0.0623885
2848,-160.112,1,10.2359,41.5116,10.9287,50.2468,0.263742,0.270755,0.686418,3.26284e-08,0.0594743
2849,-161.368,1,10.2701,41.3687,10.9402,50.2468,0.262976,0.266409,0.704208,3.19726e-08,0.0592057
2850,-163.373,1,10.272,41.911,10.878,50.2468,0.261825,0.259874,0.697298,3.19511e-08,0.0589313
2851,-162.573,1,10.2761,41.4471,10.7911,50.2468,0.265522,0.245733,0.715294,3.45316e-08,0.0586514
2852,-158.668,1,10.2652,41.5107,11.1872,50.2468,0.267411,0.242438,0.708535,3.21323e-08,0.0606288
2853,-157.345,1,10.2644,41.8828,11.065,50.2468,0.266394,0.238021,0.707764,3.13471e-08,0.0614773
2854,-155.174,1,10.2241,41.6954,10.6088,50.2468,0.267119,0.238422,0.714367,3.16794e-08,0.061957
2855,-151.509,1,10.2536,41.6284,10.7232,50.2468,0.261274,0.248444,0.696755,3.03905e-08,0.0635896
2856,-157.769,1,10.2827,42.8608,10.1828,50.2468,0.264476,0.25075,0.672914,2.78553e-08,0.0624583
2857,-155.401,1,10.2449,41.9191,10.5068,50.2468,0.26688,0.238526,0.68819,2.83693e-08,0.0632352
2858,-152.334,1,10.2553,42.7606,9.83176,50.2468,0.263941,0.240431,0.655689,2.86388e-08,0.0646488
2859,-156.942,1,10.282,42.691,9.90574,50.2468,0.26328,0.239045,0.628854,2.6809e-08,0.0641932
2860,-159.818,1,10.2768,42.7911,10.5062,50.2468,0.27053,0.229799,0.598474,2.69458e-08,0.063764
2861,-151.663,1,10.3249,43.1248,10.7245,50.2468,0.269771,0.234799,0.639321,2.79316e-08,0.0653702
2862,-154.571,1,10.3064,42.2997,10.4261,50.2468,0.260948,0.236286,0.598785,2.51874e-08,0.0662531
2863,-158.023,1,10.3336,41.4857,11.4861,50.2468,0.264614,0.261968,0.692883,2.35073e-08,0.063257
2864,-166.983,1,10.3094,41.9098,10.7349,50.2468,0.262528,0.256562,0.642487,2.01975e-08,0.0626695
2865,-161.76,1,10.2807,42.1857,10.3992,50.2468,0.260571,0.260913,0.698438,1.91999e-08,0.064003
2866,-170.366,1,10.3222,42.4458,10.8577,50.2468,0.260763,0.250335,0.64645,2.30061e-08,0.060639
2867,-165.87,1,10.295,42.3278,10.8807,50.2468,0.264887,0.238445,0.631065,2.46634e-08,0.0619625
2868,-172.066,1,10.3257,42.3699,10.7865,50.2468,0.265633,0.235673,0.674444,2.26725e-08,0.0602279
2869,-166.883,1,10.3007,42.4967,10.5468,50.2468,0.269851,0.223396,0.666816,2.33836e-08,0.0620406
2870,-169.203,1,10.3008,42.0862,10.5417,50.2468,0.262948,0.230894,0.695845,2.47959e-08,0.0603346
2871,-159.091,1,10.2618,41.5261,10.4484,50.2468,0.266323,0.236451,0.664824,2.5857e-08,0.0632936
2872,-149.98,1,10.2635,41.51,11.0606,50.2468,0.267093,0.235825,0.694665,2.90473e-08,0.0648342
2873,-149.648,1,10.208,40.978,11.531,50.2468,0.262614,0.216264,0.686813,2.95402e-08,0.0658815
2874,-163.216,1,10.2776,41.9268,11.2623,50.2468,0.263606,0.21892,0.731056,2.39373e-08,0.062579
2875,-173.701,1,10.302,41.8449,10.8739,50.2468,0.265215,0.253003,0.709677,2.01921e-08,0.0596784
2876,-172.604,1,10.2855,42.8075,10.8272,50.2468,0.264082,0.244719,0.700996,1.91989e-08,0.060905
2877,-170.344,1,10.26,42.6,10.4519,50.2468,0.265785,0.245517,0.72737,1.9943e-08,0.0608702
2878,-165.993,1,10.3171,42.3505,10.6411,50.2468,0.263189,0.247896,0.741112,1.85034e-08,0.0627792
2879,-170.196,1,10.3229,43.0361,10.263,50.2468,0.26284,0.239535,0.699612,2.04827e-08,0.0613452
2880,-167.896,1,10.3426,43.1636,10.575,50.2468,0.263762,0.244366,0.676104,1.90454e-08,0.0628447
2881,-182.063,1,10.2887,43.3674,10.0264,50.2468,0.260727,0.230766,0.645295,1.61528e-08,0.0608095
2882,-183.992,1,10.2952,43.3474,9.99635,50.2468,0.256489,0.235063,0.671797,1.49012e-08,0.0610304
2883,-111.773,1,10.2788,42.8481,10.6991,50.2468,0.261983,0.229941,0.701406,1.73466e-07,0.061271
2884,-106.78,1,10.2961,42.3048,10.3431,50.2468,0.256201,0.229242,0.770116,1.76049e-07,0.0621299
2885,-106.184,1,10.2552,42.3237,10.5419,50.2468,0.264361,0.231497,0.701938,1.90878e-07,0.0620573
2886,-113.817,1,10.2614,42.0263,10.9929,50.2468,0.269244,0.232038,0.6673,1.61685e-07,0.0613672
2887,-120.555,1,10.2493,41.5187,10.9883,50.2468,0.261007,0.220345,0.668291,1.45678e-07,0.060876
2888,-121.616,1,10.2178,41.327,11.0701,50.2468,0.263436,0.225269,0.69203,1.45436e-07,0.0599729
2889,-115.155,1,10.2243,40.7935,10.9117,50.2468,0.264866,0.232951,0.762471,1.5021e-07,0.0605228
2890,-125.035,1,10.1896,42.0574,10.4018,50.2468,0.260525,0.235489,0.722519,1.27172e-07,0.0594135
2891,-122.339,1,10.2385,42.0454,10.6327,50.2468,0.258541,0.242831,0.741054,1.24077e-07,0.0600453
2892,-118.933,1,10.2837,41.5916,10.6773,50.2468,0.262753,0.25161,0.733819,1.12655e-07,0.0616095
2893,-118.472,1,10.2965,41.0395,11.1427,50.2468,0.257874,0.269278,0.776463,1.06182e-07,0.0613407
2894,-118.108,1,10.2424,40.8787,10.7823,50.2468,0.256303,0.254705,0.728154,9.80815e-08,0.0633253
2895,-129.193,1,10.2158,40.583,11.082,50.2468,0.263473,0.240868,0.6895,9.55264e-08,0.0607325
2896,-133.707,1,10.2356,40.625,11.2295,50.2468,0.260743,0.237835,0.689869,8.99228e-08,0.0600438
2897,-129.085,1,10.24,40.4262,11.2596,50.2468,0.265448,0.226662,0.699069,9.26469e-08,0.0613915
2898,-124.846,1,10.2998,40.4167,11.7168,50.2468,0.261267,0.226717,0.704688,8.6286e-08,0.0634868
2899,-131.677,1,10.2234,41.7274,10.4711,50.2468,0.268874,0.203172,0.697337,7.28804e-08,0.0636383
2900,-129.539,1,10.2198,41.5405,10.7177,50.2468,0.262042,0.207495,0.699482,7.44674e-08,0.0641641
2901,-137.975,1,10.245,42.443,10.633,50.2468,0.26668,0.22114,0.680005,6.54904e-08,0.0620854
2902,-132.597,1,10.206,41.2768,11.0579,50.2468,0.252483,0.219996,0.778159,5.77048e-08,0.0643315
2903,-132.492,1,10.2748,41.1217,10.7457,50.2468,0.257357,0.245468,0.761425,5.85043e-08,0.0632436
2904,-137.96,1,10.2925,41.9737,10.7113,50.2468,0.263236,0.259569,0.694216,4.79806e-08,0.0634004
2905,-138.834,1,10.3241,40.8165,11.5441,50.2468,0.259863,0.261642,0.729518,5.48926e-08,0.0614842
2906,-135.648,1,10.3787,41.24,11.6403,50.2468,0.254445,0.246224,0.685406,5.39337e-08,0.0640057
2907,-140.108,1,10.3709,40.8627,11.9945,50.2468,0.257333,0.240394,0.725896,5.09959e-08,0.0626391
2908,-136.747,1,10.2582,40.2997,11.2939,50.2468,0.255315,0.237164,0.738051,4.96529e-08,0.0640386
2909,-141.176,1,10.2422,40.6363,11.2747,50.2468,0.259778,0.244112,0.678296,5.06308e-08,0.0627491
2910,-135.367,1,10.3587,40.9024,10.9753,50.2468,0.268989,0.259209,0.708232,4.97725e-08,0.0635461
2911,-151.14,1,10.3093,41.7112,11.1399,50.2468,0.264422,0.24915,0.669514,4.77657e-08,0.0598644
2912,-150.089,1,10.2701,40.9392,11.2859,50.2468,0.265969,0.245886,0.675005,4.62759e-08,0.0604648
2913,-149.622,1,10.2837,40.3231,11.1697,50.2468,0.261761,0.236437,0.728841,3.92213e-08,0.0618964
2914,-148.414,1,10.2545,40.75,11.473,50.2468,0.259565,0.246514,0.787204,3.47409e-08,0.0623868
2915,-149.366,1,10.2644,41.432,11.5769,50.2468,0.264507,0.235005,0.77381,3.31746e-08,0.062919
2916,-158.476,1,10.3126,41.5081,11.6108,50.2468,0.258621,0.233479,0.792009,2.3416e-08,0.0631836
2917,-160.948,1,10.3247,40.8031,11.9549,50.2468,0.256285,0.237348,0.800206,2.47469e-08,0.0617153
2918,-163.497,1,10.264,41.2995,11.3428,50.2468,0.259274,0.222358,0.814328,2.45659e-08,0.0612887
2919,-163.097,1,10.28,40.9964,10.9176,50.2468,0.262646,0.221984,0.780587,2.19735e-08,0.0627073
2920,-162.577,1,10.3054,42.4939,11.1976,50.2468,0.266281,0.227317,0.714486,2.10462e-08,0.0637462
2921,-166.247,1,10.3185,41.8883,10.8906,50.2468,0.26812,0.248359,0.724484,1.77229e-08,0.0631123
2922,-169.849,1,10.2946,41.8904,10.7608,50.2468,0.267091,0.251265,0.706866,1.6642e-08,0.0626643
2923,-165.293,1,10.2981,41.2151,11.2667,50.2468,0.265597,0.237243,0.749322,1.7591e-08,0.0636956
2924,-165.477,1,10.2573,41.4085,10.6558,50.2468,0.267754,0.24284,0.735219,1.66583e-08,0.0640264
2925,-168.812,1,10.3083,41.0174,11.957,50.2468,0.261911,0.225894,0.767935,1.7164e-08,0.0631163
2926,-159.984,1,10.3262,40.0879,11.625,50.2468,0.260777,0.249441,0.736741,2.11365e-08,0.0636131
2927,-162.467,1,10.2918,40.1737,11.7725,50.2468,0.267143,0.251562,0.806749,1.70197e-08,0.0636559
2928,-164.35,1,10.318,40.0945,11.8641,50.2468,0.260337,0.25569,0.78463,1.55712e-08,0.0642062
2929,-169.373,1,10.2911,40.3193,11.0619,50.2468,0.26126,0.257602,0.745251,1.49012e-08,0.0638256
2930,-80.5118,1,10.2225,40.0682,11.5519,50.2468,0.267728,0.259993,0.735714,2.91122e-07,0.0650125
2931,-88.3636,1,10.2831,40.6163,11.4091,50.2468,0.265846,0.259525,0.757447,3.10976e-07,0.0616276
2932,-85.445,1,10.2434,40.8951,10.7598,50.2468,0.258398,0.227988,0.685992,3.33341e-07,0.0643071
2933,-88.9026,1,10.2623,41.3234,10.8195,50.2468,0.257545,0.238866,0.707346,3.34726e-07,0.0624441
2934,-85.6836,1,10.2335,41.1267,11.1766,50.2468,0.263855,0.224529,0.680758,3.79239e-07,0.0630491
2935,-79.9742,1,10.2774,41.0197,11.893,50.2468,0.264263,0.236129,0.7642,4.16859e-07,0.0625161
