simulations,OFV
500,960.887
1000,962.655
1500,962.366
2000,963.036
2500,962.966
3000,963.564
3500,962.537
4000,962.312
4500,963.053
5000,963.211
5500,963.166
6000,962.578
6500,961.656
7000,962.047
7500,961.53
8000,961.741
8500,961.796
9000,961.594
9500,961.056
10000,960.823
10500,960.964
11000,960.939
11500,961.044
12000,960.995
12500,961.088
13000,960.164
13500,959.592
14000,959.79
14500,959.696
15000,959.741
15500,959.796
16000,959.808
16500,959.747
17000,959.853
17500,959.834
18000,959.85
18500,959.942
19000,959.958
19500,960.018
20000,960.025
20500,959.649
21000,959.685
21500,959.739
22000,959.724
22500,959.818
23000,959.762
23500,959.654
24000,959.734
24500,959.842
25000,959.896
25500,959.533
26000,959.53
26500,959.584
27000,959.626
27500,959.522
28000,959.669
28500,959.638
29000,959.631
29500,959.665
30000,959.711
