pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.51618,0.0302998,-4.17475,0.00170563,-1.40122,0.0268938,All
-1.13802,0,-4.05086,0,-0.975163,0.107575,All
-0.759851,0.121199,-3.92698,0,-0.549105,0.77992,All
-0.381686,0.363597,-3.80309,0.00170563,-0.123046,0.833708,All
-0.00351983,0.939293,-3.6792,0.00170563,0.303012,0.430301,All
0.374646,1.18169,-3.55531,0.00170563,0.729071,0.134469,All
0.752812,0.0908993,-3.43142,0.0051169,1.15513,0.0806814,All
1.13098,0.0908993,-3.30753,0,1.58119,0.0806814,All
1.50914,0.0302998,-3.18364,0.00170563,2.00725,0.0806814,All
1.88731,0.0605995,-3.05975,0.0119394,2.43331,0.0268938,All
,,-2.93586,0.00682254,,,All
,,-2.81197,0.0102338,,,All
,,-2.68808,0.0136451,,,All
,,-2.5642,0.018762,,,All
,,-2.44031,0.0102338,,,All
,,-2.31642,0.018762,,,All
,,-2.19253,0.0153507,,,All
,,-2.06864,0.0272901,,,All
,,-1.94475,0.0307014,,,All
,,-1.82086,0.0528747,,,All
,,-1.69697,0.0801648,,,All
,,-1.57308,0.0784592,,,All
,,-1.44919,0.109161,,,All
,,-1.3253,0.150096,,,All
,,-1.20141,0.191031,,,All
,,-1.07753,0.218321,,,All
,,-0.953636,0.255845,,,All
,,-0.829747,0.320659,,,All
,,-0.705858,0.344538,,,All
,,-0.581969,0.358183,,,All
,,-0.45808,0.385473,,,All
,,-0.334191,0.450287,,,All
,,-0.210302,0.405941,,,All
,,-0.0864125,0.443465,,,All
,,0.0374766,0.421292,,,All
,,0.161366,0.356478,,,All
,,0.285255,0.349655,,,All
,,0.409144,0.370123,,,All
,,0.533033,0.334304,,,All
,,0.656922,0.305308,,,All
,,0.780811,0.271196,,,All
,,0.904701,0.252434,,,All
,,1.02859,0.2422,,,All
,,1.15248,0.233672,,,All
,,1.27637,0.172269,,,All
,,1.40026,0.144979,,,All
,,1.52415,0.143273,,,All
,,1.64804,0.0989268,,,All
,,1.77192,0.0835761,,,All
,,1.89581,0.0903986,,,All
,,2.0197,0.0648141,,,All
,,2.14359,0.0648141,,,All
,,2.26748,0.0614028,,,All
,,2.39137,0.0307014,,,All
,,2.51526,0.018762,,,All
,,2.63915,0.018762,,,All
,,2.76304,0.0102338,,,All
,,2.88693,0.00682254,,,All
,,3.01082,0.0051169,,,All
,,3.13471,0.00682254,,,All
,,3.25859,0.00170563,,,All
,,3.38248,0.00170563,,,All
,,3.50637,0.00170563,,,All
,,3.63026,0,,,All
,,3.75415,0,,,All
,,3.87804,0,,,All
,,4.00193,0,,,All
,,4.12582,0,,,All
,,4.24971,0,,,All
,,4.3736,0.00170563,,,All
