pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-3.05264,0.0200311,-3.78705,0.00187087,-2.24375,0.0435559,All
-2.48061,0,-3.6741,0,-1.71761,0.10889,All
-1.90858,0.0801244,-3.56115,0,-1.19146,0.283113,All
-1.33656,0.240373,-3.44821,0.00187087,-0.66532,0.457337,All
-0.764531,0.380591,-3.33526,0.0056126,-0.139176,0.392003,All
-0.192504,0.420653,-3.22231,0.00374174,0.386968,0.326669,All
0.379523,0.340529,-3.10936,0.0112252,0.913112,0.239557,All
0.95155,0.240373,-2.99642,0.0112252,1.43926,0.130668,All
1.52358,0.18028,-2.88347,0.0168378,1.9654,0.0871118,All
2.0956,0.0200311,-2.77052,0.0261922,2.49154,0.0217779,All
,,-2.65757,0.0243213,,,All
,,-2.54463,0.0224504,,,All
,,-2.43168,0.0224504,,,All
,,-2.31873,0.0374174,,,All
,,-2.20579,0.028063,,,All
,,-2.09284,0.0261922,,,All
,,-1.97989,0.028063,,,All
,,-1.86694,0.0486426,,,All
,,-1.754,0.0692221,,,All
,,-1.64105,0.0860599,,,All
,,-1.5281,0.114123,,,All
,,-1.41515,0.127219,,,All
,,-1.30221,0.157153,,,All
,,-1.18926,0.175862,,,All
,,-1.07631,0.21515,,,All
,,-0.963365,0.289985,,,All
,,-0.850418,0.318048,,,All
,,-0.73747,0.372303,,,All
,,-0.624523,0.396624,,,All
,,-0.511576,0.447137,,,All
,,-0.398628,0.467717,,,All
,,-0.285681,0.550035,,,All
,,-0.172734,0.540681,,,All
,,-0.0597863,0.469588,,,All
,,0.053161,0.520101,,,All
,,0.166108,0.475201,,,All
,,0.279056,0.404108,,,All
,,0.392003,0.389141,,,All
,,0.50495,0.338627,,,All
,,0.617898,0.28063,,,All
,,0.730845,0.239471,,,All
,,0.843792,0.173991,,,All
,,0.956739,0.153411,,,All
,,1.06969,0.147799,,,All
,,1.18263,0.102898,,,All
,,1.29558,0.099156,,,All
,,1.40853,0.0729639,,,All
,,1.52148,0.0654804,,,All
,,1.63442,0.0449008,,,All
,,1.74737,0.0411591,,,All
,,1.86032,0.0224504,,,All
,,1.97327,0.028063,,,All
,,2.08621,0.0224504,,,All
,,2.19916,0.0187087,,,All
,,2.31211,0.0187087,,,All
,,2.42505,0.0130961,,,All
,,2.538,0.00935434,,,All
,,2.65095,0.0261922,,,All
,,2.7639,0.0187087,,,All
,,2.87684,0.00935434,,,All
,,2.98979,0.0205795,,,All
,,3.10274,0.0149669,,,All
,,3.21569,0.0149669,,,All
,,3.32863,0.0149669,,,All
,,3.44158,0.0205795,,,All
,,3.55453,0.0168378,,,All
,,3.66747,0.0056126,,,All
,,3.78042,0.00748347,,,All
,,3.89337,0.00748347,,,All
,,4.00632,0.00748347,,,All
