Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,split
1.72091,3.52739e-06,2.30083e-07,7.91355,0.000110898,5.49801e-05,0.885854,0.017262,0.00329508,11.3479,4.48961e-05,2.84165e-05,All
1.89623,3.28367e-05,2.61959e-06,8.41636,0.00025618,0.000143014,1.20567,0.041039,0.0124352,12.0062,0.00010748,7.60238e-05,All
2.07155,0.000200033,1.93274e-05,8.91917,0.000534824,0.000334837,1.52549,0.0683534,0.0299168,12.6645,0.000233108,0.000183659,All
2.24687,0.000872744,0.000101315,9.42198,0.0010232,0.000715898,1.84531,0.093863,0.0559549,13.3228,0.000463843,0.000405895,All
2.42219,0.00291674,0.000404126,9.92479,0.00181458,0.00141452,2.16513,0.114679,0.089448,13.9811,0.000855728,0.000829629,All
2.59751,0.00785749,0.00129221,10.4276,0.00301157,0.00260867,2.48495,0.129856,0.128703,14.6394,0.00147674,0.00158278,All
2.77283,0.0177471,0.0034484,10.9304,0.004715,0.00452797,2.80477,0.139585,0.171926,15.2977,0.00240188,0.00284066,All
2.94815,0.034655,0.0079266,11.4332,0.00701103,0.00744964,3.12459,0.144596,0.217484,15.956,0.00370574,0.00482828,All
3.12347,0.0599424,0.0160922,11.936,0.00995852,0.0116878,3.44441,0.145787,0.264009,16.6143,0.00545362,0.00781723,All
3.29879,0.0936342,0.0294392,12.4388,0.013579,0.0175772,3.76423,0.144044,0.310423,17.2726,0.0076925,0.0121165,All
3.47411,0.134164,0.0493266,12.9416,0.0178504,0.0254524,4.08405,0.140147,0.355916,17.9309,0.0104433,0.0180578,All
3.64943,0.178591,0.076712,13.4445,0.0227063,0.0356261,4.40387,0.134743,0.399906,18.5892,0.0136958,0.0259765,All
3.82475,0.223174,0.111957,13.9473,0.0280389,0.0483664,4.72369,0.128351,0.441998,19.2475,0.0174063,0.0361905,All
4.00008,0.264108,0.154752,14.4501,0.0337071,0.0638789,5.04351,0.121374,0.481943,19.9058,0.0214997,0.048978,All
4.1754,0.298167,0.20416,14.9529,0.0395463,0.0822916,5.36333,0.114116,0.519604,20.5641,0.0258735,0.0645588,All
4.35072,0.323137,0.258768,15.4557,0.0453806,0.103647,5.68315,0.1068,0.55493,21.2224,0.0304049,0.0830779,All
4.52604,0.33797,0.316871,15.9585,0.0510342,0.127897,6.00297,0.0995899,0.587929,21.8807,0.0349595,0.104595,All
4.70136,0.342707,0.376682,16.4613,0.056342,0.15491,6.32279,0.0925972,0.618655,22.539,0.0393999,0.129081,All
4.87668,0.338249,0.436499,16.9641,0.0611586,0.184473,6.64261,0.0858976,0.647189,23.1973,0.0435943,0.156415,All
5.052,0.326061,0.494834,17.4669,0.0653643,0.216309,6.96243,0.0795384,0.673635,23.8556,0.0474237,0.186397,All
5.22732,0.307894,0.55048,17.9697,0.0688689,0.250087,7.28225,0.0735458,0.698104,24.5139,0.0507877,0.218751,All
5.40264,0.285543,0.60255,18.4726,0.0716133,0.285438,7.60207,0.0679307,0.720718,25.1722,0.0536082,0.253145,All
5.57796,0.260685,0.650457,18.9754,0.073569,0.32197,7.92189,0.0626928,0.741596,25.8305,0.0558314,0.289201,All
5.75328,0.234772,0.693895,19.4782,0.0747352,0.359287,8.24171,0.0578244,0.760858,26.4888,0.0574281,0.326515,All
5.9286,0.208982,0.732786,19.981,0.0751362,0.396997,8.56153,0.0533122,0.778621,27.1471,0.0583919,0.364672,All
6.10392,0.184213,0.767233,20.4838,0.0748164,0.434725,8.88135,0.0491397,0.794995,27.8054,0.0587377,0.403258,All
6.27924,0.161091,0.797475,20.9866,0.0738361,0.472123,9.20117,0.0452881,0.810087,28.4637,0.0584977,0.441878,All
6.45456,0.140009,0.823838,21.4894,0.0722671,0.508877,9.52099,0.0417378,0.823995,29.122,0.0577183,0.480158,All
6.62988,0.121161,0.846699,21.9922,0.0701883,0.544711,9.84081,0.0384689,0.836814,29.7803,0.0564563,0.517764,All
6.8052,0.104585,0.866455,22.495,0.0676818,0.579388,10.1606,0.0354615,0.848629,30.4386,0.0547753,0.554397,All
6.98052,0.0902057,0.883499,22.9978,0.0648297,0.612715,10.4805,0.0326964,0.859522,31.0969,0.0527426,0.589804,All
7.15584,0.0778653,0.898204,23.5007,0.0617116,0.644538,10.8003,0.0301552,0.869567,31.7553,0.050426,0.623776,All
7.33116,0.0673595,0.910909,24.0035,0.0584023,0.674742,11.1201,0.0278205,0.878833,32.4136,0.0478916,0.656148,All
7.50648,0.0584609,0.921917,24.5063,0.0549705,0.703248,11.4399,0.0256758,0.887382,33.0719,0.045202,0.686796,All
7.6818,0.0509391,0.931488,25.0091,0.0514777,0.730011,11.7597,0.0237057,0.895275,33.7302,0.042415,0.715639,All
7.85712,0.0445748,0.939846,25.5119,0.0479779,0.755014,12.0796,0.021896,0.902563,34.3885,0.0395821,0.74263,All
8.03244,0.0391691,0.947174,26.0147,0.0445171,0.778265,12.3994,0.0202334,0.909296,35.0468,0.0367486,0.767753,All
8.20777,0.034548,0.953626,26.5175,0.0411337,0.799794,12.7192,0.0187057,0.915519,35.7051,0.0339533,0.791022,All
8.38309,0.0305649,0.959325,27.0203,0.037859,0.819648,13.039,0.0173016,0.921274,36.3634,0.0312282,0.812472,All
8.55841,0.0270995,0.964373,27.5231,0.0347172,0.837888,13.3588,0.0160107,0.926598,37.0217,0.0285992,0.832158,All
8.73373,0.0240557,0.968852,28.0259,0.0317266,0.854586,13.6787,0.0148234,0.931526,37.68,0.0260862,0.850151,All
8.90905,0.0213586,0.972828,28.5287,0.0289,0.86982,13.9985,0.0137312,0.93609,38.3383,0.023704,0.866532,All
9.08437,0.0189508,0.976358,29.0316,0.0262454,0.883677,14.3183,0.0127259,0.940318,38.9966,0.0214625,0.881391,All
