Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
2.56449,0.162778,10.7581,0.0154711,1.47219,0.0783269,15.6486,0.0109679,All
2.72831,0.271297,11.8115,0.0168775,2.64486,0.138967,16.9994,0.0109679,All
2.89213,0.0180865,12.8648,0.033755,3.81754,0.12128,18.3501,0.0274198,All
3.05595,0,13.9181,0.036568,4.99021,0.12128,19.7009,0.0241294,All
3.21978,0.0723459,14.9715,0.0239098,6.16288,0.1137,21.0516,0.0252262,All
3.3836,0.316513,16.0248,0.0295357,7.33556,0.0795902,22.4024,0.0219358,All
3.54742,0.0633026,17.0782,0.052039,8.50823,0.0517968,23.7531,0.0329037,All
3.71124,0,18.1315,0.0534455,9.6809,0.0404268,25.1038,0.0427748,All
3.87506,0,19.1848,0.0590713,10.8536,0.0353734,26.4546,0.0460652,All
4.03889,0,20.2382,0.0604778,12.0262,0.0176867,27.8053,0.0438716,All
4.20271,0,21.2915,0.0618843,13.1989,0.01516,29.1561,0.0526459,All
4.36653,0.0813891,22.3449,0.0872005,14.3716,0.0138967,30.5068,0.068001,All
4.53035,0.244167,23.3982,0.0984522,15.5443,0.01137,31.8576,0.0767753,All
4.69417,0.153735,24.4515,0.105485,16.7169,0.0126334,33.2083,0.0866464,All
4.858,0.569724,25.5049,0.070323,17.8896,0.00631669,34.559,0.0449684,All
5.02182,0.605897,26.5582,0.052039,19.0623,0.00252667,35.9098,0.0537427,All
5.18564,0.3346,27.6116,0.052039,20.235,0.00505335,37.2605,0.0394845,All
5.34946,0.198951,28.6649,0.0210969,21.4076,0.00252667,38.6113,0.0142583,All
5.51328,0.162778,29.7182,0.018284,22.5803,0.00252667,39.962,0.0142583,All
5.67711,0.217038,30.7716,0.00843876,23.753,0.00126334,41.3127,0.0109679,All
5.84093,0.569724,31.8249,0.00421938,24.9257,0.00126334,42.6635,0.00109679,All
6.00475,0.470248,32.8783,0.00281292,26.0983,0.00126334,44.0142,0.00219358,All
6.16857,0.452162,33.9316,0.00281292,27.271,0.00252667,45.365,0.00109679,All
6.33239,0.443119,34.9849,0.00281292,28.4437,0.00126334,46.7157,0.00438716,All
6.49622,0.388859,36.0383,0.00562584,29.6163,0.00252667,48.0665,0.00329037,All
6.66004,0.361729,37.0916,0.00421938,30.789,0.00252667,49.4172,0.00548395,All
6.82386,0.171821,38.145,0.00562584,31.9617,0.00126334,50.7679,0.00219358,All
