time,median,p5,p15,p25,p35,p45,p55,p65,p75,p85,p95,split
-60,0,0,0,0,0,0,0,0,0,0,0,All
-59.7129,5.48455,3.12061,3.86495,4.37297,4.81436,5.25911,5.73189,6.27522,6.93895,7.83057,9.62055,All
-59.4257,10.1732,5.74962,7.13648,8.09605,8.94155,9.74109,10.6109,11.6014,12.7751,14.4254,17.5035,All
-59.1386,14.3093,8.07602,10.0292,11.4133,12.5753,13.7452,14.9144,16.2605,17.8842,20.0324,24.1703,All
-58.8514,18.0228,10.1943,12.6765,14.4129,15.9089,17.3377,18.7566,20.4741,22.4299,24.9995,30.0409,All
-58.5643,21.3716,12.0843,15.1015,17.1159,18.946,20.5836,22.2697,24.1504,26.4894,29.4399,35.2054,All
-58.2771,24.4911,13.8807,17.3092,19.6798,21.6858,23.524,25.4823,27.602,30.1274,33.5186,39.8441,All
-57.99,27.0948,15.3352,19.2056,21.8552,24.0634,26.0903,28.2301,30.4849,33.2812,36.93,43.7849,All
-57.7028,24.3363,13.1244,16.9759,19.4162,21.472,23.3041,25.2255,27.2766,29.6932,32.8431,38.9056,All
-57.4157,22.1064,11.5496,15.2946,17.5989,19.4167,21.2202,22.9845,24.7509,26.8231,29.6835,35.0013,All
-57.1285,20.1988,10.3746,13.9067,16.1069,17.8369,19.4024,21.0013,22.6165,24.5436,27.104,32.0306,All
-56.8414,18.5287,9.32582,12.7957,14.7863,16.3369,17.8002,19.3367,20.8211,22.5635,24.9345,29.3533,All
-56.5542,17.1348,8.50011,11.7012,13.6381,15.0924,16.4849,17.8499,19.3358,20.8749,23.1022,27.3234,All
-56.2671,15.9093,7.76177,10.8056,12.6066,14.0193,15.3083,16.5827,17.9446,19.4481,21.4975,25.4759,All
-55.9799,14.8441,7.11864,10.0061,11.6713,13.0295,14.2815,15.4286,16.7391,18.227,20.1064,23.872,All
-55.6928,13.8889,6.56694,9.28183,10.8587,12.1595,13.3406,14.4319,15.6883,17.1044,18.9369,22.4262,All
-55.4056,13.0211,6.08825,8.56958,10.1014,11.3653,12.4867,13.5775,14.7443,16.0968,17.849,21.2378,All
-55.1185,12.264,5.64444,7.9768,9.43812,10.6024,11.7265,12.7871,13.8803,15.1901,16.9065,20.1409,All
-54.8313,11.5566,5.19269,7.38042,8.84124,9.9787,11.0657,12.0825,13.1341,14.3639,16.0556,19.1277,All
-54.5442,10.9367,4.78505,6.88362,8.2667,9.364,10.4471,11.4066,12.4416,13.641,15.2704,18.1828,All
-54.257,10.3617,4.43254,6.41525,7.74223,8.84527,9.8595,10.8001,11.8202,13.0084,14.5417,17.3739,All
-53.9699,9.81863,4.11581,6.00258,7.26591,8.3441,9.32367,10.2484,11.2537,12.391,13.8941,16.6418,All
-53.6827,9.3266,3.80091,5.60261,6.84433,7.9158,8.82438,9.73652,10.7205,11.8257,13.3045,15.9541,All
-53.3956,8.83392,3.5156,5.28283,6.4645,7.47371,8.38032,9.28541,10.2452,11.3032,12.7405,15.2817,All
-53.1084,8.40804,3.25741,4.95232,6.09158,7.09252,7.96334,8.85468,9.80113,10.8438,12.1903,14.7422,All
-52.8213,8.02179,3.03652,4.6413,5.78069,6.72271,7.59415,8.44004,9.38937,10.3885,11.739,14.2075,All
-52.5341,7.64636,2.8116,4.37182,5.46477,6.3805,7.23976,8.06352,9.00462,9.95475,11.2744,13.6878,All
-52.247,7.30445,2.62046,4.11035,5.19031,6.06773,6.90512,7.71928,8.62389,9.53705,10.8519,13.1422,All
-51.9598,6.99853,2.44038,3.87631,4.93915,5.77956,6.59682,7.39962,8.27664,9.18331,10.4167,12.6512,All
-51.6727,6.71434,2.25165,3.65567,4.68573,5.51063,6.29315,7.09223,7.94083,8.85197,10.0415,12.2295,All
-51.3855,6.43787,2.10381,3.45346,4.47142,5.27283,6.04217,6.79643,7.6402,8.51666,9.6948,11.8204,All
-51.0984,6.16895,1.95561,3.26035,4.2471,5.04488,5.80259,6.52464,7.35236,8.19522,9.36346,11.4432,All
-50.8112,5.92322,1.843,3.08641,4.03731,4.81736,5.56786,6.29366,7.06095,7.89782,9.06307,11.0347,All
-50.5241,5.69237,1.71713,2.92854,3.84062,4.60233,5.34754,6.04562,6.79928,7.64143,8.77122,10.6987,All
-50.2369,5.46504,1.59564,2.78298,3.67592,4.40986,5.12076,5.816,6.54371,7.36409,8.50031,10.4052,All
-49.9498,5.26077,1.49662,2.63776,3.51299,4.22019,4.93529,5.60955,6.2987,7.12482,8.22139,10.1308,All
-49.6627,5.07085,1.38081,2.51479,3.34546,4.03543,4.75937,5.41035,6.08601,6.89663,7.96243,9.85602,All
-49.3755,4.88409,1.29508,2.39317,3.18546,3.87205,4.58501,5.21325,5.88893,6.67971,7.73379,9.54802,All
