simulations,OFV
500,954.4
1000,955.357
1500,954.315
2000,954.63
2500,955.629
3000,954.754
3500,953.607
4000,953.486
4500,953.891
5000,953.742
5500,953.768
6000,953.901
6500,953.711
7000,953.766
7500,953.811
8000,953.779
8500,954.018
9000,953.716
9500,953.603
10000,953.494
10500,953.413
11000,953.462
11500,953.478
12000,953.286
12500,953.311
13000,953.381
13500,953.406
14000,953.4
14500,953.297
15000,953.299
15500,953.29
16000,953.301
16500,953.1
17000,953.103
17500,953.182
18000,953.179
18500,953.307
19000,953.31
19500,953.267
20000,953.193
20500,953.101
21000,952.961
21500,952.946
22000,953.016
22500,953.034
23000,952.804
23500,952.578
24000,952.596
24500,952.592
25000,952.66
25500,952.585
26000,952.518
26500,952.531
27000,952.501
27500,952.519
28000,952.478
28500,952.446
29000,952.516
29500,952.579
30000,952.638
