iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,beta_Cl_logtWTKG,beta_Cl_tCLCRMLMIN,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
554,745.475,1,5.77447,13.7358,39.7747,39.0797,0.303948,0.0634062,0.689653,0.595032,0.998915,0.178007,0.593212,0.289669,0.222263
555,748.592,1,5.88439,13.5549,39.968,39.1951,0.301413,0.0662346,0.696203,0.577392,0.999,0.178195,0.578015,0.287639,0.221098
556,749.114,1,5.74647,13.5779,40.0955,39.3093,0.306527,0.0657521,0.713129,0.60466,0.999,0.182613,0.54582,0.291015,0.222616
557,750.282,1,5.8378,14.0193,40.116,39.3457,0.304149,0.0659483,0.74417,0.589987,0.999,0.18451,0.558649,0.291355,0.220612
558,743.332,1,5.7654,14.4496,39.9211,39.256,0.302278,0.0642339,0.743545,0.59655,0.999,0.181238,0.55177,0.289544,0.219552
559,747.227,1,5.75451,13.7865,39.9185,39.3348,0.303429,0.0641143,0.767659,0.594747,0.998799,0.181624,0.558711,0.289676,0.219477
560,748.757,1,5.74782,14.0858,39.6748,39.1982,0.301616,0.0645254,0.738274,0.599036,0.998778,0.182548,0.584132,0.288578,0.21887
561,747.2,1,5.73935,13.3733,39.963,39.4861,0.300589,0.0658492,0.722632,0.598491,0.998901,0.177717,0.589878,0.274022,0.208253
562,751.948,1,5.73256,12.8247,39.9991,39.4558,0.303144,0.0660575,0.722247,0.597245,0.99877,0.180257,0.59311,0.274932,0.210488
563,753.636,1,5.69374,13.0795,40.3335,39.6104,0.307515,0.0653425,0.711337,0.60541,0.998726,0.183358,0.59986,0.273936,0.209337
564,754.256,1,5.79985,12.5493,40.462,39.6612,0.30146,0.0661697,0.715746,0.581807,0.998762,0.18,0.623323,0.284407,0.215539
565,742.846,1,5.71401,12.9891,40.4964,39.6599,0.307176,0.0635373,0.748714,0.602731,0.999,0.179987,0.622868,0.285204,0.216705
566,752.172,1,5.58685,13.0018,40.6681,39.7747,0.304326,0.0664581,0.76441,0.622023,0.999,0.18393,0.58196,0.289872,0.220167
567,749.457,1,5.53049,12.9975,40.7668,39.9851,0.307187,0.0647496,0.762652,0.635008,0.999,0.186055,0.554941,0.291686,0.223511
568,750.409,1,5.68764,13.2267,40.8408,40.0732,0.301624,0.0672721,0.784512,0.610665,0.999,0.1806,0.533354,0.295766,0.228956
569,754.765,1,5.79511,12.8608,41.0214,40.1847,0.295553,0.0693366,0.748617,0.594021,0.998876,0.177146,0.525714,0.288441,0.227451
570,756.003,1,5.67997,13.1747,40.9451,40.2073,0.301936,0.0667463,0.7128,0.611888,0.998821,0.177505,0.60222,0.288008,0.227126
571,749.47,1,5.81524,13.139,41.1598,40.3161,0.299457,0.0661103,0.699563,0.588056,0.998883,0.176656,0.555192,0.287254,0.228202
572,754.367,1,5.85115,12.8892,41.1017,40.2757,0.302184,0.0678889,0.708443,0.585928,0.999,0.180124,0.560144,0.290168,0.230191
573,743.544,1,5.77765,12.4128,41.578,40.6141,0.301688,0.0660811,0.699644,0.596059,0.999,0.178658,0.530883,0.293753,0.231877
574,741.155,1,5.77145,12.0025,41.6779,40.7828,0.296655,0.0645463,0.704078,0.596505,0.999,0.181311,0.542562,0.290999,0.229422
575,744.393,1,5.73929,11.8667,41.5246,40.5947,0.297744,0.0656294,0.6826,0.593443,0.998968,0.180049,0.517403,0.288119,0.227306
576,742.982,1,5.75813,12.369,41.5636,40.7138,0.297164,0.0646567,0.714302,0.59457,0.99894,0.177697,0.535628,0.293509,0.230057
577,745.611,1,5.77358,12.1267,41.264,40.5089,0.300437,0.0649843,0.743877,0.593693,0.998931,0.180478,0.533878,0.288111,0.226816
578,749.499,1,5.70388,12.4841,40.9594,40.2011,0.305485,0.0640315,0.687676,0.607912,0.998759,0.185291,0.546374,0.287847,0.227488
579,746.207,1,5.63198,13.1636,40.9802,40.337,0.296936,0.0657822,0.719676,0.622777,0.999,0.1834,0.573004,0.287342,0.226723
580,739.928,1,5.60037,13.149,41.1532,40.6635,0.30031,0.0632979,0.735221,0.625032,0.999,0.183768,0.565925,0.286951,0.226743
581,748.14,1,5.61028,12.5525,41.3541,40.7773,0.303954,0.0633776,0.727796,0.622132,0.998886,0.186239,0.592801,0.291344,0.230168
582,751.177,1,5.74168,12.518,41.4258,40.7519,0.299273,0.0650062,0.738212,0.59968,0.998821,0.188094,0.57648,0.296386,0.233254
583,751.118,1,5.65408,12.1006,41.3749,40.7223,0.299779,0.0670767,0.738655,0.610551,0.999,0.187062,0.53851,0.296535,0.234812
584,759.529,1,5.57184,12.3671,41.2984,40.7358,0.30962,0.0670772,0.714516,0.621015,0.999,0.188298,0.539956,0.306072,0.24307
585,755.746,1,5.55593,11.8608,41.4752,40.938,0.305833,0.0656298,0.733472,0.628007,0.998861,0.183735,0.563398,0.29612,0.236435
586,761.774,1,5.63867,12.3493,41.5196,41.0006,0.298723,0.0666602,0.758685,0.616159,0.997821,0.180943,0.571338,0.289349,0.229446
587,757.246,1,5.77977,12.1426,41.3024,40.9305,0.297991,0.065339,0.742482,0.595189,0.997884,0.177766,0.575604,0.291365,0.231844
588,753.226,1,5.76418,12.5287,41.1841,40.801,0.301501,0.0639444,0.787541,0.596749,0.998259,0.185055,0.558364,0.295276,0.231471
589,758.379,1,5.5996,13.2078,41.1927,40.729,0.303326,0.0640518,0.752837,0.624977,0.998168,0.182907,0.580219,0.308335,0.23988
590,757.386,1,5.61162,13.5988,40.8639,40.5199,0.305635,0.0641696,0.777437,0.626077,0.998408,0.186381,0.573113,0.301636,0.23644
591,754.5,1,5.75756,13.0665,40.668,40.3123,0.306192,0.0650973,0.739714,0.59994,0.998812,0.185315,0.530753,0.30538,0.237055
592,749.212,1,5.80732,12.4242,41.1048,40.5634,0.302614,0.0666868,0.757774,0.58509,0.999,0.184615,0.488709,0.310025,0.239851
593,749.596,1,5.62581,12.1457,41.4688,40.84,0.299646,0.0687206,0.734714,0.617213,0.999,0.181418,0.466671,0.299216,0.232268
594,754.39,1,5.77331,12.0325,41.0768,40.5519,0.30182,0.0663477,0.781363,0.594621,0.998753,0.183328,0.546568,0.292897,0.228495
595,757.475,1,5.74311,12.5339,41.2524,40.7514,0.303111,0.0680361,0.772535,0.602978,0.998788,0.179854,0.510751,0.294833,0.229156
596,754.779,1,5.83403,13.0841,41.6811,41.0558,0.297769,0.0683524,0.784952,0.589496,0.998837,0.175657,0.524117,0.296682,0.230519
597,758.276,1,5.97373,13.2204,41.3504,40.8103,0.29852,0.0692116,0.736144,0.564947,0.998792,0.177384,0.524192,0.29438,0.230715
598,760.459,1,5.74693,13.2637,41.0868,40.5954,0.305157,0.0694215,0.718506,0.601335,0.998792,0.182825,0.446434,0.299606,0.235241
599,749.658,1,5.67526,13.1998,41.1752,40.738,0.302211,0.0676635,0.725089,0.613211,0.999,0.181728,0.461283,0.304302,0.238994
600,749.967,1,5.75279,12.6063,41.154,40.7653,0.302833,0.0658351,0.724073,0.59862,0.999,0.183337,0.537846,0.302474,0.234933
601,751.209,1,5.82717,12.643,40.9973,40.7291,0.30341,0.0661899,0.761853,0.587133,0.999,0.182367,0.548245,0.305662,0.239023
602,753.911,1,5.7697,12.8147,40.9461,40.678,0.305173,0.0645647,0.771255,0.597795,0.998668,0.187849,0.529026,0.30211,0.237423
603,749.474,1,5.79101,12.9663,40.8363,40.5489,0.30461,0.065081,0.750704,0.591078,0.998986,0.186836,0.494439,0.303635,0.238257
604,754.57,1,5.80719,13.3184,40.5841,40.3535,0.306973,0.0668788,0.748332,0.586207,0.999,0.189987,0.497214,0.311238,0.244679
605,756.851,1,5.92445,13.2239,40.6545,40.3964,0.301168,0.0670982,0.786146,0.572093,0.998842,0.18407,0.522441,0.30761,0.241332
606,751.61,1,5.83066,12.5919,40.48,40.2334,0.301271,0.0647511,0.746415,0.585734,0.998764,0.184393,0.540643,0.303843,0.240882
607,748.591,1,5.65696,12.3783,40.5983,40.1562,0.303416,0.0628826,0.732222,0.614043,0.99881,0.18838,0.572869,0.303382,0.237494
608,746.084,1,5.75363,12.4458,40.7434,40.2448,0.303218,0.0628811,0.720278,0.596239,0.998925,0.183845,0.567102,0.30284,0.237945
609,745.749,1,5.86424,12.9464,40.3289,39.9382,0.297683,0.0651262,0.73756,0.575161,0.999,0.17573,0.578896,0.307877,0.240519
610,750.189,1,5.58592,12.6602,39.7499,39.449,0.305837,0.0643137,0.760644,0.62379,0.999,0.183739,0.570665,0.300539,0.234282
611,746.23,1,5.68965,13.1154,39.6902,39.3333,0.305796,0.0639104,0.74599,0.60831,0.999,0.187882,0.575721,0.300042,0.233992
612,745.113,1,5.72071,13.4837,39.9307,39.6049,0.305067,0.0626753,0.737599,0.603849,0.999,0.189332,0.614617,0.303433,0.235173
613,748.703,1,5.61643,12.8965,40.0891,39.6704,0.304588,0.0633256,0.764463,0.618662,0.998929,0.187259,0.573576,0.301655,0.235641
614,749.861,1,5.62915,13.4238,40.095,39.6738,0.304451,0.063709,0.74686,0.617127,0.998919,0.187294,0.576345,0.300034,0.235439
615,751.956,1,5.56096,13.1259,40.1251,39.7489,0.305373,0.0645021,0.734888,0.627398,0.99889,0.185985,0.575381,0.294531,0.231437
616,746.936,1,5.63932,13.3714,40.3958,39.9608,0.302907,0.0634459,0.750305,0.620891,0.998949,0.182815,0.596365,0.294602,0.231041
617,746.027,1,5.59054,13.7469,40.2377,39.8708,0.303741,0.0644805,0.755247,0.627122,0.999,0.181627,0.594557,0.297183,0.233205
618,751.167,1,5.85962,13.5058,40.3622,40.0746,0.300829,0.0655117,0.742247,0.587496,0.998912,0.184611,0.602271,0.286346,0.224173
619,746.923,1,5.73451,13.596,40.1749,39.9568,0.298294,0.066894,0.776728,0.605287,0.999,0.187723,0.555837,0.285604,0.225625
620,750.066,1,5.71159,13.5345,40.0324,39.8516,0.3032,0.0659123,0.753909,0.608756,0.999,0.184599,0.559293,0.2901,0.228762
621,744.55,1,5.66751,13.58,40.0848,39.9351,0.30333,0.0639487,0.752016,0.611265,0.999,0.183237,0.559135,0.288455,0.228197
622,742.281,1,5.76693,13.9198,40.067,39.8817,0.300484,0.0633729,0.779507,0.59688,0.998984,0.180179,0.575339,0.288707,0.227405
623,746.955,1,5.63792,14.1133,40.0451,39.899,0.303443,0.0642015,0.771549,0.620836,0.999,0.18498,0.574265,0.294654,0.229661
624,746.244,1,5.80847,13.5304,39.9752,39.8973,0.307162,0.0625658,0.740082,0.588523,0.998895,0.184683,0.575822,0.292945,0.226644
625,747.239,1,5.73285,13.1198,40.0098,39.8769,0.302894,0.0626997,0.758124,0.59962,0.998739,0.182665,0.620966,0.28973,0.226093
626,747.966,1,5.89205,13.3418,40.2089,39.9931,0.301916,0.0635953,0.757911,0.57506,0.998673,0.18213,0.608151,0.282979,0.219993
627,748.065,1,5.71631,13.4864,40.2748,39.9307,0.305607,0.0621536,0.763158,0.607688,0.998667,0.186115,0.618372,0.288098,0.224224
628,745.101,1,5.77618,12.8342,40.5229,40.1354,0.302014,0.0628541,0.759168,0.596269,0.9988,0.182151,0.624179,0.284182,0.219008
629,745.684,1,5.61572,13.202,40.4927,40.0313,0.30482,0.0618999,0.727997,0.619672,0.998792,0.188524,0.637717,0.284047,0.219803
630,746.631,1,5.81916,13.6194,40.219,39.845,0.298829,0.0648688,0.733964,0.589142,0.998981,0.183938,0.612447,0.283443,0.220062
631,745.158,1,5.80612,13.2408,40.3315,39.9589,0.298863,0.0642642,0.738407,0.593918,0.999,0.181736,0.638928,0.282878,0.21948
632,750.185,1,5.79936,13.4547,40.6698,40.1935,0.302855,0.0655517,0.743653,0.593391,0.999,0.18246,0.6453,0.282752,0.221683
633,742.899,1,5.71794,12.6339,40.5097,40.1674,0.303974,0.0634911,0.72357,0.602645,0.999,0.185471,0.636277,0.285168,0.223031
634,738.96,1,5.6915,12.6585,40.1871,39.8597,0.302676,0.0640116,0.759692,0.605161,0.999,0.18506,0.591058,0.286251,0.223551
635,743.048,1,5.72047,12.7675,40.1639,39.7958,0.304741,0.0642514,0.750062,0.598572,0.999,0.183369,0.595055,0.285408,0.222092
636,753.422,1,5.76376,13.2786,40.0898,39.7501,0.300434,0.0660912,0.694385,0.593949,0.998964,0.175465,0.633833,0.296291,0.228544
637,746.313,1,5.72507,13.2387,40.0164,39.784,0.304231,0.0634374,0.755962,0.602226,0.999,0.181027,0.591613,0.298175,0.229853
638,750.636,1,5.73356,12.6688,40.0967,39.8277,0.299115,0.0666823,0.754059,0.593825,0.999,0.178946,0.573721,0.295646,0.227781
639,751.249,1,5.71076,12.8896,39.8026,39.7134,0.300347,0.0669505,0.777259,0.598108,0.999,0.178023,0.623096,0.293559,0.225232
640,744.19,1,5.79355,13.1788,39.9814,39.7881,0.302775,0.0637485,0.768416,0.586071,0.999,0.180265,0.627089,0.288582,0.220727
641,741.828,1,5.72214,13.3817,40.0036,39.7583,0.300749,0.0628509,0.764439,0.602421,0.998933,0.182332,0.593707,0.288048,0.220477
642,744.209,1,5.74138,13.0971,39.9655,39.739,0.305175,0.0625534,0.747782,0.597937,0.999,0.186009,0.60585,0.290322,0.223913
643,745.394,1,5.75317,13.1563,39.5743,39.4276,0.304143,0.0648226,0.758467,0.596794,0.999,0.179329,0.591143,0.288336,0.223566
644,751.451,1,5.64278,13.1171,40.181,39.825,0.304274,0.0651361,0.752162,0.615906,0.998876,0.179044,0.594082,0.286382,0.224051
645,749.961,1,5.69844,13.5782,40.4327,40.087,0.304383,0.0649201,0.717891,0.605365,0.999,0.185184,0.607164,0.28732,0.22536
646,750.047,1,5.73813,12.9736,40.6551,40.2697,0.3042,0.064504,0.708438,0.600272,0.999,0.181765,0.615276,0.293027,0.229363
647,756.138,1,5.89048,12.7129,40.5816,40.236,0.30185,0.0658473,0.723056,0.575037,0.998876,0.181678,0.631167,0.297232,0.232147
648,755.897,1,5.8629,12.6567,40.7169,40.3311,0.305147,0.0652902,0.758801,0.577743,0.998835,0.184751,0.578,0.300454,0.236345
649,753.753,1,5.77211,12.421,40.7354,40.3656,0.304234,0.0651494,0.766824,0.590394,0.998855,0.182112,0.593838,0.295088,0.230005
650,751.457,1,5.8178,12.74,40.6389,40.2706,0.298198,0.0663163,0.774672,0.585192,0.998783,0.177425,0.549682,0.297548,0.229573
651,748.595,1,5.80801,12.7509,40.8181,40.3953,0.299957,0.0664789,0.749529,0.584931,0.998988,0.177446,0.515764,0.297857,0.228508
652,745.597,1,5.87513,11.5989,40.6792,40.3257,0.29906,0.0662304,0.737376,0.574864,0.999,0.182359,0.471089,0.298363,0.230506
653,743.801,1,5.79327,11.8602,40.9901,40.5986,0.304288,0.0639482,0.731677,0.58796,0.999,0.188668,0.482335,0.299857,0.231609
654,746.801,1,5.79569,12.6458,41.1933,40.723,0.306134,0.0636284,0.738245,0.589004,0.998886,0.188586,0.498891,0.2997,0.231948
655,743.512,1,5.67922,12.4224,41.3646,40.7698,0.306146,0.0624615,0.757555,0.611397,0.999,0.191326,0.531978,0.30097,0.232947
656,737.954,1,5.72281,12.6132,41.5955,40.8945,0.304853,0.0614352,0.733932,0.601556,0.999,0.189965,0.534171,0.303883,0.235507
657,741.97,1,5.842,11.687,41.5515,40.9033,0.302662,0.061725,0.752436,0.583488,0.998978,0.185332,0.584286,0.303534,0.232737
658,745.624,1,5.71446,11.6649,41.3567,40.669,0.304443,0.0620691,0.739224,0.599254,0.998758,0.186576,0.56409,0.300725,0.231051
659,744.316,1,5.7673,11.9897,41.4958,40.6676,0.303396,0.0624255,0.729725,0.592038,0.998849,0.183836,0.550916,0.303138,0.232447
660,756.308,1,5.81967,11.3885,41.4061,40.6178,0.304802,0.0645945,0.720761,0.580389,0.998627,0.187422,0.567743,0.307075,0.235232
661,755.772,1,5.74352,11.4955,41.425,40.636,0.30279,0.0652031,0.740105,0.588978,0.998707,0.186281,0.53553,0.316106,0.241778
662,754.419,1,5.7006,11.5739,41.4324,40.5938,0.305278,0.065012,0.742344,0.601175,0.998716,0.184695,0.506571,0.313952,0.23943
663,745.742,1,5.50804,12.7351,41.0018,40.204,0.307913,0.0624383,0.762475,0.636085,0.998954,0.186158,0.523346,0.309001,0.236133
664,745.843,1,5.66917,12.5199,40.7114,39.9871,0.306267,0.0638094,0.742462,0.610759,0.999,0.180804,0.536915,0.304087,0.232121
665,748.838,1,5.79195,12.8303,40.8706,40.1558,0.296928,0.0655525,0.777176,0.593325,0.999,0.181025,0.573545,0.306822,0.234515
666,753.975,1,5.76086,12.7442,40.6585,40,0.300438,0.0652482,0.771802,0.594267,0.998698,0.185348,0.56326,0.30475,0.235207
667,752.417,1,5.67002,12.3184,40.6949,40.1294,0.304977,0.063993,0.757515,0.612243,0.99877,0.181611,0.562273,0.308407,0.238326
668,753.711,1,5.60502,12.4566,40.9555,40.2506,0.302977,0.0649849,0.766694,0.62237,0.998924,0.184011,0.573138,0.310807,0.241407
669,751.433,1,5.71533,12.6926,40.8918,40.1531,0.303836,0.0631696,0.77267,0.600184,0.998505,0.18213,0.529252,0.313573,0.243854
670,747.442,1,5.68789,12.6191,40.8738,40.1138,0.304723,0.0614041,0.739282,0.60594,0.998602,0.182092,0.587317,0.306896,0.239734
671,750.199,1,5.68296,12.78,40.772,40.017,0.302326,0.0634908,0.767802,0.606833,0.998679,0.188784,0.54678,0.305568,0.237718
672,748.606,1,5.76201,12.0421,40.6955,39.9364,0.300499,0.06478,0.737904,0.591806,0.998769,0.1798,0.52848,0.299652,0.234045
673,752.858,1,5.73087,12.4637,40.6586,39.8938,0.300244,0.0660542,0.75802,0.598636,0.998642,0.180106,0.511101,0.300483,0.23502
674,748.158,1,5.68859,12.5168,40.8049,40.0296,0.298018,0.0653557,0.765955,0.605095,0.998963,0.178794,0.560604,0.30298,0.234407
675,756.412,1,5.74856,12.5145,40.8838,40.0075,0.300959,0.0676017,0.71592,0.602095,0.999,0.175693,0.562649,0.306788,0.239122
676,759.194,1,5.78694,12.6927,40.7112,39.8483,0.298676,0.0697042,0.714045,0.592376,0.999,0.175723,0.57673,0.311503,0.242551
677,758.588,1,5.66989,12.6246,40.7183,39.8601,0.298925,0.0703726,0.704672,0.606996,0.999,0.173855,0.55964,0.309076,0.242986
678,763.059,1,5.69592,12.5962,40.5513,39.7634,0.302791,0.0690293,0.687509,0.60412,0.998868,0.174813,0.540469,0.309774,0.244279
679,759.929,1,5.59172,12.1629,40.833,40.0324,0.304074,0.0673541,0.678865,0.622974,0.998946,0.180936,0.557638,0.308414,0.244758
680,756.51,1,5.67097,11.9642,41.0153,40.113,0.300976,0.0666638,0.687491,0.606938,0.998945,0.181765,0.546422,0.313505,0.249194
681,748.175,1,5.5932,11.5689,41.327,40.4051,0.300259,0.0656668,0.693882,0.619055,0.999,0.183378,0.516594,0.316207,0.25156
682,758.105,1,5.59967,11.7908,41.344,40.4082,0.304799,0.0650667,0.713778,0.622812,0.99883,0.184782,0.568822,0.317257,0.253332
683,753.994,1,5.6249,11.4327,41.6659,40.5843,0.304568,0.0648889,0.719026,0.614921,0.998887,0.187427,0.549636,0.305886,0.2431
684,763.848,1,5.53405,11.081,41.8389,40.7283,0.308834,0.0675706,0.703866,0.626122,0.998807,0.185238,0.532739,0.30428,0.241163
685,753.239,1,5.67419,12.0484,41.9901,40.8402,0.305035,0.0653464,0.732041,0.615849,0.998946,0.186533,0.528121,0.303984,0.241278
686,751.49,1,5.73453,12.557,42.0521,40.8045,0.30712,0.0654141,0.747791,0.601941,0.999,0.188669,0.530603,0.301905,0.2421
687,750.722,1,5.73175,12.082,41.9797,40.6898,0.30329,0.0647564,0.75977,0.600725,0.998932,0.183172,0.562878,0.296221,0.23774
688,748.225,1,5.66426,11.6136,41.8893,40.5755,0.299447,0.0655223,0.716449,0.606955,0.999,0.180785,0.585022,0.293395,0.235631
689,742.152,1,5.69077,11.9913,41.822,40.5609,0.300614,0.063355,0.733036,0.606222,0.999,0.179712,0.576733,0.296432,0.237786
690,749.133,1,5.81371,12.4976,41.4958,40.3426,0.299341,0.0647999,0.746813,0.587131,0.999,0.178225,0.632726,0.293945,0.2338
691,756.799,1,5.83931,12.6244,41.5243,40.3996,0.300453,0.0672823,0.750076,0.580065,0.999,0.183666,0.623606,0.29534,0.236826
692,753.49,1,5.81574,11.8583,41.5202,40.4203,0.298027,0.0665684,0.732953,0.589171,0.999,0.184821,0.609546,0.297691,0.238051
693,753.403,1,5.80056,11.3639,41.3155,40.341,0.302443,0.066447,0.738702,0.587886,0.999,0.185487,0.565581,0.298811,0.238571
694,756.844,1,5.66642,12.3425,41.4395,40.4006,0.302747,0.0675558,0.787011,0.611918,0.999,0.184174,0.610202,0.294454,0.235059
695,756.926,1,5.76997,12.4872,41.2935,40.403,0.298242,0.0689367,0.753603,0.598538,0.999,0.180846,0.580938,0.296915,0.236108
696,755.37,1,5.74316,12.3306,41.7059,40.8199,0.301524,0.0683519,0.749063,0.600601,0.999,0.180205,0.576296,0.301946,0.24021
697,760.856,1,5.79465,12.2454,41.7201,40.86,0.294519,0.0713953,0.748414,0.595007,0.998997,0.175658,0.537106,0.299023,0.238806
698,752.391,1,5.81507,11.5525,41.8119,41.0861,0.296608,0.0679821,0.783899,0.590569,0.999,0.17819,0.561508,0.301699,0.23981
699,755.133,1,5.72303,11.7723,41.9367,41.2039,0.299366,0.0683753,0.757861,0.600504,0.999,0.176759,0.531068,0.303071,0.240617
700,758.945,1,5.70957,11.6703,41.9533,41.3133,0.293802,0.0694809,0.76392,0.602726,0.998976,0.173992,0.597114,0.304146,0.241533
701,754.997,1,5.72702,11.3886,42.2376,41.494,0.294898,0.0688291,0.760089,0.597859,0.999,0.1723,0.608849,0.298713,0.235359
702,756.698,1,5.54084,11.6501,42.069,41.4289,0.304088,0.0660838,0.763109,0.62992,0.998825,0.180925,0.565399,0.299591,0.238908
703,752.96,1,5.72846,10.8788,41.8938,41.3242,0.301124,0.0663809,0.740209,0.596202,0.998937,0.17841,0.545283,0.299409,0.239839
704,756.576,1,5.82445,10.6985,42.0194,41.4087,0.301661,0.067733,0.740266,0.581858,0.998869,0.175019,0.533393,0.298333,0.238111
705,756.626,1,5.58698,11.0141,42.228,41.5651,0.301317,0.0683846,0.747203,0.613099,0.998809,0.178597,0.477399,0.299029,0.239571
706,767.007,1,5.61177,11.3614,42.375,41.6592,0.292487,0.0726855,0.755923,0.619507,0.998418,0.178899,0.48584,0.299905,0.237824
707,755.188,1,5.82144,11.5183,42.3258,41.7146,0.291886,0.069556,0.744824,0.58598,0.998683,0.176908,0.494245,0.295609,0.236387
708,759.948,1,5.89575,11.1489,42.106,41.6223,0.291941,0.0691876,0.737333,0.572187,0.998228,0.168259,0.522289,0.303076,0.242796
709,756.35,1,5.90309,11.2848,42.33,41.6641,0.289589,0.069965,0.749176,0.567435,0.998686,0.173742,0.50883,0.301307,0.242665
710,762.801,1,5.62001,11.2037,41.9388,41.204,0.296574,0.0690983,0.759524,0.613356,0.998264,0.176189,0.507614,0.304305,0.240693
711,768.55,1,5.72567,11.5189,41.5818,41.0216,0.29502,0.07025,0.747633,0.597889,0.998082,0.171153,0.556057,0.305903,0.243363
712,771.168,1,5.61301,11.7638,41.3802,40.7876,0.300566,0.06836,0.73899,0.619002,0.997499,0.177417,0.553679,0.303961,0.242107
713,769.795,1,5.73982,11.376,41.6448,40.8137,0.29985,0.06883,0.724877,0.596737,0.997665,0.177555,0.522143,0.305234,0.244112
714,770.421,1,5.704,12.2279,41.7711,40.9398,0.298934,0.0686619,0.737962,0.599587,0.997997,0.178901,0.591177,0.304208,0.246212
715,763.282,1,5.81311,11.0789,41.8523,41.0817,0.305242,0.0668062,0.70056,0.582714,0.998618,0.182231,0.564269,0.304904,0.246453
716,763.119,1,5.79982,11.0023,41.8643,41.1011,0.303374,0.06701,0.670683,0.582251,0.998641,0.179937,0.580512,0.306452,0.247148
717,758.743,1,5.72723,10.8763,42.1064,41.1774,0.30201,0.0670949,0.675433,0.594624,0.998792,0.179574,0.551379,0.305281,0.242764
718,765.224,1,5.74002,10.5966,42.4412,41.3579,0.304195,0.0682112,0.702899,0.586959,0.998649,0.183593,0.540091,0.306332,0.244758
719,763.026,1,5.80165,10.4804,42.5165,41.3906,0.300709,0.0675309,0.712271,0.580635,0.998356,0.178084,0.545979,0.305523,0.243183
720,765.932,1,5.75165,11.1107,42.1482,41.1915,0.302788,0.0663978,0.710252,0.591476,0.99744,0.182515,0.522227,0.299496,0.241049
721,771.84,1,5.79252,11.8416,42.3241,41.4382,0.305558,0.068877,0.677654,0.589034,0.997365,0.186476,0.477129,0.295356,0.232858
722,765.75,1,5.78088,11.9094,42.395,41.6134,0.306063,0.0661701,0.700754,0.589866,0.997558,0.185592,0.554685,0.285546,0.226429
723,765.683,1,5.72949,12.1207,42.5793,41.871,0.301192,0.0683648,0.743777,0.59882,0.997857,0.18118,0.555141,0.279642,0.224876
724,761.227,1,5.69808,11.5929,42.4924,41.6972,0.302871,0.0670055,0.692803,0.602593,0.997744,0.18391,0.49044,0.28194,0.228416
725,764.664,1,5.71658,11.5608,42.319,41.5823,0.303482,0.0673772,0.690876,0.594396,0.997607,0.181327,0.519758,0.280706,0.228888
726,765.323,1,5.73833,11.6882,42.3025,41.5785,0.30021,0.0677535,0.71263,0.593763,0.997176,0.181955,0.514049,0.277708,0.227826
727,769.021,1,5.71064,11.1347,42.3161,41.5262,0.301256,0.068005,0.763295,0.600414,0.997028,0.185033,0.511929,0.286209,0.231169
728,770.81,1,5.70081,11.4746,41.9277,41.0371,0.299915,0.0684575,0.735042,0.599993,0.996765,0.18381,0.564072,0.273148,0.222767
729,774.535,1,5.58612,12.5699,41.7212,40.8906,0.295381,0.071013,0.758871,0.62698,0.997027,0.18687,0.569075,0.274101,0.22267
730,766.275,1,5.77585,11.8711,42.1747,41.2149,0.292081,0.0682747,0.727557,0.598714,0.996668,0.176298,0.585794,0.277316,0.225437
731,768.343,1,5.69454,12.2936,42.1171,41.2831,0.29359,0.0687109,0.723526,0.610819,0.996758,0.178212,0.585959,0.278156,0.224172
732,770.305,1,5.68437,12.5271,42.389,41.373,0.29395,0.070546,0.780488,0.618941,0.997456,0.179987,0.583758,0.277728,0.223611
733,764.45,1,5.84149,11.9084,42.9218,41.843,0.292813,0.0705069,0.760577,0.587734,0.997094,0.176581,0.489546,0.271163,0.217821
734,756.673,1,5.79178,11.7342,43.1386,41.9184,0.295065,0.0686461,0.735618,0.595746,0.997654,0.17972,0.453517,0.274535,0.219228
735,769.04,1,5.71982,11.9392,43.1722,41.8549,0.298566,0.0724798,0.738813,0.61547,0.997925,0.178971,0.480977,0.274043,0.218524
736,758.966,1,5.81954,11.1498,43.6895,42.2036,0.297472,0.0694778,0.728612,0.59033,0.998058,0.182158,0.47302,0.271585,0.217789
737,759.532,1,5.73009,11.1143,43.5799,42.1878,0.298519,0.0674342,0.751679,0.60702,0.9975,0.177705,0.520617,0.271736,0.218416
738,773.464,1,5.7923,10.6824,43.5997,42.1819,0.30052,0.069646,0.765407,0.595912,0.99734,0.181854,0.581106,0.280887,0.225845
739,767.086,1,5.56723,10.9092,43.6855,42.3736,0.305452,0.0661582,0.744791,0.634677,0.997877,0.185151,0.634915,0.2819,0.229329
740,769.442,1,5.57474,10.7191,43.6356,42.3754,0.301977,0.0665911,0.723973,0.631889,0.9971,0.187961,0.619776,0.277859,0.226059
741,762.451,1,5.65707,10.7558,43.6334,42.3998,0.298067,0.0653693,0.751336,0.612725,0.99721,0.18297,0.638265,0.273132,0.226188
742,773.029,1,5.71896,10.67,43.4973,42.2441,0.295445,0.0709532,0.740314,0.601169,0.997378,0.180719,0.60339,0.268459,0.224671
