iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1483.42,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1467.12,1,4.74949,27.1338,7.90284,33.3071,0.974679,0.974679,1.0649,0.974679,0.998761,0.974679,0.974679
3,1457.27,1,5.15103,28.4039,7.07063,35.3543,0.95,0.95,1.03794,0.95,0.998761,0.95,0.95
4,1443.54,1,4.66417,24.6646,8.13972,30.4688,0.925945,0.925945,1.01166,0.925945,0.998761,0.925945,0.925945
5,1433.58,1,4.76972,27.0525,6.65635,33.3607,0.9025,0.9025,0.986041,0.9025,0.998761,0.9025,0.9025
6,1419.23,1,4.73004,28.2779,6.97918,34.8517,0.879648,0.879648,0.961073,0.879648,0.998761,0.879648,0.879648
7,1415.44,1,4.87582,31.2464,6.84725,38.2514,0.857375,0.857375,0.936738,0.857375,0.998761,0.857375,0.857375
8,1395.32,1,4.49762,30.8877,6.87721,37.519,0.835666,0.835666,0.91302,0.835666,0.998761,0.835666,0.835666
9,1393.34,1,4.53903,34.9004,5.70132,42.6735,0.814506,0.814506,1.02204,0.814506,0.998761,0.814506,0.814506
10,1383.9,1,4.70134,32.5767,5.93238,40.066,0.793882,0.793882,0.996162,0.793882,0.998761,0.793882,0.793882
11,1379.69,1,4.4442,37.1189,5.12692,45.4575,0.773781,0.773781,1.09328,0.773781,0.998761,0.773781,0.773781
12,1357.52,1,4.91636,32.3804,4.9338,39.6803,0.754188,0.754188,1.09845,0.754188,0.998761,0.754188,0.754188
13,1363.06,1,4.73053,33.3487,6.02109,40.8116,0.735092,0.735092,1.11652,0.735092,0.998761,0.735092,0.735092
14,1333.86,1,4.78991,31.8287,4.65956,39.2488,0.716479,0.716479,1.16699,0.716479,0.998761,0.716479,0.716479
15,1330.25,1,4.86061,31.2921,5.9353,38.6185,0.698337,0.698337,1.19963,0.698337,0.998761,0.698337,0.698337
16,1330.38,1,4.79995,26.9739,6.30004,33.2399,0.680655,0.680655,1.32097,0.680655,0.998761,0.680655,0.680655
17,1303.39,1,4.927,26.9534,5.18361,33.4718,0.66342,0.66342,1.28752,0.66342,0.998761,0.66342,0.66342
