parameter,value,se_lin,rse_lin
Cl_pop,3.28140270932708,1.71596948227338,52.2937790413806
V1_pop,23.568700598094,1.64787934551365,6.99181246185002
Q_pop,5.49850912601826,1.68798840963495,30.6990198788177
V2_pop,234.500711844251,227.758896116245,97.125034003102
omega_Cl,0.28205467010037,0.123420567047772,43.7576754193973
omega_V1,0.247449677522582,0.0522058067255134,21.0975448617221
omega_Q,0.246538366283728,0.0813715375384661,33.0056286025762
omega_V2,0.595423675826507,0.214677070535833,36.0545069421097
corr_V2_V1,0.108642640533369,0.354673185839542,326.458547121383
a1,0.302308905260178,0.0223251346088397,7.38487494757252
a2,0.0762495677982209,0.00726544681438669,9.52850884822485
