iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtWTKG,beta_Cl_tCLCRMLMIN,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1454.13,1,5.6796,0.757903,0.609706,40.6172,12.4684,47.6947,1,1,1,1,0.998743,1,1
2,1439.34,1,3.87037,1.99744,1.05523,43.7305,17.4395,51.8358,0.974679,0.974679,0.974679,0.974679,0.998743,0.974679,0.974679
3,1422,1,4.14038,2.5049,0.973504,39.5322,19.2363,47.3999,0.95,0.95,0.95,0.95,0.998743,0.95,0.95
4,1414.96,1,5.25367,3.0064,0.732551,42.5942,19.5678,51.0394,0.925945,0.925945,0.980669,0.925945,0.998743,0.925945,0.925945
5,1403.03,1,2.70248,2.73745,1.36749,43.7275,15.6135,52.1375,0.9025,0.9025,0.955838,0.9025,0.998743,0.9025,0.9025
6,1397.41,1,3.85845,2.47452,1.03548,45.0574,15.8573,53.8823,0.879648,0.879648,0.943662,0.879648,0.998743,0.879648,0.879648
7,1382.88,1,4.67682,2.59707,0.879944,41.7361,15.958,49.8381,0.857375,0.857375,0.919768,0.857375,0.998743,0.857375,0.857375
8,1358.98,1,4.24059,1.70584,0.907709,40.694,15.6058,48.2044,0.835666,0.835666,0.896479,0.835666,0.998743,0.835666,0.835666
9,1357.43,1,3.66734,1.61833,1.05935,46.7033,14.4491,55.2986,0.814506,0.814506,0.899322,0.814506,0.998743,0.814506,0.814506
10,1351.87,1,3.39235,1.91576,1.15279,43.6441,15.6618,51.6857,0.793882,0.793882,0.936206,0.793882,0.998743,0.793882,0.793882
11,1337.58,1,3.41648,1.68953,1.16882,46.823,13.4964,55.1382,0.773781,0.773781,0.934394,0.773781,0.998743,0.773781,0.773781
12,1324.9,1,4.72369,1.7501,0.892097,44.5706,12.8508,52.4542,0.754188,0.754188,0.99646,0.754188,0.998743,0.754188,0.754188
13,1324.25,1,5.84544,2.0106,0.670759,49.8244,16.8409,58.9209,0.735092,0.735092,1.08953,0.735092,0.998743,0.735092,0.735092
14,1317.91,1,3.48219,2.32481,1.13148,48.9167,13.848,58.1498,0.716479,0.716479,1.11163,0.716479,0.998743,0.716479,0.716479
15,1295.35,1,3.32262,2.05916,1.21657,50.1154,14.6881,59.5797,0.698337,0.698337,1.1445,0.698337,0.998743,0.698337,0.698337
16,1287.21,1,4.16607,1.30986,0.926068,43.823,16.4868,52.1507,0.680655,0.680655,1.11552,0.680655,0.998743,0.680655,0.680655
17,1270.08,1,3.96905,1.6719,0.997367,45.7563,15.4104,54.5983,0.66342,0.66342,1.08728,0.66342,0.998743,0.66342,0.66342
18,1262.9,1,4.69317,2.14898,0.917885,48.3917,16.1669,57.6067,0.646622,0.646622,1.05975,0.646622,0.998743,0.646622,0.646622
