rep,ID,standEta_Cl_simulated,standEta_V1_simulated,standEta_Q_simulated,standEta_V2_simulated,filter
0,1,0.186878,1.04826,1.22099,-1.25032,0
1,1,0.346055,0.754525,2.33256,-0.851056,0
2,1,0.594849,-1.00407,1.65685,-0.607624,0
3,1,0.304233,1.258,-0.744909,0.046944,0
4,1,0.130289,0.717208,-0.657764,0.469845,0
5,1,0.811136,0.966091,0.146579,-0.0569411,0
6,1,-0.0236004,1.21611,0.0686754,0.65632,0
7,1,0.711062,-0.417558,1.63291,-0.208087,0
8,1,-0.227427,1.0536,-0.504457,1.46848,0
9,1,-0.143308,0.649417,-1.21504,1.40835,0
0,2,0.415408,1.04467,0.16619,1.01405,0
1,2,-0.868585,0.467807,0.821314,2.62806,0
2,2,0.377036,0.417975,0.198167,1.57911,0
3,2,0.794916,-0.337179,1.50813,0.787092,0
4,2,0.465166,1.44654,1.06878,-2.57955,0
5,2,0.608715,0.291545,1.72763,-0.469643,0
6,2,0.399484,0.253429,-0.0266046,0.44855,0
7,2,0.373314,0.318644,1.06801,-1.11782,0
8,2,0.601451,0.508156,0.215094,0.67688,0
9,2,0.484634,1.3583,0.467873,-0.492599,0
0,3,0.339348,0.989284,0.616831,-0.647171,0
1,3,1.06082,0.89824,0.544086,0.400011,0
2,3,0.6463,0.0837617,-0.349974,-0.104191,0
3,3,0.268923,1.25142,-0.267909,1.58633,0
4,3,0.491782,-1.63748,0.237891,0.349546,0
5,3,0.926191,-0.32132,1.2196,0.0452678,0
6,3,0.416644,0.709254,-0.839143,0.245364,0
7,3,0.916639,0.151961,0.220402,-0.159546,0
8,3,1.06358,-0.255092,0.299184,1.25046,0
9,3,0.919937,0.240537,0.203589,0.31602,0
0,4,-0.623385,0.302896,0.72995,-0.305172,0
1,4,-1.07289,0.326739,-0.632289,-0.891208,0
2,4,-0.290967,0.00273506,1.02506,0.156908,0
3,4,-0.551457,0.51519,0.217867,1.00453,0
4,4,-0.321957,0.987444,0.585423,-2.7373,0
5,4,-0.0683666,0.678256,0.602185,-0.674604,0
6,4,-1.125,0.145841,-0.24349,-0.427664,0
7,4,-0.866352,0.0428021,1.59679,-0.24727,0
8,4,-0.218565,-0.251445,0.601421,-0.554383,0
9,4,-0.281455,0.552159,1.37775,0.30965,0
0,5,0.146261,-0.172242,0.412143,0.00157538,0
1,5,0.0636403,1.33139,-0.123135,0.679092,0
2,5,-0.0422034,0.350992,-0.111602,1.13417,0
3,5,-0.713543,-0.171612,-0.434463,0.140416,0
4,5,0.0607254,0.812193,0.0262621,1.05214,0
5,5,0.205715,1.45843,-2.09394,-1.3296,0
6,5,0.237698,0.805513,-0.0825049,0.286233,0
7,5,-0.146509,-0.680211,0.502238,-0.267831,0
8,5,-0.209867,0.625864,-0.994247,-0.21273,0
9,5,0.00544068,0.0564961,0.375056,-0.0603074,0
0,6,0.268394,-0.81518,0.541981,0.761344,0
1,6,0.875818,0.640672,0.757628,-0.0303331,0
2,6,0.451032,1.36764,-0.247826,0.918949,0
3,6,0.930331,1.78895,-0.195688,-1.35095,0
4,6,0.676232,0.814479,0.720666,-0.666076,0
5,6,0.00812188,0.411709,0.0261051,-0.26059,0
6,6,0.480272,0.442197,0.300785,1.36896,0
7,6,-0.0338211,1.14253,0.521796,1.70893,0
8,6,0.322361,1.44696,0.00839502,-1.16954,0
9,6,0.732541,0.519252,1.53588,0.210747,0
0,7,0.889137,-1.10861,0.514819,-1.41648,0
1,7,1.00358,-0.388928,0.671816,-2.2019,0
2,7,0.669614,-0.779964,0.280902,-2.61868,0
3,7,0.736899,-0.499347,0.887807,-3.11341,0
4,7,0.572902,-0.947604,0.178548,-2.49161,0
5,7,0.674272,-0.87912,0.630417,-2.48501,0
6,7,0.328071,-1.27572,0.897291,-2.27715,0
7,7,0.622507,-1.29879,1.38331,-1.65525,0
8,7,0.486968,-1.14165,0.155836,-2.38659,0
9,7,0.835908,-0.919735,1.09099,-1.79957,0
0,8,1.13728,-0.232743,-0.413701,-0.727312,0
1,8,1.57809,0.693956,-0.402283,0.299172,0
2,8,1.76566,0.139936,1.42126,-0.462852,0
3,8,1.33915,0.215076,2.2883,-0.696328,0
4,8,1.49233,1.31965,-1.30076,0.573949,0
5,8,0.963707,0.598669,-0.634213,1.35972,0
6,8,1.65013,1.35261,-0.722925,0.585992,0
7,8,1.3819,0.201406,-0.45438,-0.290754,0
8,8,1.7731,1.32924,-0.189201,-1.17232,0
9,8,1.86369,0.454036,-0.106852,0.358798,0
0,9,-0.244901,0.936399,-0.463039,-0.609081,0
1,9,-0.50734,-0.0991361,0.224582,-1.23959,0
2,9,-0.39228,-0.806936,1.04252,-0.332828,0
3,9,0.238273,-0.330238,1.24089,0.737614,0
4,9,-1.16077,0.497792,-0.145983,1.63665,0
5,9,-0.651305,0.547214,0.74534,1.13489,0
6,9,0.23097,0.625708,0.561749,-0.172233,0
