standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.78915,0.0730839,-1.9891,0.0225384,-1.90951,0.0419551,-2.87418,0.0323461,All
-1.47152,0.146168,-1.64577,0.0225384,-1.54063,0.0839101,-2.39573,0.113211,All
-1.15388,0.316697,-1.30244,0.112692,-1.17175,0.16782,-1.91727,0.0485192,All
-0.836238,0.219252,-0.95911,0.202845,-0.802879,0.230753,-1.43882,0.161731,All
-0.518599,0.341058,-0.61578,0.180307,-0.434004,0.293685,-0.96036,0.242596,All
-0.200961,0.36542,-0.27245,0.383152,-0.0651286,0.440528,-0.481904,0.4205,All
0.116678,0.511588,0.07088,0.450767,0.303747,0.503461,-0.00344855,0.4205,All
0.434317,0.462865,0.41421,0.653612,0.672622,0.545416,0.475007,0.388154,All
0.751956,0.487226,0.75754,0.450767,1.0415,0.293685,0.953462,0.226423,All
1.06959,0.267974,1.10087,0.383152,1.41037,0.16782,1.43192,0.161731,All
1.38723,0.0974452,1.4442,0.247922,1.77925,0.104888,1.91037,0.0161731,All
1.70487,0.121807,1.78753,0.0450767,2.14812,0.0629326,2.38883,0.0323461,All
