iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1,1535.88,1,10.2275,43.2233,11.1604,60.344,1,1,1,1,1,1
2,1517.95,1,5.18783,29.2321,13.6122,54.1451,0.974679,0.974679,1.01278,1.00545,0.974679,0.974679
3,1491.44,1,5.25095,24.5712,12.575,67.0253,0.95,0.95,0.987136,1.05349,0.95,0.95
4,1482.11,1,5.05901,23.6364,15.9053,72.5648,0.925945,0.925945,0.962141,1.02682,0.925945,0.925945
5,1476.62,1,5.05024,24.8466,14.5482,77.6191,0.9025,0.9025,0.93778,1.00082,0.9025,0.9025
6,1464.96,1,4.5411,22.3774,10.825,78.7235,0.879648,0.879648,0.914034,1.02481,0.879648,0.879648
7,1457.12,1,4.36221,23.7929,9.2486,83.5105,0.857375,0.857375,0.922055,1.04731,0.857375,0.857375
8,1437.83,1,4.26154,24.2238,9.55255,87.9959,0.835666,0.835666,0.898708,1.02079,0.835666,0.835666
9,1435.75,1,4.48123,23.8138,8.34663,89.2767,0.814506,0.814506,0.90994,1.04544,0.814506,0.814506
10,1428.42,1,3.90284,24.991,7.55536,98.3632,0.793882,0.793882,0.934335,1.01897,0.793882,0.793882
11,1407.78,1,4.52578,25.6704,5.83476,105.097,0.773781,0.773781,0.910677,1.02439,0.773781,0.773781
12,1391.18,1,4.493,25.9486,5.16102,100.677,0.754188,0.754188,0.887618,1.01063,0.754188,0.754188
13,1391.34,1,4.10274,25.3729,5.62519,135.553,0.735092,0.735092,0.892169,1.00727,0.735092,0.735092
14,1379.12,1,3.86287,26.0968,5.5686,143.933,0.716479,0.716479,0.869578,1.06663,0.716479,0.716479
15,1369.52,1,3.97002,24.6315,6.24896,134.689,0.698337,0.698337,0.946387,1.03963,0.698337,0.698337
16,1361.6,1,4.32993,27.8351,6.30636,118.856,0.680655,0.680655,0.922424,1.0133,0.680655,0.680655
17,1344.49,1,4.1753,26.1029,5.16234,131.534,0.66342,0.66342,0.899067,0.987645,0.66342,0.66342
18,1337.86,1,4.12783,23.888,5.18781,112.289,0.646622,0.646622,0.876302,1.02826,0.646622,0.646622
19,1323.9,1,3.96782,24.4495,5.49813,128.953,0.630249,0.630249,0.854114,1.00222,0.630249,0.630249
20,1309.21,1,4.20249,22.407,5.17831,113.84,0.614291,0.614291,0.832487,0.976842,0.614291,0.614291
21,1308.54,1,4.49906,23.7349,6.05365,89.0967,0.598737,0.598737,0.811408,0.952108,0.598737,0.598737
22,1286.9,1,4.53227,24.0275,6.12924,115.393,0.583577,0.583577,0.790863,0.928,0.583577,0.583577
23,1286.7,1,4.65765,22.6884,5.51747,95.1187,0.5688,0.5688,0.823185,0.904503,0.5688,0.5688
24,1274.67,1,4.40567,24.4852,4.94357,114.321,0.554398,0.554398,0.802341,1.01303,0.554398,0.554398
25,1270.09,1,4.48608,23.4868,4.68461,111.669,0.54036,0.54036,0.782025,1.04424,0.54036,0.54036
26,1263.91,1,4.13287,23.146,4.77885,124.048,0.526678,0.526678,0.834209,1.0178,0.526678,0.526678
27,1255.34,1,4.1521,23.881,5.5444,138.643,0.513342,0.513342,0.813086,1.00508,0.513342,0.513342
28,1234.36,1,4.37828,25.207,5.24245,131.578,0.500344,0.500344,0.792499,0.979632,0.500344,0.500344
29,1236.72,1,4.35842,23.322,4.53822,123.273,0.487675,0.487675,0.902339,0.954827,0.487675,0.487675
30,1221.04,1,4.58764,25.2077,3.99035,109.144,0.475327,0.475327,0.879492,0.930651,0.475327,0.475327
31,1214.98,1,4.59812,26.0793,3.48808,106.466,0.463291,0.463291,0.857223,0.907086,0.463291,0.463291
32,1199.18,1,4.60118,24.3719,3.88973,85.6249,0.45156,0.45156,0.835517,0.884118,0.45156,0.45156
33,1186.81,1,4.74517,24.7565,3.4596,79.651,0.440127,0.440127,0.818699,0.887999,0.440127,0.440127
34,1182.07,1,4.5716,26.0441,3.6404,89.8229,0.428982,0.428982,0.797969,0.868283,0.428982,0.428982
35,1174.73,1,4.49655,24.7662,3.58302,91.0413,0.41812,0.41812,0.777764,0.967047,0.41812,0.41812
36,1175.27,1,4.36379,24.0073,4.12368,93.8049,0.407533,0.407533,0.790283,0.942561,0.407533,0.407533
37,1160.56,1,4.46792,23.9482,4.24478,100.328,0.397214,0.397214,0.770272,0.918695,0.397214,0.397214
38,1157.29,1,4.34001,23.2888,4.00637,92.7576,0.387157,0.387157,0.750769,0.945943,0.387157,0.387157
39,1143.36,1,4.52807,23.4781,3.73944,97.7462,0.377354,0.396864,0.731759,0.921991,0.377354,0.377354
40,1132.84,1,4.38158,24.1074,4.18026,91.8612,0.367799,0.386815,0.71323,0.898646,0.367799,0.367799
41,1121.08,1,4.73406,23.5397,4.5791,83.3155,0.358486,0.377021,0.695171,0.875892,0.358486,0.358486
42,1104.92,1,4.84833,24.4226,4.25526,75.8191,0.349409,0.367474,0.677569,0.853714,0.349409,0.349409
43,1107.35,1,4.86116,23.6251,3.77144,81.7291,0.340562,0.35817,0.673984,0.832097,0.340562,0.340562
44,1104.82,1,4.76398,24.2612,4.14656,78.6747,0.331938,0.349101,0.656918,0.924289,0.331938,0.331938
45,1096.73,1,4.71913,22.2816,4.33509,80.5404,0.323534,0.340261,0.674646,0.900885,0.323534,0.323534
