iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1425.61,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1413.91,1,5.65328,28.9137,7.57711,35.5237,0.974679,0.974679,1.01702,0.974679,0.998761,0.974679,0.974679
3,1398.84,1,5.92516,29.6176,8.11406,36.602,0.95,0.95,1.04662,0.95,0.998761,0.95,0.95
4,1390.5,1,5.58693,28.7424,7.81281,35.3774,0.925945,0.925945,1.05512,0.925945,0.998761,0.925945,0.925945
5,1389.42,1,5.30034,30.4616,7.2014,37.4939,0.9025,0.9025,1.05345,0.9025,0.998761,0.9025,0.9025
6,1374.39,1,5.67476,30.2949,7.03279,37.316,0.879648,0.879648,1.07901,0.879648,0.998761,0.879648,0.879648
7,1355.23,1,5.42287,28.3716,8.39074,34.7462,0.857375,0.857375,1.05169,0.857375,0.998761,0.857375,0.857375
8,1342.51,1,5.46736,26.3325,8.791,31.9808,0.835666,0.835666,1.02506,0.835666,0.998761,0.835666,0.835666
9,1339,1,5.6162,26.733,8.33671,32.3828,0.814506,0.814506,1.0297,0.814506,0.998761,0.814506,0.814506
10,1328.06,1,5.4731,23.4976,8.49424,28.4157,0.793882,0.793882,1.00363,0.793882,0.998761,0.793882,0.793882
11,1309.52,1,5.61111,23.8193,7.12322,28.7139,0.773781,0.773781,0.978213,0.773781,0.998761,0.773781,0.773781
12,1292.03,1,5.59481,22.9674,7.15625,27.6949,0.754188,0.754188,0.953444,0.754188,0.998761,0.754188,0.754188
13,1295.52,1,5.74861,24.8278,8.73196,29.7398,0.735092,0.735092,0.994463,0.735092,0.998761,0.735092,0.735092
14,1284.02,1,5.46793,26.0806,7.70686,31.3886,0.716479,0.716479,0.969283,0.716479,0.998761,0.716479,0.716479
15,1266.5,1,5.7525,25.607,7.37624,30.9272,0.698337,0.698337,1.12792,0.698337,0.998761,0.698337,0.698337
16,1269.78,1,5.42914,23.3835,8.14646,28.3446,0.680655,0.680655,1.27492,0.680655,0.998761,0.680655,0.680655
17,1252.48,1,5.67015,22.5798,7.80134,27.4206,0.66342,0.66342,1.24264,0.66342,0.998761,0.66342,0.66342
18,1246.62,1,5.76449,24.0676,8.11815,29.1337,0.646622,0.646622,1.21117,0.646622,0.998761,0.646622,0.646622
19,1224.27,1,5.83835,23.4294,9.27593,28.2607,0.630249,0.630249,1.18051,0.630249,0.998761,0.630249,0.630249
20,1215.14,1,5.79202,22.9689,8.35419,27.7271,0.614291,0.614291,1.15061,0.614291,0.998761,0.614291,0.614291
21,1211.97,1,5.68058,22.9596,9.4597,27.91,0.598737,0.598737,1.13248,0.598737,0.998761,0.598737,0.598737
22,1192.72,1,5.91739,24.9888,8.04163,30.5466,0.583577,0.583577,1.1038,0.583577,0.998761,0.583577,0.583577
23,1183.35,1,5.9888,25.1607,7.5546,30.8997,0.5688,0.5688,1.07585,0.5688,0.998761,0.5688,0.5688
24,1171.12,1,5.9364,24.7116,7.03969,30.394,0.554398,0.554398,1.04861,0.554398,0.998761,0.554398,0.554398
25,1162.25,1,5.96189,23.6041,6.57504,28.952,0.54036,0.54036,1.02206,0.54036,0.998761,0.54036,0.54036
26,1153.09,1,6.05014,24.2469,8.09286,29.7208,0.526678,0.526678,0.996181,0.526678,0.998761,0.526678,0.526678
27,1137.09,1,5.94622,23.6234,9.52677,28.8133,0.513342,0.513342,0.971139,0.513342,0.998761,0.513342,0.513342
28,1120.04,1,5.91905,23.1473,10.063,28.1277,0.500344,0.500344,0.946549,0.500344,0.998761,0.500344,0.500344
29,1117.25,1,6.10067,22.3218,10.8476,26.9696,0.487675,0.487675,0.922582,0.487675,0.998761,0.487675,0.487675
30,1104.87,1,6.0524,22.2668,9.90973,26.8685,0.475327,0.475327,0.899222,0.475327,0.998761,0.475327,0.475327
31,1097.41,1,5.89392,21.9709,9.18364,26.3068,0.463291,0.463291,0.916101,0.463291,0.998761,0.463291,0.463291
32,1083.32,1,5.88007,22.1937,8.35118,26.5674,0.45156,0.45156,0.892905,0.45156,0.998761,0.45156,0.45156
33,1074.75,1,5.78426,21.9121,7.59611,26.0621,0.440127,0.440127,0.871399,0.440127,0.998761,0.440127,0.440127
34,1061.2,1,5.74405,21.2748,7.95806,25.3818,0.428982,0.428982,0.966276,0.428982,0.998761,0.428982,0.428982
35,1045.33,1,5.77659,20.5953,9.12756,24.5608,0.41812,0.41812,0.94181,0.41812,0.998761,0.41812,0.41812
36,1035.86,1,5.89794,20.0408,9.99062,23.8996,0.407533,0.407533,0.938256,0.407533,0.998761,0.407533,0.407533
37,1038.38,1,5.88277,20.8401,9.12843,24.7186,0.397214,0.397214,0.980231,0.397214,0.998761,0.397214,0.397214
38,1022.36,1,5.83007,21.5307,7.68438,25.5399,0.387157,0.387157,0.955411,0.387157,0.998761,0.387157,0.387157
39,1008.38,1,5.83029,20.4903,8.16461,24.394,0.377354,0.377354,0.93122,0.377354,0.998761,0.377354,0.377354
40,1003.59,1,5.83852,19.533,10.514,23.2242,0.367799,0.367799,0.907641,0.367799,0.998761,0.367799,0.367799
41,996.53,1,5.84805,18.7286,13.1731,22.3372,0.358486,0.361171,0.913437,0.361263,0.998761,0.358486,0.358486
42,990.635,1,5.82209,18.2538,13.2864,21.798,0.349409,0.352315,0.890308,0.352116,0.998761,0.349409,0.349409
43,976.904,1,5.69608,17.9632,14.1444,21.4932,0.340562,0.346036,0.867765,0.34339,0.998761,0.340562,0.340562
44,968.067,1,5.81016,17.6256,15.3684,21.1882,0.331938,0.359131,0.845792,0.35556,0.998761,0.331938,0.331938
45,963.343,1,5.76579,17.5256,14.1932,21.061,0.323534,0.373703,0.857729,0.367797,0.998761,0.323534,0.323534
46,961.606,1,5.66722,17.6496,12.5847,21.2301,0.315341,0.419312,0.866888,0.412522,0.998761,0.315341,0.315341
47,949.741,1,5.66782,17.6428,12.4058,21.2618,0.307357,0.419307,0.844938,0.411935,0.998761,0.307357,0.307357
48,939.557,1,5.79024,17.4862,11.6923,21.0205,0.299574,0.408689,0.823544,0.401504,0.998761,0.299574,0.299574
49,934.446,1,5.75082,17.5748,12.0907,21.0544,0.291989,0.406687,0.802691,0.399867,0.998761,0.291989,0.291989
50,929.258,1,5.77501,18.5463,12.1008,22.2443,0.284596,0.399697,0.782367,0.400098,0.998761,0.284596,0.284596
51,929.36,1,5.76218,19.4746,9.13075,23.2557,0.27739,0.421063,0.763185,0.420652,0.998761,0.27739,0.27739
52,923.614,1,5.76928,19.7679,9.90016,23.6886,0.270366,0.449999,0.743861,0.451347,0.998761,0.270366,0.270366
53,920.955,1,5.67879,19.4996,9.91613,23.4242,0.26352,0.45969,0.738845,0.459735,0.998761,0.26352,0.26352
54,917.594,1,5.7144,19.3496,9.34113,23.2283,0.256848,0.450983,0.720137,0.458632,0.998761,0.256848,0.256848
55,900.087,1,5.80365,20.2336,9.63424,24.1557,0.250344,0.439564,0.701903,0.447019,0.998761,0.250344,0.250344
56,901.001,1,5.73541,19.8337,9.70102,23.6425,0.244005,0.428434,0.754123,0.4357,0.998761,0.244005,0.244005
57,901.389,1,5.78593,19.7053,9.17469,23.4568,0.237827,0.426051,0.735028,0.434572,0.998761,0.237827,0.237827
58,897.18,1,5.75547,19.791,8.63362,23.6074,0.231805,0.426772,0.716417,0.444867,0.998761,0.231805,0.231805
59,886.063,1,5.77059,19.8142,8.83487,23.6368,0.225936,0.427818,0.698277,0.45176,0.998761,0.225936,0.225936
