simulations,OFV
500,976.05
1000,975.055
1500,974.525
2000,974.773
2500,975.449
3000,975.323
3500,975.251
4000,975.311
4500,975.486
5000,975.384
5500,975.277
6000,975.263
6500,975.045
7000,975.081
7500,975.243
8000,975.294
8500,975.533
9000,975.263
9500,975.227
10000,974.974
10500,974.728
11000,974.899
11500,974.789
12000,974.641
12500,974.597
13000,974.565
13500,974.472
14000,974.503
14500,974.395
15000,974.448
15500,974.544
16000,974.593
16500,974.577
17000,974.52
17500,974.557
18000,974.457
18500,974.533
19000,974.37
19500,974.315
20000,974.232
20500,974.243
21000,974.028
21500,974.066
22000,974.063
22500,973.973
23000,973.868
23500,973.9
24000,973.906
24500,973.929
25000,973.945
25500,973.958
26000,973.882
26500,973.89
27000,973.912
27500,973.893
28000,973.903
28500,973.904
29000,973.97
29500,974.046
30000,974.112
