iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2
1,5.29274,0.0382932,21.6025,0.114855,6.44723,0.359762,29.6452,0.106553
2,5.29815,0.0343406,21.5451,0.100352,6.53852,0.325038,29.5989,0.0931962
3,5.29814,0.0330093,21.5643,0.0939131,6.4585,0.311413,29.6302,0.0870389
4,5.29218,0.0314827,21.5668,0.092277,6.41973,0.302137,29.6523,0.0853493
5,5.29272,0.0304751,21.5748,0.091394,6.40571,0.29403,29.6545,0.0843524
6,5.29303,0.029683,21.5782,0.0898918,6.36643,0.285661,29.651,0.0832141
7,5.28946,0.0293434,21.5845,0.0887069,6.33513,0.282963,29.662,0.082449
8,5.28825,0.0287441,21.5975,0.0876389,6.31858,0.280011,29.6753,0.0816573
9,5.28928,0.0284173,21.6344,0.0867546,6.32043,0.277141,29.7213,0.0807625
10,5.28891,0.0283826,21.6738,0.0860924,6.32414,0.276795,29.7795,0.0803379
11,5.28894,0.0284739,21.7055,0.0860885,6.33801,0.273907,29.8182,0.0803558
12,5.28911,0.0286199,21.7364,0.0859258,6.31446,0.27353,29.8622,0.0803115
13,5.29119,0.0286322,21.7569,0.0880062,6.31389,0.27952,29.8905,0.0822643
14,5.29097,0.0283641,21.7884,0.0895266,6.34923,0.289918,29.9333,0.0835225
15,5.29049,0.0281999,21.8156,0.0906394,6.33597,0.293835,29.9719,0.0844177
16,5.29049,0.0280134,21.8466,0.0914008,6.32416,0.294843,30.0127,0.0850853
17,5.2909,0.0277484,21.8629,0.0918808,6.3128,0.29348,30.0384,0.0856226
18,5.29138,0.0277078,21.8877,0.092867,6.30954,0.296336,30.0733,0.0865204
19,5.29103,0.0276744,21.9139,0.0936474,6.29049,0.295438,30.1062,0.0872869
20,5.29179,0.0274649,21.9399,0.0943989,6.29953,0.295228,30.1393,0.0880667
21,5.29189,0.0273128,21.9628,0.0947937,6.29199,0.295513,30.1648,0.0885209
22,5.29198,0.0272666,21.9866,0.0954524,6.3004,0.295413,30.1925,0.0890467
23,5.29154,0.027299,22.0038,0.0961532,6.30703,0.296002,30.2131,0.0896531
24,5.2916,0.0273343,22.0191,0.0966846,6.30584,0.295874,30.2341,0.0901235
25,5.29065,0.0273023,22.0308,0.0971553,6.28566,0.295089,30.2455,0.0905587
26,5.29111,0.0273326,22.0352,0.0981836,6.28553,0.296766,30.2513,0.091428
27,5.29143,0.0272112,22.0285,0.0992007,6.30808,0.298569,30.2421,0.0922456
28,5.29181,0.0271207,22.0194,0.0999828,6.31375,0.29992,30.2317,0.0928851
29,5.293,0.0272358,22.0147,0.100672,6.32929,0.300537,30.2253,0.0934473
30,5.29351,0.027384,22.0024,0.101237,6.33807,0.302309,30.2102,0.093965
31,5.294,0.0274407,21.9838,0.103139,6.36375,0.304749,30.1858,0.0957587
32,5.29434,0.0274663,21.9657,0.104272,6.38628,0.306923,30.1656,0.0967552
33,5.2951,0.0273763,21.9431,0.105147,6.40669,0.308406,30.1404,0.0975814
34,5.2953,0.0273308,21.9243,0.106111,6.4289,0.312601,30.1194,0.0984542
35,5.29436,0.0273253,21.9105,0.106767,6.43962,0.31525,30.0995,0.0990249
36,5.29438,0.0273211,21.8993,0.107306,6.45549,0.316925,30.0846,0.0994877
37,5.29417,0.0273548,21.89,0.10769,6.46432,0.317704,30.0736,0.0997903
38,5.29433,0.0274538,21.8851,0.10824,6.47515,0.318282,30.067,0.100368
39,5.2946,0.0275458,21.8853,0.108851,6.48091,0.319674,30.0671,0.100935
40,5.29429,0.0276262,21.8881,0.108904,6.48585,0.321685,30.0708,0.101036
41,5.29454,0.0275882,21.8884,0.10904,6.48476,0.321838,30.0699,0.101153
42,5.29461,0.0275437,21.8898,0.109143,6.48945,0.321863,30.0705,0.101244
43,5.29447,0.0275388,21.8895,0.109417,6.49348,0.32248,30.0703,0.101428
44,5.29411,0.02758,21.8902,0.109603,6.50034,0.323844,30.072,0.101622
45,5.29436,0.0275452,21.8903,0.109594,6.50521,0.325128,30.0711,0.101639
46,5.29429,0.0275358,21.8894,0.109607,6.5079,0.325809,30.0698,0.101641
47,5.29411,0.0275051,21.8884,0.109621,6.50388,0.326257,30.0688,0.101633
48,5.29403,0.0274826,21.8916,0.109618,6.49823,0.326572,30.0725,0.101625
49,5.294,0.0275509,21.8968,0.109567,6.4959,0.326682,30.0767,0.101505
50,5.2936,0.0275755,21.9024,0.109571,6.49039,0.327203,30.0848,0.101526
51,5.29327,0.0276226,21.9068,0.109523,6.47978,0.327069,30.0898,0.101503
52,5.29292,0.0276136,21.9148,0.109409,6.46891,0.326205,30.1008,0.101398
53,5.29275,0.0275831,21.9211,0.109303,6.45878,0.32523,30.1085,0.101373
54,5.29266,0.0275205,21.9265,0.109276,6.45435,0.32497,30.1145,0.101348
55,5.29295,0.0274933,21.9275,0.109268,6.45577,0.324496,30.1167,0.101297
56,5.29338,0.0274952,21.9291,0.109254,6.45802,0.324351,30.1181,0.101319
57,5.29355,0.0275273,21.9297,0.109242,6.45872,0.32467,30.1206,0.101304
58,5.2939,0.0275104,21.931,0.109267,6.45919,0.324619,30.1226,0.101321
59,5.29396,0.0275304,21.9308,0.109333,6.45952,0.324171,30.1215,0.101337
60,5.29391,0.0275542,21.9306,0.109353,6.46555,0.324014,30.1203,0.101327
61,5.29441,0.0275297,21.9312,0.109332,6.46825,0.323404,30.1194,0.10131
62,5.29446,0.0275005,21.929,0.109243,6.47223,0.322821,30.1166,0.1012
63,5.29467,0.0274841,21.9272,0.109209,6.48002,0.322558,30.1133,0.101187
64,5.29512,0.0274121,21.924,0.109189,6.49191,0.32232,30.1103,0.101175
65,5.29586,0.0273963,21.9214,0.109258,6.50299,0.322213,30.1063,0.101277
66,5.29631,0.0273421,21.9188,0.10939,6.50304,0.321233,30.1015,0.101462
67,5.29656,0.0272889,21.9154,0.10952,6.5018,0.320961,30.0973,0.101572
68,5.29698,0.0273099,21.9101,0.109785,6.50727,0.321437,30.0897,0.101788
69,5.29714,0.0273227,21.9,0.110127,6.51279,0.322848,30.0771,0.102097
70,5.29737,0.0273937,21.8915,0.110325,6.52352,0.324483,30.0665,0.102297
71,5.29778,0.0273822,21.8833,0.110571,6.53125,0.325695,30.0551,0.102563
72,5.2979,0.0273417,21.8749,0.110825,6.53433,0.32604,30.0452,0.102854
73,5.29805,0.0273429,21.8687,0.111015,6.54127,0.326337,30.0379,0.103072
74,5.29828,0.0273613,21.8646,0.111121,6.54825,0.326289,30.0318,0.103191
75,5.29837,0.0273543,21.862,0.111181,6.5557,0.326896,30.0287,0.103216
76,5.29859,0.0273212,21.8612,0.111257,6.56352,0.327701,30.0266,0.103283
77,5.2987,0.0273185,21.8629,0.111237,6.56291,0.327494,30.0285,0.103212
78,5.29901,0.0273177,21.8657,0.111155,6.55972,0.327516,30.0319,0.103142
79,5.29899,0.0272788,21.8692,0.111104,6.55059,0.326903,30.035,0.10308
80,5.2985,0.0272415,21.8698,0.110966,6.54202,0.326334,30.0357,0.102976
81,5.29831,0.027292,21.8717,0.110816,6.53606,0.326011,30.0375,0.102868
