iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,b1,b2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1,1248.55,1,10.2275,11.1604,43.2233,60.344,1,1,0.3,0.3,0.8,1,1,1,1,1
2,1240.78,1,11.009,13.3515,50.8668,78.3392,0.95,0.95,0.285,0.285,1.03359,0.974679,1.15746,0.974679,0.974679,0.974679
3,1215.32,1,10.9814,14.4963,54.0166,72.217,0.9025,0.9025,0.27075,0.27075,0.994182,0.95,1.12816,0.95,0.95,0.95
4,1190.17,1,11.0739,14.6151,51.5719,62.9398,0.857375,0.857375,0.257212,0.257212,0.979894,0.925945,1.09959,0.925945,0.976851,0.925945
5,1176.89,1,10.9903,13.2354,52.1594,65.5428,0.814506,0.814506,0.244352,0.244352,0.988347,0.9025,1.07175,0.9025,0.952117,0.9025
6,1159.85,1,10.7302,16.2038,45.6931,73.0291,0.773781,0.773781,0.232134,0.232134,0.991227,0.879648,1.04461,0.879648,0.976213,0.879648
7,1139.83,1,10.9736,15.8962,47.7015,66.4619,0.735092,0.735092,0.220528,0.220528,1.00756,0.857375,1.05894,0.857375,0.951494,0.857375
8,1120.86,1,10.9354,16.0005,48.8083,63.403,0.698337,0.698337,0.209501,0.209501,1.01553,0.835666,1.06861,0.835666,0.934718,0.835666
9,1098.9,1,10.8042,14.104,48.418,65.8571,0.66342,0.66342,0.199026,0.199026,1.01884,0.814506,1.04155,0.814506,0.911051,0.814506
10,1082.02,1,10.692,14.6957,49.8592,70.0677,0.630249,0.630249,0.189075,0.189075,1.00004,0.793882,1.01518,0.793882,0.887982,0.793882
11,1067.28,1,10.7193,15.6028,50.7824,72.8887,0.598737,0.598737,0.179621,0.179621,1.0136,0.773781,0.989471,0.773781,0.865498,0.773781
12,1050.38,1,10.6848,16.0628,50.086,74.6073,0.5688,0.5688,0.17064,0.17064,1.00458,0.754188,0.971869,0.754188,0.843583,0.754188
13,1030.29,1,10.5897,14.3891,51.4411,78.4846,0.54036,0.54036,0.162108,0.162108,1.01503,0.735092,1.01421,0.735092,0.822223,0.735092
14,1021.76,1,10.5949,14.5119,50.5681,78.1089,0.513342,0.513342,0.154003,0.154003,1.00608,0.716479,0.988525,0.716479,0.807342,0.716479
15,1014.02,1,10.5837,14.4542,50.7844,78.6304,0.487675,0.487675,0.146302,0.146302,1.0162,0.698337,1.02582,0.698337,0.79609,0.698337
16,1000.49,1,10.5319,14.1559,49.284,80.5925,0.463291,0.463291,0.138987,0.138987,1.01616,0.680655,1.02917,0.680655,0.803722,0.680655
17,979.282,1,10.2898,13.7379,51.297,92.2427,0.440127,0.440127,0.132038,0.132038,1.02274,0.66342,1.00311,0.66342,0.811877,0.66342
18,977.605,1,10.3604,13.6865,49.4684,84.1204,0.41812,0.377992,0.125436,0.130631,1.01461,0.646622,0.977708,0.646622,0.894021,0.646622
19,971.75,1,10.494,13.5024,48.6123,88.76,0.397214,0.291892,0.119164,0.141282,1.0328,0.630249,0.9748,0.630249,0.871384,0.630249
20,965.861,1,10.5301,14.5637,48.5994,78.6256,0.377354,0.277875,0.113206,0.140542,1.02655,0.614291,0.988903,0.614291,0.84932,0.614291
21,957.538,1,10.5469,13.2924,47.8009,90.1434,0.358486,0.310954,0.107546,0.137071,1.02686,0.598737,0.980312,0.598737,0.827814,0.598737
22,946.171,1,10.5083,13.5024,46.7957,90.857,0.340562,0.315902,0.102168,0.142362,1.02116,0.583577,0.95549,0.583577,0.806854,0.583577
23,936.349,1,10.4626,13.6325,47.035,88.2317,0.323534,0.273694,0.0970601,0.147448,1.02365,0.5688,0.931297,0.5688,0.829045,0.5688
24,925.881,1,10.4369,14.1428,47.7299,87.5235,0.307357,0.331184,0.0922071,0.141046,1.00371,0.554398,0.919571,0.554398,0.808053,0.554398
25,914.085,1,10.5083,14.9876,45.7656,78.6216,0.0102911,0.305378,0.108669,0.136694,1.0209,0.54036,0.96893,0.54036,0.787593,0.54036
26,907.522,1,10.4833,14.8975,45.0856,83.9768,0.00977655,0.283551,0.103236,0.144382,1.02781,0.526678,0.98302,0.526678,0.793965,0.526678
27,902.95,1,10.5513,14.651,45.4116,79.6219,2.22045e-16,0.214292,0.102973,0.14764,1.01856,0.513342,1.04367,0.513342,0.773862,0.513342
28,898.832,1,10.482,14.7909,45.1774,83.0334,2.22045e-16,0.257163,0.100685,0.145788,1.01678,0.500344,1.05578,0.500344,0.754267,0.500344
29,904.166,1,10.4244,14.4785,44.9326,81.6814,2.22045e-16,0.297576,0.102244,0.146174,1.0146,0.487675,1.02905,0.487675,0.735168,0.487675
30,891.109,1,10.5057,14.9504,44.565,84.239,2.22045e-16,0.197905,0.0985484,0.152803,1.02299,0.475327,1.00299,0.475327,0.716554,0.475327
31,887.445,1,10.4778,14.1824,46.443,87.41,2.22045e-16,0.180906,0.0961634,0.157879,1.02458,0.463291,0.977597,0.463291,0.714101,0.463291
32,886.805,1,10.441,13.968,46.7063,88.1555,2.22045e-16,0.22124,0.0972708,0.156632,1.01277,0.45156,0.952844,0.45156,0.69602,0.45156
33,877.579,1,10.4458,14.185,46.0166,82.9022,2.22045e-16,0.248545,0.0970358,0.150925,0.990739,0.440127,0.928717,0.440127,0.678396,0.440127
34,872.56,1,10.3857,13.7072,46.5185,83.0962,2.10942e-16,0.224699,0.092184,0.163479,0.993166,0.428982,0.905202,0.428982,0.754105,0.428982
35,873.683,1,10.3963,14.0236,46.99,81.8801,2.22045e-16,0.213464,0.0946524,0.155305,0.991993,0.41812,0.882282,0.41812,0.75418,0.41812
36,877.854,1,10.3556,13.9775,46.4758,89.5675,2.22045e-16,0.24439,0.0960019,0.154929,1.00728,0.407533,0.859942,0.407533,0.776966,0.407533
37,887.211,1,10.2478,13.1259,45.8732,92.9097,2.22045e-16,0.166656,0.0970753,0.165253,1.00405,0.397214,0.838168,0.397214,0.799075,0.397214
38,882.444,1,10.3141,12.8796,46.955,88.723,2.22045e-16,0.213322,0.0956819,0.16113,1.01028,0.387157,0.852332,0.387157,0.82328,0.387157
39,873.265,1,10.2463,13.3839,46.0644,92.4803,2.22045e-16,0.161461,0.0937611,0.163236,0.991329,0.377354,0.854656,0.377354,0.829657,0.377354
40,874.295,1,10.2352,13.9266,45.7246,89.6902,2.22045e-16,0.224969,0.0961498,0.154103,0.992442,0.367799,0.876192,0.367799,0.851792,0.367799
41,876.078,1,10.2112,13.8106,46.1646,86.1403,2.22045e-16,0.250896,0.0955948,0.150289,0.999184,0.358486,0.927952,0.358486,0.830224,0.358486
42,872.712,1,10.3263,14.7883,45.4118,92.8087,2.22045e-16,0.318001,0.0945475,0.14858,0.996653,0.349409,0.931619,0.349409,0.809203,0.349409
43,876.674,1,10.2743,13.9835,45.6956,94.119,2.22045e-16,0.274581,0.0955748,0.150259,1.0133,0.340562,0.992527,0.340562,0.788713,0.340562
44,873.331,1,10.3075,13.5333,45.3193,91.11,2.22045e-16,0.220437,0.0960375,0.151878,1.03236,0.331938,0.980428,0.331938,0.768743,0.331938
45,865.765,1,10.3842,13.1304,47.0093,92.8614,2.22045e-16,0.270697,0.0955297,0.152455,1.02066,0.323534,0.955603,0.323534,0.761722,0.323534
46,860.299,1,10.3236,12.8271,47.1112,95.417,2.22045e-16,0.239891,0.0948525,0.154171,1.00086,0.315341,0.931407,0.315341,0.789996,0.315341
47,852.802,1,10.3737,12.3249,48.6988,93.426,2.22045e-16,0.33839,0.0932281,0.145456,1.00688,0.307357,0.907823,0.307357,0.769993,0.307357
48,854.266,1,10.4275,11.7553,50.0555,96.5248,2.22045e-16,0.294654,0.0961306,0.150638,1.00126,0.299574,0.884836,0.299574,0.750496,0.299574
49,865.434,1,10.4067,11.5193,48.5778,90.8664,2.22045e-16,0.233102,0.10129,0.154189,0.996842,0.291989,0.879934,0.291989,0.731493,0.291989
50,854.076,1,10.4992,12.6351,47.6897,87.7287,2.22045e-16,0.273723,0.0968525,0.154618,0.995223,0.284596,0.860143,0.284596,0.712972,0.284596
51,860.773,1,10.4544,12.882,47.3835,87.3515,2.22045e-16,0.256901,0.0969168,0.155864,1.0164,0.27739,0.929669,0.27739,0.737241,0.27739
52,855.548,1,10.474,12.9663,47.6247,79.9865,2.22045e-16,0.2743,0.098125,0.151332,1.00321,0.270366,0.90613,0.270366,0.782946,0.270366
53,854.882,1,10.5968,13.9618,47.1685,89.2116,2.22045e-16,0.225168,0.0991233,0.152548,1.034,0.26352,0.883186,0.26352,0.763121,0.26352
