rep,ID,standEta_Cl_simulated,standEta_V1_simulated,standEta_Q_simulated,standEta_V2_simulated,filter
1,1,-2.42264,-0.768148,0.753062,-0.767509,0
2,1,-2.34188,-1.71276,0.263818,-1.71372,0
3,1,-2.92304,-1.72047,1.23833,-1.72244,0
4,1,-2.65744,-0.214771,0.618793,-0.214219,0
5,1,-2.67268,-0.752204,0.783665,-0.752316,0
6,1,-2.44651,-1.72754,0.631109,-1.72816,0
7,1,-2.49851,-1.72438,0.560707,-1.72155,0
8,1,-2.47154,-0.201427,1.10485,-0.19945,0
9,1,-2.39279,-0.757054,0.405363,-0.7581,0
10,1,-2.72428,-0.377105,0.590358,-0.375529,0
1,2,0.943464,0.700679,-0.144051,0.701388,0
2,2,0.866264,0.574123,-0.25679,0.575245,0
3,2,0.92556,0.602281,-0.338769,0.602642,0
4,2,1.17955,0.808598,0.171727,0.807541,0
5,2,0.992768,0.670758,0.261301,0.669853,0
6,2,0.800049,0.591528,-0.452313,0.591412,0
7,2,0.465823,0.671571,-1.45627,0.671214,0
8,2,0.979571,0.801199,-0.400666,0.798859,0
9,2,1.06412,0.681205,0.00106689,0.681508,0
10,2,1.02335,0.960732,-0.480971,0.961418,0
1,3,0.988911,1.5582,0.240139,1.55511,0
2,3,0.679853,0.407735,0.47672,0.406262,0
3,3,0.723417,0.469567,0.572234,0.468478,0
4,3,0.435848,0.352226,-0.324609,0.351338,0
5,3,0.536417,0.784079,-0.577118,0.784308,0
6,3,0.475434,0.42629,-0.524284,0.42765,0
7,3,0.843886,1.37463,0.0787509,1.37591,0
8,3,0.695954,0.333865,0.463016,0.333363,0
9,3,0.678147,0.946227,-0.285328,0.948562,0
10,3,0.684151,0.390661,0.376097,0.392123,0
1,4,0.0376996,-2.43173,1.72093,-2.43091,0
2,4,0.301625,-1.40302,1.18951,-1.40239,0
3,4,-0.241393,0.17063,-1.96375,0.170159,0
4,4,0.208802,-0.193942,-0.327304,-0.191754,0
5,4,0.0646791,-2.43318,2.18955,-2.43553,0
6,4,0.253188,-1.6024,1.45082,-1.60199,0
7,4,-0.265213,-0.817282,-0.551897,-0.818265,0
8,4,-0.31145,-0.194592,-1.84396,-0.194885,0
9,4,0.105755,-2.3886,2.10009,-2.38605,0
10,4,0.0328962,-1.57341,0.528258,-1.56983,0
1,5,-0.70432,-0.15079,0.195702,-0.151798,0
2,5,-0.494423,-0.337122,1.14575,-0.337198,0
3,5,-0.467439,0.663466,-0.319729,0.661881,0
4,5,-0.288702,0.560244,0.827152,0.562463,0
5,5,-0.462735,0.400764,0.964915,0.402913,0
6,5,-0.31194,-0.322882,1.19174,-0.323535,0
7,5,-0.463062,1.02918,-0.17204,1.03075,0
8,5,-0.452738,0.719675,0.0352757,0.719232,0
9,5,-0.418103,0.155899,0.569131,0.156198,0
10,5,-0.714522,0.157268,0.0577327,0.153166,0
1,6,0.44101,1.66386,0.690248,1.66355,0
2,6,0.572359,1.11444,1.61863,1.1178,0
3,6,0.487194,2.4253,0.0291578,2.426,0
4,6,0.511981,0.771928,2.1686,0.770919,0
5,6,0.482303,1.66327,1.2917,1.66328,0
6,6,0.488843,1.11784,1.2313,1.11706,0
