standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-2.7509,0.0899025,-2.23075,0.152899,-1.77539,0.193772,-2.23297,0.152803,All
-2.40661,0.134854,-1.82587,0.172011,-1.33611,0.158541,-1.82784,0.171903,All
-2.06232,0,-1.421,0.0573371,-0.896838,0.28185,-1.42271,0.0573011,All
-1.71803,0.134854,-1.01613,0.0382247,-0.457564,0.440391,-1.01758,0.0382007,All
-1.37375,0.0899025,-0.611252,0.152899,-0.0182907,0.334697,-0.612457,0.152803,All
-1.02946,0,-0.206378,0.32491,0.420983,0.493238,-0.207329,0.324706,All
-0.68517,0.0449513,0.198496,0.420472,0.860257,0.158541,0.197799,0.401108,All
-0.340882,0.427037,0.60337,0.764494,1.29953,0.28185,0.602927,0.783115,All
0.00340657,0.539415,1.00824,0.363135,1.7388,0.052847,1.00805,0.362907,All
0.347695,0.471988,1.41312,0.133787,2.17808,0.052847,1.41318,0.133703,All
0.691983,0.696745,1.81799,0.0573371,2.61735,0,1.81831,0.0573011,All
1.03627,0.51694,2.22287,0.0382247,3.05663,0.0176157,2.22344,0.0382007,All
