simulations,OFV
500,948.563
1000,949.691
1500,948.56
2000,948.873
2500,949.968
3000,950.054
3500,949.544
4000,949.524
4500,949.943
5000,949.924
5500,950.02
6000,950.029
6500,949.877
7000,949.704
7500,949.835
8000,949.944
8500,950.204
9000,949.951
9500,949.742
10000,949.631
10500,949.616
11000,949.77
11500,949.773
12000,949.69
12500,949.752
13000,949.754
13500,949.78
14000,949.751
14500,949.766
15000,949.784
15500,949.735
16000,949.719
16500,949.616
17000,949.589
17500,949.637
18000,949.649
18500,949.748
19000,949.702
19500,949.636
20000,949.549
20500,949.512
21000,949.301
21500,949.332
22000,949.433
22500,949.388
23000,949.244
23500,949.105
24000,949.146
24500,949.045
25000,949.112
25500,949.105
26000,949.023
26500,948.855
27000,948.759
27500,948.772
28000,948.866
28500,948.858
29000,948.939
29500,948.977
30000,949.045
