iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,2029.48,1,7.77311,8.64932,31.5191,22.7517,3,3,0,1.5,1.5,1.5,1.5
2,2000.1,1,4.16256,11.5303,33.943,30.4282,2.92404,2.92404,0,1.46202,1.63139,1.5497,1.46202
3,1991.57,1,3.9564,12.8814,36.5274,48.0381,2.85,2.85,0,1.425,1.67782,1.51046,1.541
4,1971.32,1,3.05605,15.5022,49.8784,67.5527,2.77784,2.77784,0,1.38892,1.63534,1.47221,1.50198
5,1969.66,1,2.85417,15.2213,71.4979,70.7832,2.7075,2.7075,0,1.35375,1.59393,1.43494,1.46395
6,1960.34,1,2.73784,11.6495,65.9993,80.1716,2.63894,2.63894,0,1.31947,1.60592,1.43052,1.42689
7,1940.67,1,2.33381,12.1509,75.8372,108.132,2.57212,2.57212,0,1.28606,1.58478,1.3943,1.39076
8,1928.69,1,2.44797,13.6516,86.3146,85.2221,2.507,2.507,0,1.2535,1.54465,1.35899,1.42043
9,1929.04,1,2.22611,10.1558,91.586,89.2554,2.44352,2.44352,0,1.22176,1.7907,1.32458,1.38447
10,1920.16,1,1.80131,10.8783,83.9605,121.828,2.38165,2.38165,0,1.19082,1.76535,1.29104,1.34941
11,1905.8,1,2.31986,7.22429,100.688,129.557,2.32134,2.32134,0,1.16067,1.72735,1.25835,1.40149
12,1893.52,1,2.50957,6.73102,89.9341,119.79,2.26257,2.26257,0,1.13128,1.71723,1.22649,1.366
13,1883.23,1,2.77515,10.4254,69.1934,195.711,2.20528,2.20528,0,1.10264,1.8425,1.19544,1.36596
14,1877.62,1,2.55963,7.10999,79.7716,181.124,2.14944,2.14944,0,1.07472,1.97279,1.16517,1.40289
15,1858.06,1,2.4637,7.92162,68.2741,188.832,2.09501,2.09501,0,1.04751,1.94131,1.13566,1.36737
16,1858.45,1,2.73844,13.8236,61.5683,145.377,2.04197,2.04197,0,1.02098,1.89327,1.10691,1.33275
17,1830.24,1,2.58481,9.90408,52.1482,169.994,1.99026,1.99026,0,0.995131,1.84533,1.07888,1.299
18,1830.17,1,2.71038,10.2022,49.5787,178.886,1.93987,1.93987,0,0.969933,1.79861,1.05156,1.3918
19,1805.39,1,3.2717,7.80703,44.4628,157.014,1.89075,1.89075,0,0.945374,1.75307,1.02494,1.35656
20,1793.67,1,3.26929,6.57536,44.5752,149.38,1.84287,1.84287,0,0.921437,1.70868,0.998985,1.32221
21,1794.2,1,3.23406,8.99612,45.9734,129.188,1.79621,1.79621,0,0.898105,1.66541,1.01389,1.28873
22,1771.77,1,3.01207,9.63727,42.2994,146.881,1.75073,1.75073,0,0.875365,1.62325,0.988222,1.2561
23,1772.69,1,2.92876,10.2141,38.7427,172.348,1.7064,1.7064,0,0.8532,1.67954,1.05714,1.22429
24,1757.46,1,3.14919,8.92822,42.1105,211.472,1.66319,1.66319,0,0.831597,1.74198,1.03037,1.19329
25,1742.93,1,3.80383,9.27253,38.047,173.542,1.62108,1.62108,0,0.81054,1.69787,1.00428,1.16308
26,1729.22,1,3.80873,10.9557,38.8782,195.248,1.58003,1.58003,0,0.790017,1.65488,0.978852,1.13363
27,1721.47,1,3.7136,12.0911,36.56,167.148,1.54003,1.54003,0,0.770013,1.78607,0.954067,1.10492
28,1704.97,1,3.68575,8.66809,53.9199,137.29,1.50103,1.50103,0,0.750516,1.74084,0.929909,1.07695
29,1700.05,1,3.85826,7.66304,43.5048,123.939,1.46302,1.46302,0,0.731512,1.69676,0.906363,1.10816
30,1684.9,1,4.21442,5.66148,42.6223,162.83,1.42598,1.42598,0,0.71299,1.6538,0.883414,1.08011
31,1681.68,1,3.83818,4.69668,43.3541,159.051,1.38987,1.38987,0,0.694937,1.61193,0.861045,1.13307
32,1665.08,1,3.81028,4.93646,40.4886,126.458,1.35468,1.35468,0,0.677341,1.57111,0.839243,1.11357
33,1659.4,1,4.01667,5.84408,35.5627,129.12,1.32038,1.32038,0,0.66019,1.74077,0.817993,1.08538
34,1645.93,1,4.05133,5.44173,37.0155,129.951,1.28695,1.28695,0,0.643474,1.79916,0.797281,1.05789
35,1627.21,1,4.3529,5.54736,31.8959,142.643,1.25436,1.25436,0,0.627181,1.75361,0.777093,1.03111
36,1629.21,1,4.31877,8.72136,32.8031,132.344,1.2226,1.2226,0,0.6113,1.92196,0.757417,1.005
37,1614,1,4.27899,5.85462,35.2868,121.036,1.19164,1.19164,0,0.595821,2.12102,0.738239,0.979551
38,1610.17,1,4.2785,6.23835,37.1871,96.1419,1.16147,1.16147,0,0.580735,2.06732,0.736743,0.954748
39,1588.99,1,4.61182,3.78488,36.8162,85.271,1.13206,1.13206,0,0.56603,2.01497,0.718088,0.930574
40,1579.74,1,4.83561,4.91886,36.6919,76.8471,1.1034,1.1034,0,0.551698,1.96395,0.699906,0.907011
41,1570.53,1,4.81329,5.12826,37.1799,78.0461,1.07546,1.07546,0,0.537729,1.9828,0.682184,0.884045
42,1550.94,1,4.79122,4.28757,34.4903,73.5665,1.04823,1.04823,0,0.524113,1.9326,0.66491,0.86166
43,1537.79,1,4.85229,3.71015,31.7973,68.331,1.02168,1.02168,0,0.510842,1.88366,0.648074,0.839843
44,1523.9,1,4.73209,3.77944,28.8725,77.8702,0.995815,0.995815,0,0.497908,1.83597,0.631665,0.883526
45,1520.65,1,4.89271,4.61282,28.0536,80.6137,0.970601,0.970601,0,0.4853,1.86871,0.629911,0.861155
46,1511.64,1,4.72509,3.41798,30.0662,77.9676,0.946024,0.946024,0,0.473012,1.8214,0.613962,0.83935
47,1494.74,1,4.76211,5.01443,28.8804,84.9825,0.922071,0.922071,0,0.461035,1.77528,0.598416,0.818097
48,1485.13,1,4.53367,4.80925,27.9988,86.4864,0.898723,0.898723,0,0.449362,1.90791,0.583264,0.797382
49,1474.12,1,4.89967,3.75349,32.999,90.4163,0.875967,0.875967,0,0.437984,1.8596,0.568495,0.777192
50,1464.58,1,4.79552,2.72476,32.5932,85.0504,0.853787,0.853787,0,0.426894,2.00149,0.5541,0.757513
51,1451.79,1,4.94136,1.72206,33.7949,79.8672,0.832169,0.832169,0,0.416084,1.95081,0.54007,0.760591
52,1435.61,1,4.70712,2.79146,32.5214,81.0135,0.811098,0.811098,0,0.405549,1.90142,0.526395,0.741332
53,1441.46,1,4.64848,2.87819,29.6725,81.7468,0.79056,0.79056,0,0.39528,1.85327,0.513067,0.841999
54,1440.17,1,4.6866,2.39802,27.8427,70.7285,0.770543,0.770543,0,0.385271,1.80635,0.522148,0.953774
