iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,beta_Cl_logtCLCRMLMIN,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,1510.97,1,2.62973,6.10874,20.5065,32.5461,1,1,0.624405,0.998761,1.5,1.5,1.5,1.2
2,1503.76,1,4.09279,8.33422,30.535,45.3183,0.974679,0.974679,0.68422,0.998761,1.46202,1.50517,1.46202,1.16962
3,1489.15,1,4.44896,7.20705,31.6285,47.0229,0.95,0.95,0.262448,0.998761,1.425,1.46706,1.425,1.14
4,1470.84,1,4.52665,8.62322,27.9829,42.8765,0.925945,0.925945,0.977783,0.998761,1.38892,1.42992,1.38892,1.11113
5,1460.77,1,4.19303,6.48472,33.2785,49.2172,0.9025,0.9025,0.882319,0.998761,1.35375,1.39371,1.35375,1.083
6,1451.62,1,4.09584,6.93058,35.1164,51.4006,0.879648,0.879648,1.10377,0.998761,1.31947,1.48548,1.31947,1.05558
7,1453.2,1,4.425,8.17869,37.034,53.3893,0.857375,0.857375,1.16882,0.998761,1.28606,1.44787,1.28606,1.02885
8,1420.66,1,4.56482,7.72997,35.4313,51.1747,0.835666,0.835666,0.777156,0.998761,1.2535,1.41121,1.2535,1.0028
9,1420.15,1,4.82366,7.66549,38.7479,55.3281,0.814506,0.814506,0.806894,0.998761,1.22176,1.45182,1.22176,0.977407
10,1398.07,1,5.30114,8.06704,32.9368,48.6483,0.793882,0.793882,0.440624,0.998761,1.19082,1.41506,1.19082,0.952659
11,1399.11,1,5.2437,8.52757,37.5417,53.8607,0.773781,0.773781,0.711633,0.998761,1.16067,1.37923,1.16067,0.928537
12,1376.26,1,5.1006,7.1329,32.4501,48.1758,0.754188,0.754188,0.557653,0.998761,1.13128,1.3443,1.13128,0.905026
13,1365.86,1,5.14617,11.3942,29.3636,44.0711,0.735092,0.735092,0.710465,0.998761,1.10264,1.31027,1.10264,0.88211
14,1357.31,1,4.94882,10.38,26.7777,40.7378,0.716479,0.716479,0.579465,0.998761,1.07472,1.39837,1.07472,0.859775
15,1350.67,1,5.11552,10.4678,27.903,41.9289,0.698337,0.698337,0.670802,0.998761,1.04751,1.46343,1.04751,0.838005
16,1346.07,1,4.91418,10.8698,25.6388,39.0773,0.680655,0.680655,0.690193,0.998761,1.02098,1.47409,1.02098,0.816786
17,1328.56,1,4.95962,11.2748,24.1262,37.4738,0.66342,0.66342,0.53723,0.998761,0.995131,1.44886,0.995131,0.796105
18,1318.13,1,5.11175,12.7809,25.8212,39.4527,0.646622,0.646622,0.398399,0.998761,0.969933,1.45386,0.969933,0.775947
19,1300.35,1,5.07881,12.2847,22.6415,35.3523,0.630249,0.630249,0.433225,0.998761,0.945374,1.53245,0.945374,0.756299
20,1286.5,1,5.3106,11.9602,22.1979,34.8266,0.614291,0.614291,0.362514,0.998761,0.921437,1.49364,0.921437,0.737149
21,1274.54,1,5.40555,14.7166,20.6785,33.2313,0.598737,0.598737,0.284396,0.998761,0.898105,1.45582,0.898105,0.718484
22,1261.86,1,5.17313,10.9818,22.3814,35.5812,0.583577,0.583577,0.207234,0.998761,0.875365,1.41896,0.875365,0.700292
23,1251.75,1,5.11175,8.08591,23.5285,37.4036,0.5688,0.5688,0.567323,0.998761,0.8532,1.38303,0.8532,0.68256
24,1239.08,1,5.37266,7.42711,24.0042,37.5528,0.554398,0.554398,0.689916,0.998761,0.831597,1.34801,0.831597,0.665277
25,1237.25,1,5.27771,7.14891,24.12,37.4699,0.54036,0.54036,0.64638,0.998761,0.81054,1.31388,0.81054,0.648432
26,1216.41,1,5.40042,8.44779,24.9398,38.5876,0.526678,0.526678,0.419769,0.998761,0.790017,1.28061,0.790017,0.632013
27,1213,1,5.42227,10.178,27.0482,40.861,0.513342,0.513342,0.495709,0.998761,0.770013,1.24819,0.770013,0.61601
28,1191.38,1,5.40295,11.821,25.3796,38.4014,0.500344,0.500344,0.506718,0.998761,0.750516,1.21658,0.750516,0.600413
29,1183.46,1,5.4351,11.1087,24.6046,37.0434,0.487675,0.487675,0.439375,0.998761,0.731512,1.1939,0.731512,0.58521
30,1169.45,1,5.43364,9.70357,22.9745,35.0025,0.475327,0.475327,0.470096,0.998761,0.71299,1.16367,0.71299,0.570392
31,1166.91,1,5.4415,9.16617,23.9654,36.1469,0.463291,0.463291,0.374981,0.998761,0.694937,1.13421,0.694937,0.555949
32,1152.86,1,5.35067,8.19733,22.0744,33.8846,0.45156,0.45156,0.662113,0.998761,0.677341,1.10549,0.677341,0.541873
33,1142.13,1,5.28685,7.93075,21.3241,32.9028,0.440127,0.440127,0.721681,0.998761,0.66019,1.08405,0.66019,0.528152
34,1130.29,1,5.19798,7.6364,21.2561,32.7696,0.428982,0.428982,0.842553,0.998761,0.643474,1.0566,0.643474,0.514779
35,1121.8,1,5.27232,8.77723,21.0168,32.4674,0.41812,0.41812,0.620457,0.998761,0.627181,1.14417,0.627181,0.501744
36,1110.35,1,5.27886,9.82827,22.0344,33.8424,0.407533,0.407533,0.656715,0.998761,0.6113,1.1152,0.6113,0.48904
37,1103.89,1,5.32587,9.70744,22.2517,34.0927,0.397214,0.397214,0.635219,0.998761,0.595821,1.08696,0.595821,0.476657
38,1089.77,1,5.48671,9.57447,22.0714,33.8011,0.387157,0.387157,0.508231,0.998761,0.580735,1.05944,0.580735,0.464588
39,1076.97,1,5.48207,9.88735,22.2399,33.9768,0.377354,0.377354,0.545204,0.998761,0.56603,1.03261,0.56603,0.452824
40,1069.66,1,5.51401,9.74491,22.4439,34.2253,0.367799,0.367799,0.430726,0.998761,0.551698,1.00647,0.551698,0.441359
41,1063.24,1,5.5498,11.2031,21.7014,33.4444,0.358486,0.358486,0.400851,0.998761,0.537729,0.980981,0.537729,0.430183
42,1048.42,1,5.52515,10.9614,21.8938,33.7868,0.349409,0.349409,0.572886,0.998761,0.524113,0.956142,0.524113,0.419291
43,1041.15,1,5.49554,11.4636,22.34,34.3801,0.340562,0.340562,0.481833,0.998761,0.510842,0.931932,0.510842,0.408674
44,1033.25,1,5.59652,10.5986,20.6943,32.4628,0.331938,0.331938,0.455629,0.998761,0.497908,0.908335,0.497908,0.398326
45,1026.72,1,5.44301,11.0751,19.6409,31.0752,0.323534,0.323534,0.478706,0.998761,0.4853,0.885335,0.4853,0.38824
46,1015.12,1,5.42171,9.42201,19.8144,31.3812,0.315341,0.315341,0.536158,0.998761,0.473012,0.862918,0.473012,0.37841
47,1002.12,1,5.46805,9.20364,20.7491,32.588,0.307357,0.307357,0.508626,0.998761,0.461035,0.841069,0.461035,0.368828
