time,empiricalCdf,theoreticalCdf,piLower,piUpper,split
1.284,0.0103093,0,0,0.0108696,All
1.69113,0.0206186,0,0,0.0216223,All
2.09826,0.0206186,0,0,0.0319149,All
2.50539,0.0206186,0,0,0.0425532,All
2.91253,0.0309278,0.010989,0,0.0543478,All
3.31966,0.0309278,0.0217391,0,0.0744681,All
3.72679,0.0412371,0.0322581,0,0.0884005,All
4.13392,0.0412371,0.043956,0,0.110528,All
4.54105,0.0618557,0.0631579,0.0108696,0.130435,All
4.94818,0.0721649,0.0752688,0.0210526,0.152174,All
5.35531,0.0824742,0.0957447,0.0322581,0.172043,All
5.76244,0.0927835,0.10989,0.0442002,0.201064,All
6.16958,0.103093,0.130435,0.0638298,0.222222,All
6.57671,0.113402,0.150538,0.0744681,0.244444,All
6.98384,0.123711,0.170334,0.0924886,0.266312,All
7.39097,0.154639,0.190242,0.107527,0.288061,All
7.7981,0.185567,0.212766,0.12766,0.313217,All
8.20523,0.185567,0.230327,0.143651,0.333333,All
8.61236,0.195876,0.25,0.158735,0.354503,All
9.01949,0.237113,0.271286,0.179775,0.37234,All
9.42663,0.237113,0.293478,0.192519,0.393438,All
9.83376,0.247423,0.314912,0.211146,0.414894,All
10.2409,0.298969,0.335088,0.229073,0.431579,All
10.648,0.329897,0.354839,0.251374,0.452122,All
11.0552,0.329897,0.376344,0.268165,0.464912,All
11.4623,0.340206,0.395604,0.280839,0.494444,All
11.8694,0.360825,0.408602,0.305115,0.505497,All
12.2765,0.391753,0.4246,0.324081,0.521277,All
12.6837,0.402062,0.442105,0.337079,0.543016,All
13.0908,0.43299,0.462366,0.355197,0.563165,All
13.4979,0.43299,0.478261,0.371563,0.58114,All
13.9051,0.443299,0.494505,0.392281,0.592574,All
14.3122,0.453608,0.51087,0.411111,0.602151,All
14.7193,0.474227,0.526882,0.4246,0.620309,All
15.1265,0.484536,0.540496,0.445048,0.638298,All
15.5336,0.505155,0.556818,0.466288,0.648936,All
15.9407,0.515464,0.571429,0.478261,0.663043,All
16.3479,0.525773,0.585106,0.491692,0.675666,All
16.755,0.57732,0.6,0.51087,0.689831,All
17.1621,0.597938,0.612903,0.524847,0.698925,All
17.5693,0.628866,0.625687,0.538048,0.712766,All
17.9764,0.628866,0.638298,0.551904,0.726316,All
18.3835,0.639175,0.652174,0.565217,0.736842,All
18.7906,0.670103,0.666667,0.577124,0.748684,All
19.1978,0.690722,0.677419,0.598913,0.758068,All
19.6049,0.71134,0.688172,0.611111,0.768421,All
20.012,0.721649,0.698925,0.620127,0.776596,All
20.4192,0.721649,0.712766,0.63062,0.78609,All
20.8263,0.721649,0.721326,0.637415,0.797872,All
21.2334,0.721649,0.731183,0.650311,0.806635,All
21.6406,0.731959,0.741935,0.664729,0.815196,All
22.0477,0.742268,0.752688,0.677778,0.825131,All
22.4548,0.742268,0.763441,0.69365,0.831579,All
22.862,0.762887,0.772233,0.702223,0.845299,All
23.2691,0.773196,0.78022,0.710394,0.850263,All
23.6762,0.783505,0.788061,0.72043,0.860959,All
24.0834,0.783505,0.797872,0.728261,0.865625,All
24.4905,0.783505,0.804348,0.73913,0.875,All
24.8976,0.793814,0.815217,0.75,0.883595,All
25.3047,0.804124,0.826087,0.755556,0.891889,All
25.7119,0.804124,0.829787,0.766312,0.893045,All
26.119,0.814433,0.836957,0.775253,0.89678,All
26.5261,0.824742,0.846154,0.782609,0.903226,All
26.9333,0.824742,0.853933,0.791209,0.905757,All
27.3404,0.845361,0.860215,0.797753,0.913978,All
27.7475,0.85567,0.869565,0.804348,0.923077,All
28.1547,0.865979,0.875,0.811111,0.924731,All
28.5618,0.876289,0.88172,0.822222,0.931426,All
28.9689,0.876289,0.88764,0.826087,0.935133,All
29.3761,0.876289,0.893045,0.83156,0.94475,All
29.7832,0.886598,0.902174,0.839753,0.946237,All
30.1903,0.917526,0.904255,0.84699,0.947368,All
30.5975,0.917526,0.913043,0.857143,0.956522,All
31.0046,0.917526,0.915789,0.860215,0.958114,All
31.4117,0.938144,0.923077,0.869565,0.967391,All
31.8188,0.938144,0.925532,0.874282,0.967742,All
32.226,0.938144,0.933333,0.879778,0.968085,All
32.6331,0.938144,0.935484,0.880435,0.968253,All
33.0402,0.948454,0.942529,0.889499,0.978261,All
33.4474,0.948454,0.945055,0.891304,0.978495,All
33.8545,0.958763,0.946237,0.898302,0.978723,All
34.2616,0.958763,0.954801,0.903741,0.978947,All
34.6688,0.958763,0.956522,0.913043,0.98901,All
35.0759,0.969072,0.957447,0.913978,0.989247,All
35.483,0.969072,0.966667,0.922222,0.989247,All
35.8902,0.969072,0.967212,0.924731,0.989474,All
36.2973,0.969072,0.967914,0.9337,1,All
36.7044,0.969072,0.977273,0.935827,1,All
37.1116,0.969072,0.978022,0.944444,1,All
37.5187,0.969072,0.978495,0.945354,1,All
37.9258,0.979381,0.978947,0.953756,1,All
38.3329,0.979381,0.988889,0.956283,1,All
38.7401,0.979381,0.989011,0.957895,1,All
39.1472,0.979381,0.98913,0.96685,1,All
39.5543,0.979381,0.989247,0.967567,1,All
39.9615,0.979381,0.989474,0.977653,1,All
40.3686,0.989691,1,0.978261,1,All
40.7757,0.989691,1,0.978835,1,All
41.1829,0.989691,1,0.989011,1,All
41.59,1,1,1,1,All
