Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression
-3.29926,0.0125007,-0.13009,-7.38375e-08,0.00873622,0.00873622,-7.07221e-08,0.0267633,0.0267633,-0.771427,-0.304856,-0.5114,-7.38375e-08,0.123777,0.123777,-7.07221e-08,-0.108151,-0.108151,-0.771427,5.56212e-09,-1.62375e-09,-3.29926,8.29804e-09,1.02981e-09,-7.07221e-08,9.32366e-11,9.32366e-11,-0.771427,-3.68515e-10,4.57367e-09,-3.29926,7.45027e-09,-1.78455e-09,-7.38375e-08,4.72917e-09,4.72917e-09
-3.2343,-0.00802932,-0.127477,-7.24801e-08,0.00860929,0.00860929,-6.92607e-08,0.0262625,0.0262625,-0.759961,-0.27505,-0.50402,-7.24801e-08,0.121175,0.121175,-6.92607e-08,-0.106235,-0.106235,-0.759961,3.38904e-09,-1.63261e-09,-3.2343,6.70492e-09,9.6553e-10,-6.92607e-08,4.63528e-11,4.63528e-11,-0.759961,8.66224e-10,4.52691e-09,-3.2343,9.54126e-09,-1.7212e-09,-7.24801e-08,4.66643e-09,4.66643e-09
-3.16933,-0.0285593,-0.124865,-7.11227e-08,0.00848235,0.00848235,-6.77994e-08,0.0257616,0.0257616,-0.748496,-0.254063,-0.49664,-7.11227e-08,0.118572,0.118572,-6.77994e-08,-0.104318,-0.104318,-0.748496,1.49273e-09,-1.64146e-09,-3.16933,5.1118e-09,9.01251e-10,-6.77994e-08,-5.31026e-13,-5.31026e-13,-0.748496,1.92466e-09,4.48015e-09,-3.16933,1.16322e-08,-1.65786e-09,-7.11227e-08,4.6037e-09,4.6037e-09
-3.10437,-0.0490893,-0.122253,-6.97654e-08,0.00835542,0.00835542,-6.6338e-08,0.0252608,0.0252608,-0.73703,-0.235752,-0.489259,-6.97654e-08,0.11597,0.11597,-6.6338e-08,-0.102401,-0.102401,-0.73703,-3.19561e-10,-1.65032e-09,-3.10437,3.51868e-09,8.36972e-10,-6.6338e-08,-4.74148e-11,-4.74148e-11,-0.73703,2.92957e-09,4.43339e-09,-3.10437,1.37232e-08,-1.59451e-09,-6.97654e-08,4.54096e-09,4.54096e-09
-3.0394,-0.0696193,-0.11964,-6.8408e-08,0.00822849,0.00822849,-6.48766e-08,0.02476,0.02476,-0.725564,-0.217442,-0.481879,-6.8408e-08,0.113367,0.113367,-6.48766e-08,-0.100485,-0.100485,-0.725564,-2.13185e-09,-1.65918e-09,-3.0394,1.92556e-09,7.72693e-10,-6.48766e-08,-9.42987e-11,-9.42987e-11,-0.725564,3.93449e-09,4.38663e-09,-3.0394,1.58142e-08,-1.53117e-09,-6.8408e-08,4.47823e-09,4.47823e-09
-2.97444,-0.0901493,-0.117028,-6.70506e-08,0.00810156,0.00810156,-6.34153e-08,0.0242591,0.0242591,-0.714099,-0.207972,-0.474499,-6.70506e-08,0.110765,0.110765,-6.34153e-08,-0.098568,-0.098568,-0.714099,-3.65386e-09,-1.66803e-09,-2.97444,3.32443e-10,7.08414e-10,-6.34153e-08,-1.41182e-10,-1.41182e-10,-0.714099,4.75644e-09,4.33986e-09,-2.97444,1.79052e-08,-1.46782e-09,-6.70506e-08,4.41549e-09,4.41549e-09
-2.90947,-0.110679,-0.114415,-6.56932e-08,0.00797462,0.00797462,-6.19539e-08,0.0237583,0.0237583,-0.702633,-0.204328,-0.467119,-6.56932e-08,0.108162,0.108162,-6.19539e-08,-0.0966513,-0.0966513,-0.702633,-4.97866e-09,-1.67689e-09,-2.90947,-1.26068e-09,6.44135e-10,-6.19539e-08,-1.88066e-10,-1.88066e-10,-0.702633,5.45498e-09,4.2931e-09,-2.90947,1.99962e-08,-1.40448e-09,-6.56932e-08,4.35276e-09,4.35276e-09
-2.84451,-0.121635,-0.111803,-6.43359e-08,0.00784769,0.00784769,-6.04925e-08,0.0232575,0.0232575,-0.691167,-0.202029,-0.459738,-6.43359e-08,0.10556,0.10556,-6.04925e-08,-0.0947346,-0.0947346,-0.691167,-6.25576e-09,-1.68575e-09,-2.84451,-2.1888e-09,5.79856e-10,-6.04925e-08,-2.3495e-10,-2.3495e-10,-0.691167,6.12397e-09,4.24634e-09,-2.84451,2.07763e-08,-1.34114e-09,-6.43359e-08,4.29002e-09,4.29002e-09
-2.77954,-0.12165,-0.10919,-6.29785e-08,0.00772076,0.00772076,-5.90312e-08,0.0227566,0.0227566,-0.679701,-0.205366,-0.452358,-6.29785e-08,0.102957,0.102957,-5.90312e-08,-0.092818,-0.092818,-0.679701,-7.33063e-09,-1.6946e-09,-2.77954,-2.3569e-09,5.15577e-10,-5.90312e-08,-2.81834e-10,-2.81834e-10,-0.679701,6.66799e-09,4.19958e-09,-2.77954,2.00583e-08,-1.27779e-09,-6.29785e-08,4.22729e-09,4.22729e-09
-2.71458,-0.121664,-0.106578,-6.16211e-08,0.00759383,0.00759383,-5.75698e-08,0.0222558,0.0222558,-0.668236,-0.218434,-0.444978,-6.16211e-08,0.100355,0.100355,-5.75698e-08,-0.0909013,-0.0909013,-0.668236,-8.01195e-09,-1.70346e-09,-2.71458,-2.52501e-09,4.51298e-10,-5.75698e-08,-3.28718e-10,-3.28718e-10,-0.668236,6.97478e-09,4.15282e-09,-2.71458,1.93403e-08,-1.21445e-09,-6.16211e-08,4.16455e-09,4.16455e-09
